quad_id,scale,manual_excluded_50m,n_available_pixels,sample_index,mean_reflectance,pc1
sub50_10,50m,FALSE,190670,143181,0.19552268462702016,-5.536215235617869
sub50_10,50m,FALSE,190670,183467,0.24457247804634827,9.938693563488599
sub50_10,50m,FALSE,190670,66068,0.23225039703201902,5.311180264180105
sub50_10,50m,FALSE,190670,45846,0.282706190270087,4.880879435431318
sub50_10,50m,FALSE,190670,28626,0.2676543862181754,7.67352708257419
sub50_10,50m,FALSE,190670,48922,0.24175901701750835,9.056514416036032
sub50_10,50m,FALSE,190670,94600,0.231009212976768,3.306366873162936
sub50_10,50m,FALSE,190670,111270,0.27543616085505684,19.410370163244295
sub50_10,50m,FALSE,190670,38952,0.3092164085977826,13.86137010266773
sub50_10,50m,FALSE,190670,148255,0.1643417255783623,-12.713475515000267
sub50_10,50m,FALSE,190670,171942,0.16425557555399897,-14.73413356476648
sub50_10,50m,FALSE,190670,99393,0.16970186418861397,-5.8633724290792175
sub50_10,50m,FALSE,190670,59137,0.2498703897461172,6.569274729352054
sub50_10,50m,FALSE,190670,94623,0.18334625943848662,-5.789737391158967
sub50_10,50m,FALSE,190670,103666,0.2529600919801588,9.431741916682373
sub50_10,50m,FALSE,190670,173477,0.2084639339115132,-7.123855344135772
sub50_10,50m,FALSE,190670,36412,0.274671879804824,14.151986247096378
sub50_10,50m,FALSE,190670,35006,0.30682480539972623,12.481470190628912
sub50_10,50m,FALSE,190670,85514,0.24249700635425314,15.455077399942184
sub50_10,50m,FALSE,190670,10892,0.31227685891338125,15.914312110982962
sub50_10,50m,FALSE,190670,65176,0.2512997231746385,8.492461866940543
sub50_10,50m,FALSE,190670,149143,0.2340219694205121,2.906873914356017
sub50_10,50m,FALSE,190670,77717,0.1305874548506084,-15.554070363603632
sub50_10,50m,FALSE,190670,19877,0.36182098376972616,23.24498928042917
sub50_10,50m,FALSE,190670,134172,0.22762126113049502,-4.884263884310202
sub50_10,50m,FALSE,190670,144854,0.2687517402555085,14.72160773747801
sub50_10,50m,FALSE,190670,184328,0.171849364745777,-7.741856778452846
sub50_10,50m,FALSE,190670,106896,0.1850413310934197,-10.864653120420765
sub50_10,50m,FALSE,190670,184936,0.17008255085761637,-11.32651322748256
sub50_10,50m,FALSE,190670,10365,0.3230379146700802,19.110576079234914
sub50_10,50m,FALSE,190670,120404,0.19636283775652982,-7.323956039158991
sub50_10,50m,FALSE,190670,188034,0.17267277710570778,-10.329330169387706
sub50_10,50m,FALSE,190670,42433,0.2362004629959745,-1.6223690603102778
sub50_10,50m,FALSE,190670,150551,0.18259963778825092,-11.054657358116543
sub50_10,50m,FALSE,190670,72614,0.28407720270112524,14.219021468606774
sub50_10,50m,FALSE,190670,174140,0.19678312402280154,-11.413733425168171
sub50_10,50m,FALSE,190670,6042,0.2818201175498322,8.262985016433083
sub50_10,50m,FALSE,190670,36282,0.16723183780323622,-12.191793727698974
sub50_10,50m,FALSE,190670,28234,0.3582780077622449,24.979864825946017
sub50_10,50m,FALSE,190670,34035,0.26538376636372124,9.939916590470034
sub50_10,50m,FALSE,190670,181469,0.26694784493547336,9.743853242018414
sub50_10,50m,FALSE,190670,127105,0.22482618573314148,-5.513521479050896
sub50_10,50m,FALSE,190670,62405,0.22939157232734536,2.157346704353414
sub50_10,50m,FALSE,190670,88284,0.21855993268718896,-5.291908868380155
sub50_10,50m,FALSE,190670,134201,0.28909526745334635,11.560624627949688
sub50_10,50m,FALSE,190670,2845,0.3139661746484435,15.574570073790413
sub50_10,50m,FALSE,190670,122158,0.21376767979303668,0.1500011037314702
sub50_10,50m,FALSE,190670,138845,0.1489826727212091,-15.937640569532654
sub50_10,50m,FALSE,190670,40847,0.26149965001439507,4.624420483436707
sub50_10,50m,FALSE,190670,165019,0.2301466006339212,0.7453973163164122
sub50_10,50m,FALSE,190670,188887,0.22206826328323032,-3.447287050182376
sub50_10,50m,FALSE,190670,122221,0.16628070638230272,-6.361882721673228
sub50_10,50m,FALSE,190670,145309,0.28422328683524584,13.103495448594648
sub50_10,50m,FALSE,190670,44118,0.24363136256098256,8.250024762197732
sub50_10,50m,FALSE,190670,98147,0.2955714831097929,9.593231099909127
sub50_10,50m,FALSE,190670,26995,0.32736307059314623,17.485832030094326
sub50_10,50m,FALSE,190670,43644,0.23295398207365975,-1.5506235922279952
sub50_10,50m,FALSE,190670,164898,0.27861600466965397,3.633148754220444
sub50_10,50m,FALSE,190670,16400,0.26842917314122533,9.880957524892494
sub50_10,50m,FALSE,190670,123885,0.27127339592403615,13.261220413028127
sub50_10,50m,FALSE,190670,12815,0.2992527651454299,15.636595847372025
sub50_10,50m,FALSE,190670,19735,0.28820482387461444,13.846881845558963
sub50_10,50m,FALSE,190670,16476,0.3419015204364603,26.081102541192486
sub50_10,50m,FALSE,190670,142027,0.22922687800524155,-0.14478040234701062
sub50_10,50m,FALSE,190670,71348,0.23480225887826897,1.1352706615044457
sub50_10,50m,FALSE,190670,148268,0.21697711486615673,-0.9246898352503057
sub50_10,50m,FALSE,190670,5685,0.2662354723265595,7.956484617976883
sub50_10,50m,FALSE,190670,109088,0.2672095268133504,7.229523206713216
sub50_10,50m,FALSE,190670,74436,0.22658948212369415,1.89028797176536
