"quad_id","scale","brightness_n_pixels","mean_pixel_brightness","median_pixel_brightness","sd_pixel_brightness","blue_brightness_n_pixels","mean_blue_pixel_brightness","green_brightness_n_pixels","mean_green_pixel_brightness","red_brightness_n_pixels","mean_red_pixel_brightness","nir_brightness_n_pixels","mean_nir_pixel_brightness"
"1217_d","10m",1564,0.0401901591097569,0.0390224009752274,0.00702349752540596,1564,0.0156686293711803,1564,0.0341429417076016,1564,0.0621084475599577,1564,0.246326747884274
"1218_a","10m",3006,0.0405807162790559,0.0390156041830778,0.00777433422122847,3006,0.0119150043196513,3006,0.0326215882856036,3006,0.0734769382402381,3006,0.309979379366921
"1218_b","10m",3704,0.0361945521449529,0.0355189088732004,0.00390259184329991,3704,0.0112239943822091,3704,0.0292356607478471,3704,0.0662043130074133,3704,0.286535155680946
"1218_c","10m",4838,0.042023595008243,0.040363946929574,0.00816743467068746,4838,0.0140202245928702,4838,0.0337052656316609,4838,0.0828346773887219,4838,0.364313336471793
"1218_d","10m",2395,0.0422640801137138,0.0417554974555969,0.00734169357773688,2395,0.0130189719607756,2395,0.0341140379105402,2395,0.0784217260510907,2395,0.333140558752159
"1219_a","10m",0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA
"1219_b","10m",2148,0.0396089828373722,0.038986274972558,0.00578696844232712,2148,0.0149238383029498,2148,0.032500725938224,2148,0.0785394627546044,2148,0.33650699501049
"122_a","10m",8493,0.0649757720323877,0.0647738426923752,0.0163629434295275,8493,0.0201353594690159,8493,0.050932362009614,8493,0.128114518461469,8493,0.568987346700381
"122_b","10m",7225,0.0501553169679167,0.0509591698646545,0.00994750213152334,7225,0.0204817840182829,7225,0.0409748406194379,7225,0.11295698164552,7225,0.534903428303535
"122_c","10m",7643,0.0529398535930637,0.0536698326468468,0.0105418966664114,7643,0.0216160411808308,7643,0.0429874534599764,7643,0.118559787292602,7643,0.560155755351324
"122_d","10m",7767,0.0534284445967367,0.0506482794880867,0.0145210379574286,7767,0.0202344791033573,7767,0.0434950096751876,7767,0.112288439452118,7767,0.528444370663241
"1220_c","10m",2327,0.0498003255372581,0.0493632592260838,0.0106819714573824,2327,0.0194942956881135,2327,0.0407369319264966,2327,0.10550697000816,2327,0.519989734074052
"1221_a","10m",2998,0.0720697005115961,0.0737530924379826,0.0182759416405196,2998,0.0223725618106027,2998,0.0561050200440081,2998,0.136440874204184,2998,0.576324518440444
"1221_b","10m",6725,0.0551381633339318,0.055146612226963,0.0139986016403841,6725,0.0203386183348105,6725,0.0446647163854929,6725,0.11080832018081,6725,0.512546803913396
"1221_c","10m",8361,0.0611128173193754,0.0591657236218452,0.0171794225225071,8361,0.0206932377555201,8361,0.0486679774321604,8361,0.116784805345614,8361,0.520305796807184
"1221_d","10m",7339,0.0637602172441713,0.0625734478235245,0.0180988592794223,7339,0.0206329115798905,7339,0.050336570668266,7339,0.120254453045154,7339,0.521369084744533
"1222_a","10m",7682,0.0504546580909887,0.050220238044858,0.0107821985671236,7682,0.0175271515621059,7682,0.0409913099593778,7682,0.103161831711368,7682,0.489477346633789
"1222_b","10m",5467,0.0521631857541425,0.0517809316515923,0.0125483172752904,5467,0.0206554655675863,5467,0.0426981220767116,5467,0.105605867102832,5467,0.49647852629276
"1222_c","10m",7670,0.0569120794704677,0.0550702232867479,0.0155760819121332,7670,0.0189094880802764,7670,0.0449948221233372,7670,0.1128927445378,7670,0.531714577322853
"1222_d","10m",5632,0.0510476236932763,0.0505991466343403,0.011976003203843,5632,0.0172692861083168,5632,0.0410024273446947,5632,0.104133817640724,5632,0.492730611634721
"1223_a","10m",7362,0.0473915783676282,0.0474162511527538,0.0091102325424026,7362,0.0172134713490407,7362,0.0388945383150044,7362,0.0944113003608029,7362,0.432425725896582
"1223_b","10m",6482,0.0439071725422918,0.0427067335695028,0.00888192115152932,6482,0.0158009685408673,6482,0.0360418933270039,6482,0.0913720120120031,6482,0.439223215200032
"1223_c","10m",7304,0.0530892092890646,0.0531752873212099,0.0118831324473384,7304,0.0204552726274615,7304,0.043388289030499,7304,0.113707065590571,7304,0.540480552706153
"1223_d","10m",8022,0.0571033200957262,0.0572297275066376,0.01358823547847,8022,0.0193075844927797,8022,0.0457925647520811,8022,0.116578049404001,8022,0.527439761330153
"1224_a","10m",6662,0.0507132317420711,0.0486606042832136,0.0132948767612792,6662,0.0171366778950172,6662,0.0407256267815318,6662,0.10605959127087,6662,0.499047979656948
"1224_b","10m",8095,0.0574966716706072,0.0559558644890785,0.0146532403376413,8095,0.0215894166153712,8095,0.0468106246664055,8095,0.118001675786985,8095,0.553212124433615
"1224_c","10m",6681,0.0520647598067799,0.0506817549467087,0.0132249296025026,6681,0.0148554295183413,6681,0.0413310604262087,6681,0.111583889508707,6681,0.531186607906988
"1224_d","10m",6472,0.0467932528064429,0.0446544326841831,0.0120349755671189,6472,0.016224579975092,6472,0.0380001027877942,6472,0.1010102521956,6472,0.486972369110679
"123_a","10m",6926,0.0570028004035625,0.0589209254831076,0.0125134799880556,6926,0.0234305304133207,6926,0.0468309449845785,6926,0.115694196897439,6926,0.532292979874293
"123_b","10m",7999,0.0653556165037296,0.0632154420018196,0.0211140842109691,7999,0.0215407489511239,7999,0.0514041997063918,7999,0.124684522797617,7999,0.528752152627791
"123_c","10m",6996,0.0547991367581467,0.0529531948268414,0.0148084516002399,6996,0.0186444788604385,6996,0.0439414795140518,6996,0.106260800885602,6996,0.467773645328855
"123_d","10m",7687,0.0519654772220042,0.0519509203732014,0.010501003529514,7687,0.0188059444450361,7687,0.0416109239259619,7687,0.108974795998843,7687,0.504256095340953
"124_a","10m",7899,0.0554924161508368,0.0561810098588467,0.0118773472876582,7899,0.021046568982074,7899,0.0450993056056343,7899,0.111987647122687,7899,0.493663368150747
"124_b","10m",6641,0.0506302972038527,0.0478740520775318,0.0137297334769198,6641,0.0184218390297771,6641,0.0409788894259603,6641,0.106844752618044,6641,0.497297277052374
"124_c","10m",6848,0.0507712481131616,0.0490309651941061,0.0132261748232974,6848,0.0173897343655043,6848,0.0406154959000827,6848,0.104398999346223,6848,0.483417445617917
"124_d","10m",6386,0.0508300765859989,0.0493923835456371,0.0125051903559993,6386,0.0192613367327163,6386,0.0410669818695552,6386,0.107063617048371,6386,0.486092244568901
"13_a","10m",7947,0.056676691646471,0.0578686445951462,0.0120182430623137,7947,0.0212288783392493,7947,0.0452656320161424,7947,0.119899758359827,7947,0.513214347328448
"13_b","10m",8008,0.0573701578916723,0.0571952741593122,0.0133720202756661,8008,0.0209824585333644,8008,0.0459034880435315,8008,0.111257200874637,8008,0.480034014480626
"13_c","10m",8066,0.0586432409737173,0.059489706531167,0.0127993984884094,8066,0.019284851640624,8066,0.0459704601876411,8066,0.11984028196487,8066,0.521241180769972
"13_d","10m",7178,0.0552051425261455,0.0561561975628138,0.0114996588693351,7178,0.0193381741298936,7178,0.0435778629756984,7178,0.115917107260584,7178,0.509409517780607
"1300_a","10m",7307,0.054034164539916,0.0529580339789391,0.0141424925420409,7307,0.0181152809483668,7307,0.0430675085343247,7307,0.0988098013996363,7307,0.421806630172244
"1300_b","10m",6918,0.054443261915687,0.0547306705266237,0.0130880251189192,6918,0.0199712600032037,6918,0.0438819813678864,6918,0.101628680388886,6918,0.439179638465056
"1300_c","10m",6481,0.0540993567636615,0.0530118606984615,0.0141716984157685,6481,0.0200739546123191,6481,0.0436228046869398,6481,0.103059400640177,6481,0.455145865271621
"1300_d","10m",6545,0.0503725069143146,0.0484452918171883,0.0129935921336019,6545,0.0164829980135666,6545,0.0400626595599899,6545,0.0977402406878362,6545,0.43166592984547
"1301_a","10m",5629,0.0519974898132645,0.0497608743607998,0.0142937112166545,5629,0.0165204871135858,5629,0.0409884997598504,5629,0.10062757318577,5629,0.437580147850739
"1301_b","10m",7611,0.0562743222008842,0.0559681840240955,0.0148716864259798,7611,0.0201493351412715,7611,0.0451339340684952,7611,0.105547443581911,7611,0.459348246873447
"1301_c","10m",7184,0.055829766529243,0.0528576374053955,0.0170286274009564,7184,0.020758522611898,7184,0.0454960759028766,7184,0.100674380801171,7184,0.427655146371237
"1301_d","10m",6294,0.0493020372838729,0.0476175751537085,0.0122997669304181,6294,0.0181084993145248,6294,0.0401649508645816,6294,0.0973028283029641,6294,0.424459374893846
"1302_a","10m",6333,0.0516954511286391,0.0509826242923737,0.0128063600428179,6333,0.0188737311519427,6333,0.0419474714101289,6333,0.0951256323970029,6333,0.410753599041454
"1302_b","10m",7402,0.0562108204609714,0.0556263048201799,0.0148599116502706,7402,0.0177783667048576,7402,0.0451779936943445,7402,0.0992898715872003,7402,0.4172379590245
"1302_c","10m",7231,0.0501110136916967,0.0488738045096397,0.0120396001617113,7231,0.0172080869434714,7231,0.0404021513211824,7231,0.0945927257714796,7231,0.402869859083512
"1302_d","10m",6777,0.0506436436410822,0.0494064167141914,0.0122703042022378,6777,0.0153345828882236,6777,0.0393950301502701,6777,0.0946195265673076,6777,0.402870603892125
"1303_a","10m",6546,0.0474977381018085,0.0474861096590757,0.00944835042058759,6546,0.0150772296691974,6546,0.037494148924624,6546,0.0927311561273221,6546,0.41179873644279
"1303_b","10m",6956,0.0556428545034668,0.0541042108088732,0.0151834160668362,6956,0.0183166295108382,6956,0.0437189039595996,6956,0.109261529390564,6956,0.455136634199663
"1303_c","10m",7660,0.0555872008637294,0.0552413500845432,0.0143533934448083,7660,0.0194800799673767,7660,0.0444527250815861,7660,0.110365559051823,7660,0.473869493324825
"1303_d","10m",6527,0.0481110353408641,0.0486908778548241,0.00914750979513465,6527,0.0172882495012035,6527,0.0390870480960197,6527,0.0967422057069523,6527,0.430327504988716
"1304_a","10m",6161,0.0486174117337814,0.0488513521850109,0.00935075275150467,6161,0.0169826932117421,6161,0.0390059221246442,6161,0.0979422236228354,6161,0.423450812991903
"1304_b","10m",8073,0.0519158913183228,0.0523740611970425,0.00998655345426034,8073,0.0184816254234039,8073,0.041751594536328,8073,0.10290090027546,8073,0.446935723779967
"1304_c","10m",8232,0.0573434822242779,0.0580328125506639,0.0131326526983462,8232,0.0178034484129742,8232,0.0451177364040963,8232,0.106810181237773,8232,0.46724639858388
"1304_d","10m",7515,0.0507561180465474,0.0501502864062786,0.0113918074836285,7515,0.0170344643777168,7515,0.0405813700409294,7515,0.100545422062143,7515,0.452167811812874
"1305_a","10m",8546,0.0508389134398535,0.0514794830232859,0.00874168443267275,8546,0.0187286514540688,8546,0.0414325674341494,8546,0.105605844417411,8546,0.474404238665425
"1305_b","10m",8327,0.0558518445399095,0.0557668246328831,0.011880430332857,8327,0.0197634058424141,8327,0.0453053177900218,8327,0.105714147976304,8327,0.454614651099561
"1305_c","10m",8027,0.0525204422697471,0.0515271127223969,0.013280489161518,8027,0.0197298765495011,8027,0.0432073340467337,8027,0.0966850488162578,8027,0.408165968006881
"1305_d","10m",6533,0.052343684030372,0.0524451099336147,0.0124523559117357,6533,0.0170890120933787,6533,0.0417971736680422,6533,0.0995120786008082,6533,0.425206194572857
"1306_a","10m",6059,0.0470636755770328,0.0460302159190178,0.0104214398324517,6059,0.0157206758339594,6059,0.0375828088700114,6059,0.0962965074396679,6059,0.424489100657196
"1306_b","10m",6770,0.0442080539124337,0.0428656544536352,0.0091253389909445,6770,0.0151015973891806,6770,0.0356431201427265,6770,0.0843640452200494,6770,0.366182128350945
"1306_c","10m",4846,0.0468250022258639,0.0461099594831467,0.00990741307398912,4846,0.0154040209918716,4846,0.0371040777476189,4846,0.0916478981567379,4846,0.388988193987392
"1306_d","10m",5446,0.0458642301524863,0.0448827985674143,0.00970128504969812,5446,0.0157204098672699,5446,0.0369636316626494,5446,0.092378809959122,5446,0.416038451415572
"1307_a","10m",6569,0.0512525235156859,0.049522265791893,0.0128803566025765,6569,0.0171878433106787,6569,0.041488376074637,6569,0.0999341249123206,6569,0.449951051335336
"1307_b","10m",6194,0.0460581056891544,0.0448021572083235,0.0101230397605892,6194,0.0159688920389804,6194,0.0374839773635297,6194,0.0932118134992609,6194,0.424497070399804
"1307_c","10m",5895,0.0519728151302503,0.051775299012661,0.0133492841599928,5895,0.0171518677759934,5895,0.0418557175423051,5895,0.102020947674697,5895,0.451550434326574
"1307_d","10m",6233,0.0509480897163276,0.0505380108952522,0.0116027939066205,6233,0.0173622403963291,6233,0.0411050607697081,6233,0.0972757105600308,6233,0.432976106793721
"1308_a","10m",6666,0.0530172142261925,0.0524413883686066,0.0134047861412112,6666,0.0179563039485726,6666,0.0424304152502578,6666,0.103098334475989,6666,0.455371085880238
"1308_b","10m",5872,0.055670909721554,0.0548501741141081,0.0151481849715324,5872,0.0166093222501649,5872,0.0445996037531872,5872,0.101224585948032,5872,0.432076364544459
"1308_c","10m",7253,0.0549025449390253,0.0549005270004272,0.0134747626527209,7253,0.0201840115040847,7253,0.0445024815524739,7253,0.107664646946597,7253,0.468526878317714
"1308_d","10m",6378,0.051750061292915,0.0501448102295399,0.0129564862205413,6378,0.018167609202507,6378,0.0416009027388391,6378,0.105039885392977,6378,0.459233108585407
"1309_a","10m",6410,0.047895545397657,0.0466934368014336,0.0116161173946698,6410,0.0167642603471583,6410,0.0385710476539719,6410,0.0979150471906371,6410,0.440859687561248
"1309_b","10m",7283,0.0566266493222964,0.0550147704780102,0.0161023604219185,7283,0.0177464708733118,7283,0.0450923623204425,7283,0.103494301641938,7283,0.445107686336872
"1309_c","10m",6588,0.0537073141380661,0.0525875482708216,0.0136876814785219,6588,0.0198221858622413,6588,0.0435213597383299,6588,0.10302216153738,6588,0.450698049876954
"1309_d","10m",6288,0.0555214304873914,0.0538263525813818,0.0157972614541798,6288,0.0163366912384943,6288,0.0438144126335198,6288,0.105847961202028,6288,0.46734850149341
"1310_a","10m",7512,0.0558622656558681,0.0569923669099808,0.0131386512938083,7512,0.0171839719721059,7512,0.0438986128118829,7512,0.10955337450744,7512,0.485626430952122
"1310_b","10m",8333,0.0644077338288576,0.0640614032745361,0.0179622177178339,8333,0.0179803376117785,8333,0.0499897434167933,8333,0.115531368762266,8333,0.483009456772468
"1310_c","10m",7407,0.0597655609430122,0.0582156144082546,0.0181829512799104,7407,0.0190706464905814,7407,0.0475014003366455,7407,0.106487164707633,7407,0.437133627568555
"1310_d","10m",8205,0.0637576881705316,0.0623759329319,0.0187138297667323,8205,0.0182363402215014,8205,0.0500813073656277,8205,0.113203285036337,8205,0.464754916283577
"1311_a","10m",8211,0.0527207958302741,0.0525667555630207,0.011387856086763,8211,0.0182329771836173,8211,0.0426303034075493,8211,0.101498702523365,8211,0.432989322718697
"1311_b","10m",6338,0.0473119155126167,0.0456200651824474,0.0115262553092714,6338,0.0154256046413104,6338,0.0382638040435298,6338,0.0878730042456713,6338,0.377007596280041
"1311_c","10m",6739,0.048834615736804,0.0468330979347229,0.0125282744261321,6739,0.0159268961732498,6739,0.0392731914898583,6739,0.0956407114886943,6739,0.412738883657134
"1311_d","10m",6387,0.0500092010875674,0.0485292635858059,0.0127211085793853,6387,0.0174460223760551,6387,0.0405883848569011,6387,0.096500484686025,6387,0.414718822415505
"1312_a","10m",6034,0.0517259437450691,0.0514153111726046,0.0123908937330858,6034,0.0168953662696033,6034,0.0414350336435239,6034,0.102389352786634,6034,0.449080228939551
"1312_b","10m",7522,0.0606146740594151,0.061309602111578,0.0154761110674353,7522,0.018736659328975,7522,0.047999575192845,7522,0.116926369056196,7522,0.495485647250699
"1312_c","10m",4943,0.0531066895125126,0.0526260547339916,0.013207896068275,4943,0.0174101419878932,4943,0.0428851639901534,4943,0.100601736784841,4943,0.430165909474213
"1312_d","10m",6561,0.0491543777032635,0.0486662574112415,0.0107165067748613,6561,0.0164813370119986,6561,0.0398549753964812,6561,0.0967515749379196,6561,0.424404833324616
"1313_a","10m",7918,0.0524143787622207,0.0516395810991526,0.0124601456708356,7918,0.0170640745599867,7918,0.0426848437331444,7918,0.103573700712338,7918,0.463518421726415
"1313_b","10m",7509,0.0503554368057503,0.0502139925956726,0.0107906739911183,7509,0.017380066764986,7509,0.0411790307797392,7509,0.101025585929819,7509,0.454195297314877
"1313_c","10m",8324,0.0687152130615659,0.0691563077270985,0.0196709288328115,8324,0.0212419409240599,8324,0.0548232723143076,8324,0.119842035490119,8324,0.475316442033828
"1313_d","10m",6968,0.0548950170456024,0.0531385876238346,0.0153163362519887,6968,0.0186393813630088,6968,0.0449834529347927,6968,0.101106508026503,6968,0.441339818355312
"1314_a","10m",7818,0.0588932332555849,0.0586998704820871,0.0149788094186906,7818,0.0212157639634909,7818,0.0485921545039849,7818,0.108826006694214,7818,0.475129267638008
"1314_b","10m",8392,0.060394334652327,0.0601780191063881,0.0150528954294703,8392,0.0212091031275138,8392,0.0497272241526412,8392,0.10803002705404,8392,0.450409003277411
"1314_c","10m",8029,0.0618850668306026,0.0626882463693619,0.0145024754395253,8029,0.0219978171239712,8029,0.0510916641527324,8029,0.114661526607192,8029,0.49003758109823
"1314_d","10m",8397,0.0607181306104547,0.0617158859968185,0.0140986851677053,8397,0.0211687424157566,8397,0.0497370994649653,8397,0.113055084510967,8397,0.496781532192824
"1315_a","10m",8283,0.0609212292498377,0.0611258409917355,0.0147038138395849,8283,0.0238579126337927,8283,0.0508807015173783,8283,0.109625949785806,8283,0.471788579992546
"1315_b","10m",9077,0.0626681238559373,0.061621505767107,0.0143223112001741,9077,0.0235657466067975,9077,0.0520116751827047,9077,0.113767398515693,9077,0.484045978590421
"1315_c","10m",8444,0.0626365514019922,0.0619221571832895,0.0158960379435442,8444,0.0220626596214842,8444,0.0516361497161106,8444,0.112153089243696,8444,0.470817191523629
"1315_d","10m",8314,0.0631275894046403,0.0631751976907253,0.0152506841664255,8314,0.0202242994851866,8314,0.0513426268928239,8314,0.113040844327257,8314,0.470846917340198
"1316_a","10m",8443,0.0663976039208872,0.0671857669949532,0.015427386979353,8443,0.0241048128985873,8443,0.0547384239369647,8443,0.117169646274331,8443,0.481809122926303
"1316_b","10m",4972,0.0643853908936678,0.0647541806101799,0.0160575615807751,4972,0.0220969915206031,4972,0.0527008253823294,4972,0.115522291430961,4972,0.486861367141041
"1316_c","10m",1056,0.072804942497786,0.0737934745848179,0.0127999156607046,1056,0.0204448542102579,1056,0.0570927526666007,1056,0.131973944369463,1056,0.534819151669684
"1316_d","10m",6691,0.0721713457063916,0.072767086327076,0.0212164675521874,6691,0.021004425496164,6691,0.0568292089223445,6691,0.124274709902323,6691,0.490102807012763
"1317_a","10m",4095,0.0616467582541762,0.0620940588414669,0.0127145983045033,4095,0.0224767963344737,4095,0.051076365903734,4095,0.111740923199766,4095,0.480151002653716
"1317_b","10m",92,0.0376924533073021,0.037819679826498,0.00445863536103835,92,0.0143597863889007,92,0.0321000382030869,92,0.0546307179854519,92,0.205777475056441
"1317_c","10m",1245,0.0390996601447523,0.0373636297881603,0.00669509199999176,1245,0.0149723403889724,1245,0.0331606727897078,1245,0.0589294773981506,1245,0.228823181085674
"1317_d","10m",1396,0.0715580115649839,0.0721224471926689,0.0142601922536244,1396,0.0270568229233895,1396,0.0597175555167883,1396,0.117889016538273,1396,0.477639491072827
"1318_a","10m",3,0.031168461466829,0.030938072130084,0.000573328389814649,3,0.0101206441306406,3,0.0254999267247816,3,0.0490990483369201,3,0.195118360966444
"1318_b","10m",1790,0.0391976880169781,0.0382963996380568,0.00585916493578403,1790,0.0122068943763077,1790,0.0316363891453987,1790,0.0715048357356979,1790,0.302370307309725
"1318_c","10m",227,0.043975956007707,0.0441281832754612,0.00768894112993539,227,0.0136207275350619,227,0.035520150334984,227,0.0778597867347821,227,0.326515051909283
"1321_c","10m",1509,0.0579663525731102,0.0581898801028728,0.0157451745439101,1509,0.0200426700833849,1509,0.0460685886206635,1509,0.117909571126281,1509,0.534645701634757
"1322_a","10m",400,0.0494330212613568,0.0484350491315126,0.0113583226144789,400,0.0175603206926543,400,0.0393654843023978,400,0.103608680595196,400,0.497364849171788
"1322_b","10m",5459,0.0501549459490901,0.0496734194457531,0.011478538914954,5459,0.0164998717869384,5459,0.0401439952875235,5459,0.102818615100649,5459,0.490954462254925
"1322_c","10m",6365,0.0533699086107144,0.0523976199328899,0.0139789001308048,6365,0.0182438824128025,6365,0.0429046315334373,6365,0.110229239220232,6365,0.512605621512479
"1322_d","10m",4318,0.052881216047562,0.0515034180134535,0.0138665935997156,4318,0.0180265068378364,4318,0.0423128712858215,4318,0.106316076169505,4318,0.502559860897194
"1323_a","10m",6575,0.0503037930217646,0.0499227680265903,0.0116464057062961,6575,0.0194573862910944,6575,0.0411215023410399,6575,0.104355848808336,6575,0.503811182100397
"1323_b","10m",5932,0.0523466927898057,0.0521311741322279,0.0116062893993387,5932,0.0190412168277887,5932,0.0424599681129453,5932,0.107553222494595,5932,0.500414929039204
"1323_c","10m",7884,0.0540766732333458,0.0545528829097748,0.012023262149723,7884,0.0204741608813508,7884,0.0438166050071694,7884,0.115764602489946,7884,0.538588337002011
"1323_d","10m",8371,0.0538857237348764,0.0536420978605747,0.0115097943496324,8371,0.0196148402784497,8371,0.043611104715774,8371,0.109862787933863,8371,0.523578548088426
"1324_a","10m",7660,0.0516479309067111,0.0511047895997763,0.0117367127257875,7660,0.02106470553567,7660,0.0429959098445543,7660,0.098951234171134,7660,0.452181283109941
"1324_b","10m",6973,0.0491075082936507,0.0493264682590961,0.00927863032173368,6973,0.0199790756127284,6973,0.0406175705424749,6973,0.105107202539345,6973,0.514115104969683
"1324_c","10m",6381,0.0467033971552331,0.0459977351129055,0.00985414826083361,6381,0.0194259072034803,6381,0.0391572072227242,6381,0.091266866824164,6381,0.416987378881155
"1324_d","10m",5916,0.0504511312252267,0.0493195280432701,0.0125976151461476,5916,0.0190956476515227,5916,0.0414538046614513,5916,0.0980936806437803,5916,0.444167856136671
"14_a","10m",7629,0.0598013786163715,0.0611413791775703,0.0140676099616068,7629,0.0202453476267166,7629,0.0469379516268406,7629,0.119632268817076,7629,0.504318593862042
"14_b","10m",6476,0.0606331980572651,0.0617326982319355,0.0142873668337711,6476,0.0201749259423012,6476,0.0476886372560088,6476,0.119042026191279,6476,0.498475839164525
"14_c","10m",8116,0.0586909782529307,0.0581441577523947,0.0149114355563569,8116,0.0193370422638191,8116,0.0467132942080557,8116,0.113838695568187,8116,0.48400957997075
"14_d","10m",8253,0.0567012225553857,0.0567271895706654,0.0128443117681467,8253,0.0196941292294761,8253,0.0453223951343687,8253,0.107785653971877,8253,0.454847319846072
"1400_a","10m",6408,0.0553856282056043,0.0539853908121586,0.0154781006449457,6408,0.0170877918547326,6408,0.0436411149766209,6408,0.103374004206096,6408,0.454859533493771
"1400_b","10m",6806,0.0552704375614353,0.0538562219589949,0.0150974124629903,6806,0.017521642345124,6806,0.0436982708910853,6806,0.100857428050213,6806,0.432086638513884
"1400_c","10m",6570,0.060482739150252,0.0551600996404886,0.0216004722252027,6570,0.0166912399145445,6570,0.0467204898952422,6570,0.105112606793816,6570,0.43160326204069
"1400_d","10m",6284,0.0513320767363969,0.0501745641231537,0.0130986702906052,6284,0.0143072093149191,6284,0.0400512606442926,6284,0.0989549061720213,6284,0.450668891628624
"1401_a","10m",4556,0.0500903248985619,0.0485094301402569,0.0132088286162399,4556,0.0153097545418124,4556,0.0396226326562648,4556,0.09352595254553,4556,0.403532580533625
"1401_b","10m",3804,0.047967987347073,0.0451343078166246,0.0128920476561311,3804,0.0147186145543328,3804,0.0381224327024693,3804,0.0912078717655182,3804,0.393411902199753
"1401_c","10m",5208,0.0545638377185247,0.0544616393744946,0.0136244263954666,5208,0.0220395534953894,5208,0.0449124992404366,5208,0.097293047680771,5208,0.405796637497177
"1401_d","10m",7198,0.0516392699424431,0.0517101306468248,0.0111432598767257,7198,0.0195525125792464,7198,0.042013497485885,7198,0.101745798924025,7198,0.460908764705174
"1402_a","10m",5031,0.0495332743768171,0.0484536662697792,0.0118210246171792,5031,0.0171975671613613,5031,0.0395809432466564,5031,0.0948406967187552,5031,0.423557765403397
"1402_b","10m",6315,0.0524838499332574,0.0514306165277958,0.0135761859347719,6315,0.0205397600227603,6315,0.0429491948489951,6315,0.0942540306595027,6315,0.400917268916268
"1402_c","10m",7717,0.0521163119750697,0.0519194826483727,0.0122297294487262,7717,0.0166085463643927,7717,0.0410060909012928,7717,0.0991016090539922,7717,0.429434464032073
"1402_d","10m",8446,0.0556667486916704,0.0557582061737776,0.0127691335818394,8446,0.0176936470919555,8446,0.0438719534960693,8446,0.106338666002422,8446,0.461930391818476
"1403_a","10m",7784,0.0553370247420808,0.0542922839522362,0.0144383238485456,7784,0.017027133971443,7784,0.0428245034222619,7784,0.105629698914889,7784,0.442527778822094
"1403_b","10m",6573,0.0484509488294817,0.0473705343902111,0.0111897253087229,6573,0.0147268473656723,6573,0.038005019502662,6573,0.0941295165749549,6573,0.416268729890307
"1403_c","10m",6557,0.0486738313457052,0.0478975623846054,0.0108847549175678,6557,0.0151579360407209,6557,0.0383678033038962,6557,0.0973101475673772,6557,0.432698111400004
"1403_d","10m",6423,0.0472361757741174,0.0461093261837959,0.0103412850019567,6423,0.015232939767369,6423,0.0375780110411985,6423,0.0952429307643849,6423,0.435915974151182
"1404_a","10m",6452,0.0545964181721696,0.0537834875285625,0.0146467868919953,6452,0.0176037905977838,6452,0.0428438029756607,6452,0.102939769119,6452,0.431384619862934
"1404_b","10m",6752,0.049764693889853,0.0495198126882315,0.0104469958765617,6752,0.016743331772214,6752,0.0393618263079442,6752,0.100125702211456,6752,0.431008284617352
"1404_c","10m",6354,0.0491714950473284,0.0484804157167673,0.0112793045743196,6354,0.016857983631875,6354,0.0395336125900931,6354,0.0962039802064847,6354,0.421471152207587
"1404_d","10m",7674,0.0548311219375181,0.0555736292153597,0.0116206104456791,7674,0.0185971457748015,7674,0.044115735954138,7674,0.104501986106369,7674,0.451001651472887
"1405_a","10m",7894,0.0592426249961748,0.0601907875388861,0.0141250983840365,7894,0.0213134513942736,7894,0.0478786957712157,7894,0.107160266951248,7894,0.443673705516186
"1405_b","10m",7463,0.0533922177552378,0.0537388436496258,0.0113530310542203,7463,0.0175775020755151,7463,0.0428905472187036,7463,0.108712469666025,7463,0.479039683859258
"1405_c","10m",6249,0.0532605205003067,0.0540804415941238,0.011718223949447,6249,0.0177969165386944,6249,0.0426166846265279,6249,0.10498360854745,6249,0.453529743865099
"1405_d","10m",7130,0.0573701300231157,0.0579803623259068,0.0131465082107634,7130,0.0201056324312856,7130,0.0459946434584076,7130,0.106657749511349,7130,0.449679076589111
"1406_a","10m",6474,0.0560702159350573,0.0571107622236013,0.0150624827977281,6474,0.0210483648365718,6474,0.0459103472882569,6474,0.102486459718,6474,0.439818398605102
"1406_b","10m",5930,0.0435395162197656,0.0420776065438986,0.00926093356070312,5930,0.0136133625075404,5930,0.0344647673512395,5930,0.0941387877485042,5930,0.414796784205579
"1406_c","10m",5893,0.0509630008437082,0.0462281852960587,0.0170118223321062,5893,0.0161417203619415,5893,0.0404949352308178,5893,0.100175006952811,5893,0.440876549232948
"1406_d","10m",2960,0.0431426037449037,0.040941696614027,0.00976755774769167,2960,0.0154843832667345,2960,0.0353510869983368,2960,0.0843080770776882,2960,0.389347492629285
"1407_a","10m",4934,0.0499973161411058,0.0485583413392305,0.0129481342023064,4934,0.0173295598494491,4934,0.0402587122262493,4934,0.0988421202266458,4934,0.431922206026866
"1407_b","10m",6247,0.0539083157640534,0.0507821701467037,0.0168281575634479,6247,0.0180289341365358,6247,0.0432434532394155,6247,0.106152665259234,6247,0.463287870672291
"1407_c","10m",6520,0.0535691238005583,0.0529614314436913,0.0136040068363887,6520,0.0186788345178022,6520,0.0431480509938311,6520,0.105232528016584,6520,0.452917356950419
"1407_d","10m",7480,0.0555696942512305,0.0546607468277216,0.0145067263587897,7480,0.0184228436245411,7480,0.0444393895751625,7480,0.106881223406721,7480,0.468584659683244
