scale,quad_id,n_pixels,sample_rule,rule_type,rule_value,sample_size,sample_fraction,bootstrap_iter,spectral_entropy,pair_method,pair_count_used,rule_label,rule_axis_label,sample_label,plot_sample_label,selection_note,source_method,source_entropy,scale_quad
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,13,2.830840587007429,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,14,2.8052008745869217,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,15,2.832691192044529,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,16,2.838957891468754,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,17,2.827565191739792,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,18,2.838040046063937,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,19,2.8340396078499155,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,20,2.821906021943986,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,21,2.8458468701736854,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,22,2.8248202156681703,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,23,2.832133292048201,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,24,2.8157006689776316,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,25,2.82805641226083,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,26,2.8250749619535034,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,27,2.8093497883441665,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,28,2.8271196096271134,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,29,2.834695300229437,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,30,2.825923095722917,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,31,2.8200900797072888,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,32,2.834273898321003,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,33,2.826094982374274,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,34,2.835735814357371,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,35,2.8312894075107002,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,36,2.8302905136490297,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,37,2.820950937428092,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,38,2.817295013454292,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,39,2.8204818486547163,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,40,2.835146215501816,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,41,2.827019424263276,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,42,2.828807668911993,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,43,2.8164053855313402,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,44,2.8373106020506675,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,45,2.8236675753500915,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,46,2.8254402523070943,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,47,2.8317413893672216,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,48,2.8185299378590103,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,49,2.828815572585447,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,8000,0.054982817869415807,50,2.817000797380389,sampled_pairs_within_sample,10000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.82464036800341,"50m / sub50_56
n = 145,500 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,1,2.99209621078461,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,2,2.2611781863326468,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,3,2.9278885959623104,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,4,2.9415921713158495,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,5,2.931839821451264,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,6,2.943485649065866,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,7,2.923968792818229,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,8,2.909979144632944,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,9,2.95012111949672,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,10,2.9503036438084047,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,11,2.9017659722205993,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,12,2.9140325922798813,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,13,2.9421049316548404,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,14,2.943747199003551,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,15,2.95158235072918,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,16,2.9552473971619255,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,17,2.9010823624317195,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,18,2.950452531017937,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,19,2.945975680563672,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,20,2.9558127973281905,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,21,2.943872643048985,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,22,2.97559253372995,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,23,2.906431400348207,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,24,2.9056868124111728,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,25,2.922456900379836,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,26,2.924030585365366,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,27,2.9489330710085424,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,28,2.938108609544184,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,29,2.9161555096767753,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,30,2.935264183337822,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,31,2.882905462213525,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,32,2.921183697400599,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,33,2.9390121312096964,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,34,2.944173277691523,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,35,2.9495991014570073,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,36,2.9442521700916173,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,37,2.9275285054123388,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,38,2.2775524924578043,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,39,2.942654592865022,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,40,2.926826821679005,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,41,2.3049011570331057,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,42,2.9446403760439046,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,43,2.9303226071117727,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,44,2.967866146699465,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,1250,0.007599153758237482,45,2.920603722687945,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",Original random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.88651322016211,"50m / sub50_60
n = 164,492 px"
