term,estimate,std.error,statistic,p.value,conf.low,conf.high,scale,response,model_type,predictor,n,r_squared,adj_r_squared,aic,bic,residual_sd
env_tri11_z,-0.07842564116538678,0.056377868428014344,-1.3910714142292195,0.1650725421584837,-0.1893011758394011,0.03244989350862755,20m,spec_alpha,Biodiversity + environment,phy_afaith,360,0.05386626127116035,0.04589322414704089,982.0049737940419,1001.4354939512926,0.9386196176616234
(Intercept),0.7078405193716797,0.08215671162056445,8.61573577385614,2.257125741842493e-16,0.5462701017914964,0.869410936951863,20m,spec_alpha,Biodiversity,sp_shannon,360,0.012588082471292549,0.009829948623446882,993.3781846304698,1005.0364967248203,0.9561940351232222
sp_shannon_z,-0.1509349711939724,0.07065090924871555,-2.1363486018648294,0.03332868325670413,-0.2898779337903152,-0.011992008597629611,20m,spec_alpha,Biodiversity,sp_shannon,360,0.012588082471292549,0.009829948623446882,993.3781846304698,1005.0364967248203,0.9561940351232222
(Intercept),0.690081107650385,0.08309405284264419,8.304819467130777,2.1136325233719172e-15,0.5266641890252572,0.8534980262755127,20m,spec_alpha,Biodiversity + environment,sp_shannon,360,0.034102923476039146,0.02596334137050016,989.4473799997799,1008.8779001570306,0.9483721413662122
sp_shannon_z,-0.13126633543973956,0.07155074563518123,-1.8345907408013986,0.06740069012048423,-0.2719816090005801,0.009448938121101008,20m,spec_alpha,Biodiversity + environment,sp_shannon,360,0.034102923476039146,0.02596334137050016,989.4473799997799,1008.8779001570306,0.9483721413662122
env_elev_z,-0.09935902909550187,0.056942017545780356,-1.7449158526147936,0.08186240978440724,-0.21134404762926956,0.012625989438265817,20m,spec_alpha,Biodiversity + environment,sp_shannon,360,0.034102923476039146,0.02596334137050016,989.4473799997799,1008.8779001570306,0.9483721413662122
env_tri11_z,-0.09649833053718596,0.056849603995531836,-1.6974318861529865,0.09048898500080163,-0.20830160396279987,0.015304942888427958,20m,spec_alpha,Biodiversity + environment,sp_shannon,360,0.034102923476039146,0.02596334137050016,989.4473799997799,1008.8779001570306,0.9483721413662122
(Intercept),0.04863864709662955,0.0806291575358931,0.603238934686592,0.5480777948685137,-0.11184967647136704,0.20912697066462613,50m,spec_sa,Null,NA,80,0,0,177.72280329266303,182.4868565620108,0.7211691088751857
(Intercept),0.04848436616199593,0.07190326378026485,0.6742999359551095,0.5021400737265893,-0.09469332388322689,0.19166205620721877,50m,spec_sa,Environment,NA,80,0.22486652149461267,0.20473318439057653,161.34520056232716,170.8733071010227,0.6431222661546192
env_elev_z,-0.3705272474551648,0.07896722651928773,-4.692164886462913,1.1519545090553713e-5,-0.5277710843533268,-0.2132834105570029,50m,spec_sa,Environment,NA,80,0.22486652149461267,0.20473318439057653,161.34520056232716,170.8733071010227,0.6431222661546192
env_tri11_z,0.1467174216112518,0.11862201402086543,1.2368481754612972,0.21990253865445705,-0.08948918519761909,0.38292402842012274,50m,spec_sa,Environment,NA,80,0.22486652149461267,0.20473318439057653,161.34520056232716,170.8733071010227,0.6431222661546192
(Intercept),-0.22604921248483154,0.19657946971818246,-1.1499126170647274,0.25369336813160465,-0.6174088735618316,0.16531044859216856,50m,spec_sa,Biodiversity,phy_faith,80,0.02912115076931642,0.016673986035589783,177.35851628886007,184.5045961928817,0.7151314533073141
phy_faith_z,0.1045220880901494,0.06833434398350147,1.5295689106986239,0.13016906714227772,-0.03152114032857428,0.24056531650887308,50m,spec_sa,Biodiversity,phy_faith,80,0.02912115076931642,0.016673986035589783,177.35851628886007,184.5045961928817,0.7151314533073141
(Intercept),0.09147148054391377,0.20122375108482243,0.4545759635767625,0.6507100735962283,-0.3093003529016828,0.4922433139895104,50m,spec_sa,Biodiversity + environment,phy_faith,80,0.225400717790322,0.19482443033467678,163.29004820776294,175.20018138113235,0.6471164056208089
phy_faith_z,-0.016358836754265325,0.07145518228506721,-0.22893842309438786,0.8195317206130333,-0.1586741661286003,0.12595649262006964,50m,spec_sa,Biodiversity + environment,phy_faith,80,0.225400717790322,0.19482443033467678,163.29004820776294,175.20018138113235,0.6471164056208089
env_elev_z,-0.37816339944609373,0.08617452730006168,-4.388343183239289,3.632701766057267e-5,-0.5497948451187029,-0.20653195377348452,50m,spec_sa,Biodiversity + environment,phy_faith,80,0.225400717790322,0.19482443033467678,163.29004820776294,175.20018138113235,0.6471164056208089
env_tri11_z,0.1409225001557802,0.12201315009090737,1.1549779679549639,0.2517179779578489,-0.10208774889674335,0.3839327492083038,50m,spec_sa,Biodiversity + environment,phy_faith,80,0.225400717790322,0.19482443033467678,163.29004820776294,175.20018138113235,0.6471164056208089
(Intercept),0.09055214048316362,0.20588348285584604,0.43982226853314765,0.6613306629789788,-0.3195887891874508,0.5006930701537781,50m,spec_sa,Biodiversity x elevation,phy_faith,80,0.22540714813098253,0.18409552936463502,165.28938408451893,179.58154389256222,0.6514135258311041
phy_faith_z,-0.016392075185026417,0.07194200764040282,-0.22785123355134984,0.8203819270415132,-0.15970790356871858,0.12692375319866575,50m,spec_sa,Biodiversity x elevation,phy_faith,80,0.22540714813098253,0.18409552936463502,165.28938408451893,179.58154389256222,0.6514135258311041
env_elev_z,-0.3754398114416916,0.13942415812334613,-2.692788799983619,0.008735966566443348,-0.6531869771591585,-0.09769264572422465,50m,spec_sa,Biodiversity x elevation,phy_faith,80,0.22540714813098253,0.18409552936463502,165.28938408451893,179.58154389256222,0.6514135258311041
env_tri11_z,0.14048591010340983,0.12406338618362904,1.1323720432350075,0.2610853832351921,-0.10666102874580954,0.38763284895262917,50m,spec_sa,Biodiversity x elevation,phy_faith,80,0.22540714813098253,0.18409552936463502,165.28938408451893,179.58154389256222,0.6514135258311041
phy_faith_z:env_elev_z,-0.0018759018221111059,0.07517946406323366,-0.024952317038776435,0.9801592689324872,-0.15164107411921296,0.14788927047499073,50m,spec_sa,Biodiversity x elevation,phy_faith,80,0.22540714813098253,0.18409552936463502,165.28938408451893,179.58154389256222,0.6514135258311041
(Intercept),-0.28196510981822315,0.1784247215789193,-1.5803029273244893,0.11808444881393326,-0.6371814437771567,0.07325122414071039,50m,spec_sa,Biodiversity,phy_afaith,80,0.05191024743982579,0.039755250612131254,175.45831485168782,182.60439475570945,0.706688600947331
phy_afaith_z,0.07363037121772734,0.035629347212232876,2.0665652609107386,0.04209382783595214,0.0026977897565795272,0.14456295267887515,50m,spec_sa,Biodiversity,phy_afaith,80,0.05191024743982579,0.039755250612131254,175.45831485168782,182.60439475570945,0.706688600947331
(Intercept),-0.24084618097351007,0.17808100633789578,-1.352452942210591,0.1802409378455854,-0.595525243594655,0.11383288164763478,50m,spec_sa,Biodiversity + environment,phy_afaith,80,0.2555962449092499,0.22621188615566767,160.1090665107551,172.01919968412452,0.634378042744676
phy_afaith_z,0.06444299422336129,0.03638261130788454,1.7712580792516048,0.08052682654431079,-0.008019256185900575,0.13690524463262316,50m,spec_sa,Biodiversity + environment,phy_afaith,80,0.2555962449092499,0.22621188615566767,160.1090665107551,172.01919968412452,0.634378042744676
env_elev_z,-0.3547810282716751,0.07839919728810484,-4.525314550962941,2.1905035128635635e-5,-0.5109265621285217,-0.1986354944148285,50m,spec_sa,Biodiversity + environment,phy_afaith,80,0.2555962449092499,0.22621188615566767,160.1090665107551,172.01919968412452,0.634378042744676
env_tri11_z,0.23964969805889202,0.1282338191832205,1.8688494157417281,0.06549688594552396,-0.015750087238454724,0.4950494833562388,50m,spec_sa,Biodiversity + environment,phy_afaith,80,0.2555962449092499,0.22621188615566767,160.1090665107551,172.01919968412452,0.634378042744676
(Intercept),-0.3833559856107163,0.19771253039077513,-1.9389564477932701,0.05626871436009875,-0.7772195432754131,0.010507572053980452,50m,spec_sa,Biodiversity x elevation,phy_afaith,80,0.2799506956956311,0.2415480661327314,159.44795600337915,173.74011581142244,0.6280600176244227
phy_afaith_z,0.10846081408818845,0.04540109423758318,2.3889471368380417,0.019411808599235972,0.018017196463440244,0.19890443171293665,50m,spec_sa,Biodiversity x elevation,phy_afaith,80,0.2799506956956311,0.2415480661327314,159.44795600337915,173.74011581142244,0.6280600176244227
env_elev_z,-0.6980154965644504,0.2290544033602065,-3.0473786416005493,0.0031865883348415514,-1.154315266882016,-0.24171572624688475,50m,spec_sa,Biodiversity x elevation,phy_afaith,80,0.2799506956956311,0.2415480661327314,159.44795600337915,173.74011581142244,0.6280600176244227
env_tri11_z,0.2657207831137608,0.1280075874868875,2.0758205691594647,0.041338517873730024,0.010716592352501775,0.5207249738750198,50m,spec_sa,Biodiversity x elevation,phy_afaith,80,0.2799506956956311,0.2415480661327314,159.44795600337915,173.74011581142244,0.6280600176244227
phy_afaith_z:env_elev_z,0.09435530866215501,0.05924171948350762,1.5927172520443589,0.11542981076372988,-0.023660248327737082,0.2123708656520471,50m,spec_sa,Biodiversity x elevation,phy_afaith,80,0.2799506956956311,0.2415480661327314,159.44795600337915,173.74011581142244,0.6280600176244227
(Intercept),-0.05892995600195736,0.2707180210100216,-0.2176802112474657,0.8282467294463655,-0.5978881346042607,0.48002822260034594,50m,spec_sa,Biodiversity,sp_shannon,80,0.002218533349171957,-0.010573536736095068,179.54512345745164,186.69120336147327,0.7249717375307935
sp_shannon_z,0.050194213402292916,0.12052887060828849,0.4164497115833854,0.6782247107176533,-0.18976033535540177,0.2901487621599876,50m,spec_sa,Biodiversity,sp_shannon,80,0.002218533349171957,-0.010573536736095068,179.54512345745164,186.69120336147327,0.7249717375307935
(Intercept),0.17552687681513301,0.24708966427801687,0.7103772524359261,0.47964444293666963,-0.3165948396536888,0.6676485932839549,50m,spec_sa,Biodiversity + environment,sp_shannon,80,0.22780353200188094,0.19732209247563937,163.04150176390533,174.95163493727475,0.6461119454860365
sp_shannon_z,-0.05928274084268167,0.11026371827332028,-0.537645036563454,0.5923930045801687,-0.2788919683652295,0.16032648667986615,50m,spec_sa,Biodiversity + environment,sp_shannon,80,0.22780353200188094,0.19732209247563937,163.04150176390533,174.95163493727475,0.6461119454860365
env_elev_z,-0.3801098679716933,0.08131177837223143,-4.674720877848905,1.2506089464364919e-5,-0.542056309797164,-0.21816342614622258,50m,spec_sa,Biodiversity + environment,sp_shannon,80,0.22780353200188094,0.19732209247563937,163.04150176390533,174.95163493727475,0.6461119454860365
env_tri11_z,0.15548787672802059,0.12028473108157378,1.2926651232447202,0.2000430772470017,-0.08407992752562413,0.3950556809816653,50m,spec_sa,Biodiversity + environment,sp_shannon,80,0.22780353200188094,0.19732209247563937,163.04150176390533,174.95163493727475,0.6461119454860365
(Intercept),0.19875749620210156,0.26030150480129854,0.7635664509654807,0.44752100293117103,-0.3197896922025901,0.7173046846067933,50m,spec_sa,Biodiversity x elevation,sp_shannon,80,0.22873404219246546,0.1875998577760638,164.94504224144362,179.2372020494869,0.6500131024846892
sp_shannon_z,-0.07286279396697577,0.1197641251192164,-0.6083858074731996,0.5447697733481256,-0.31144516558916074,0.16571957765520917,50m,spec_sa,Biodiversity x elevation,sp_shannon,80,0.22873404219246546,0.1875998577760638,164.94504224144362,179.2372020494869,0.6500131024846892
env_elev_z,-0.2970740729212916,0.2879083994858855,-1.0318353804604978,0.30546518791218336,-0.8706170156924619,0.2764688698498786,50m,spec_sa,Biodiversity x elevation,sp_shannon,80,0.22873404219246546,0.1875998577760638,164.94504224144362,179.2372020494869,0.6500131024846892
env_tri11_z,0.14718973055802578,0.12411551198930565,1.1859092243901657,0.23940167539585552,-0.10006104822096104,0.3944405093370126,50m,spec_sa,Biodiversity x elevation,sp_shannon,80,0.22873404219246546,0.1875998577760638,164.94504224144362,179.2372020494869,0.6500131024846892
sp_shannon_z:env_elev_z,-0.04870844583186216,0.16192546593280263,-0.30080781643126875,0.7643933692696678,-0.3712805153044149,0.27386362364069056,50m,spec_sa,Biodiversity x elevation,sp_shannon,80,0.22873404219246546,0.1875998577760638,164.94504224144362,179.2372020494869,0.6500131024846892
(Intercept),0.4988502255369438,0.06344462983788167,7.862765167227583,2.5491419665120714e-11,0.37240526061689994,0.6252951904569877,50m,spec_pca_mean,Null,NA,74,0,0,123.37391832907288,127.98204851548122,0.5457713423125761
(Intercept),0.5092416885086716,0.06278129374297846,8.111360218116337,1.039416738943095e-11,0.38405934422509164,0.6344240327922515,50m,spec_pca_mean,Environment,NA,74,0.055703903768634155,0.029104013733947887,123.13257127312843,132.34883164594513,0.5377706309505459
env_elev_z,-0.13932269896038538,0.06956420670450042,-2.002792895378076,0.04901872599630152,-0.2780297875582662,-6.156103625045706e-4,50m,spec_pca_mean,Environment,NA,74,0.055703903768634155,0.029104013733947887,123.13257127312843,132.34883164594513,0.5377706309505459
env_tri11_z,0.04616241018784835,0.10220030365133562,0.451685646114468,0.6528722567981845,-0.15761920746954128,0.249944027845238,50m,spec_pca_mean,Environment,NA,74,0.055703903768634155,0.029104013733947887,123.13257127312843,132.34883164594513,0.5377706309505459
(Intercept),0.3445522979097813,0.1555301035541612,2.2153415321928063,0.029899984191118438,0.03450870295541292,0.6545958928641498,50m,spec_pca_mean,Biodiversity,phy_faith,74,0.01612607562706538,0.0024611600107746767,124.1708621616536,131.0830574412661,0.545099313263726
phy_faith_z,0.05787286576531861,0.05327385439768596,1.0863277384305876,0.2809576366664512,-0.04832662203211768,0.1640723535627549,50m,spec_pca_mean,Biodiversity,phy_faith,74,0.01612607562706538,0.0024611600107746767,124.1708621616536,131.0830574412661,0.545099313263726
(Intercept),0.48717015718505247,0.18183419425774028,2.679199911621214,0.00919163211916118,0.12451329196840416,0.8498270224017008,50m,spec_pca_mean,Biodiversity + environment,phy_faith,74,0.05592993757433043,0.015469792041801655,125.11485595703391,136.63518142305475,0.5415334038392969
phy_faith_z,0.00817521293805798,0.0631488531563869,0.1294594047149554,0.8973654199694325,-0.11777120336282906,0.13412162923894502,50m,spec_pca_mean,Biodiversity + environment,phy_faith,74,0.05592993757433043,0.015469792041801655,125.11485595703391,136.63518142305475,0.5415334038392969
env_elev_z,-0.13474756337061858,0.07846064397894202,-1.7173904844164083,0.09032930325714257,-0.29123238353568703,0.021737256794449877,50m,spec_pca_mean,Biodiversity + environment,phy_faith,74,0.05592993757433043,0.015469792041801655,125.11485595703391,136.63518142305475,0.5415334038392969
env_tri11_z,0.04834389265298215,0.10428578706711075,0.4635712498566227,0.6443931982533193,-0.15964755130393116,0.25633533660989544,50m,spec_pca_mean,Biodiversity + environment,phy_faith,74,0.05592993757433043,0.015469792041801655,125.11485595703391,136.63518142305475,0.5415334038392969
(Intercept),0.08699611009163725,0.13365909073585788,0.6508806068684264,0.5171954288408624,-0.1794484176434487,0.35344063782672325,50m,spec_pca_mean,Biodiversity,phy_afaith,74,0.14094668759063694,0.12901539158495134,114.13152045590287,121.04371573551538,0.5093495982728845
phy_afaith_z,0.08979739443799913,0.026126432297550857,3.437032405163751,9.806152890544176e-4,0.03771530352597348,0.14187948535002476,50m,spec_pca_mean,Biodiversity,phy_afaith,74,0.14094668759063694,0.12901539158495134,114.13152045590287,121.04371573551538,0.5093495982728845
(Intercept),0.04880347744681077,0.1474074118186223,0.33107885719383695,0.7415739848429466,-0.24519133523438816,0.34279829012800966,50m,spec_pca_mean,Biodiversity + environment,phy_afaith,74,0.1897991593837916,0.15507626621452542,113.79890813930932,125.31923360533017,0.5016715613289296
phy_afaith_z,0.10037304942643348,0.029488843260184933,3.403763536630633,0.001103267403107952,0.041559406045117035,0.1591866928077499,50m,spec_pca_mean,Biodiversity + environment,phy_afaith,74,0.1897991593837916,0.15507626621452542,113.79890813930932,125.31923360533017,0.5016715613289296
env_elev_z,-0.10290312441784866,0.06577072685982066,-1.5645733190264037,0.12219288356762047,-0.23407870293524094,0.028272454099543626,50m,spec_pca_mean,Biodiversity + environment,phy_afaith,74,0.1897991593837916,0.15507626621452542,113.79890813930932,125.31923360533017,0.5016715613289296
env_tri11_z,0.18166634447392463,0.10331762096954113,1.758328761049205,0.08306254504983843,-0.02439415308763715,0.3877268420354864,50m,spec_pca_mean,Biodiversity + environment,phy_afaith,74,0.1897991593837916,0.15507626621452542,113.79890813930932,125.31923360533017,0.5016715613289296
(Intercept),0.7848772126240138,0.22033698450806175,3.5621673518695927,6.569474691954848e-4,0.3456434616190514,1.2241109636289762,50m,spec_pca_mean,Biodiversity,sp_shannon,74,0.024860960471613843,0.011317362700386302,123.5109525295647,130.4231478091772,0.542674208415074
sp_shannon_z,-0.13229272209903895,0.09764365438640876,-1.354852221891575,0.17970062602495188,-0.3269417896340685,0.06235634543599061,50m,spec_pca_mean,Biodiversity,sp_shannon,74,0.024860960471613843,0.011317362700386302,123.5109525295647,130.4231478091772,0.542674208415074
(Intercept),0.9644542393949711,0.2255798203800697,4.275445550803275,5.921826359949399e-5,0.5145494739622819,1.4143590048276602,50m,spec_pca_mean,Biodiversity + environment,sp_shannon,74,0.11151632229403392,0.07343845039234964,120.62423216818898,132.14455763420983,0.5253489452997434
sp_shannon_z,-0.20873829442897834,0.09954338761225454,-2.096957913890416,0.03961151327342928,-0.407271320914283,-0.01020526794367374,50m,spec_pca_mean,Biodiversity + environment,sp_shannon,74,0.11151632229403392,0.07343845039234964,120.62423216818898,132.14455763420983,0.5253489452997434
env_elev_z,-0.18499979471994243,0.07136305039911083,-2.592375097270891,0.011595088572625109,-0.3273289108451266,-0.04267067859475826,50m,spec_pca_mean,Biodiversity + environment,sp_shannon,74,0.11151632229403392,0.07343845039234964,120.62423216818898,132.14455763420983,0.5253489452997434
env_tri11_z,0.08913625502167026,0.10192120696969534,0.8745604342006421,0.38480390020331956,-0.11413918263520219,0.2924116926785427,50m,spec_pca_mean,Biodiversity + environment,sp_shannon,74,0.11151632229403392,0.07343845039234964,120.62423216818898,132.14455763420983,0.5253489452997434
(Intercept),0.33759748135396617,0.05988319659613881,5.637599536156592,3.0630249329330456e-7,0.2182504426487644,0.45694452005916797,50m,spec_rao_q,Null,NA,74,0,0,114.82371961127058,119.43184979767892,0.5151347351502459
(Intercept),0.3494494164891314,0.058819699035300106,5.941026938601174,9.57792446657028e-8,0.23216626769901905,0.4667325652792438,50m,spec_rao_q,Environment,NA,74,0.06959281894489447,0.04338416595742667,113.4858806036446,122.70214097646128,0.5038364897676589
env_elev_z,-0.15013680131168305,0.06517459991728422,-2.3036090977501646,0.024175930306111575,-0.280091262568744,-0.020182340054622105,50m,spec_rao_q,Environment,NA,74,0.06959281894489447,0.04338416595742667,113.4858806036446,122.70214097646128,0.5038364897676589
env_tri11_z,0.08633407924957706,0.09575130972448563,0.9016490688011928,0.3702918519902726,-0.10458860973809342,0.27725676823724754,50m,spec_rao_q,Environment,NA,74,0.06959281894489447,0.04338416595742667,113.4858806036446,122.70214097646128,0.5038364897676589
(Intercept),0.15358673788754798,0.14608021717627315,1.051386292109744,0.29659720960963565,-0.13761885286340633,0.44479232863850227,50m,spec_rao_q,Biodiversity,phy_faith,74,0.02574391847770828,0.012212584012120997,114.89371876462027,121.8059140442328,0.5119795090760229
phy_faith_z,0.06901731747000997,0.050036977037831505,1.3793262813984142,0.17206354781936697,-0.030729573240803804,0.16876420818082374,50m,spec_rao_q,Biodiversity,phy_faith,74,0.02574391847770828,0.012212584012120997,114.89371876462027,121.8059140442328,0.5119795090760229
(Intercept),0.27267571241871014,0.17009926180332513,1.6030387758765678,0.11342921199407015,-0.0665765680067244,0.6119279928441447,50m,spec_rao_q,Biodiversity + environment,phy_faith,74,0.07266264127053124,0.032919611610696786,115.24131838962847,126.76164385564933,0.5065847631735264
phy_faith_z,0.028436693839520546,0.05907345067563245,0.4813785806362343,0.6317488967643197,-0.08938158850834545,0.14625497618738653,50m,spec_rao_q,Biodiversity + environment,phy_faith,74,0.07266264127053124,0.032919611610696786,115.24131838962847,126.76164385564933,0.5065847631735264
env_elev_z,-0.13422263112110225,0.07339707295380409,-1.8287191262461053,0.07170176205041917,-0.2806084773155463,0.012163215073341782,50m,spec_rao_q,Biodiversity + environment,phy_faith,74,0.07266264127053124,0.032919611610696786,115.24131838962847,126.76164385564933,0.5065847631735264
env_tri11_z,0.0939221567036218,0.09755555311863012,0.96275561668345,0.3389842820124024,-0.10064625889553938,0.28849057230278297,50m,spec_rao_q,Biodiversity + environment,phy_faith,74,0.07266264127053124,0.032919611610696786,115.24131838962847,126.76164385564933,0.5065847631735264
(Intercept),-0.01987474579553091,0.12774389915532225,-0.15558273958246296,0.8767973022591871,-0.274527554624994,0.2347780630339322,50m,spec_rao_q,Biodiversity,phy_afaith,74,0.11918797782874978,0.10695447752081577,107.43230231702036,114.34449759663286,0.48680791825197833
phy_afaith_z,0.07794040020036232,0.024970185823741452,3.1213384133592315,0.0025912298286790343,0.028163244507956986,0.12771755589276765,50m,spec_rao_q,Biodiversity,phy_afaith,74,0.11918797782874978,0.10695447752081577,107.43230231702036,114.34449759663286,0.48680791825197833
(Intercept),-0.06385143070173424,0.13904069729421997,-0.45922835503780657,0.6474931178381058,-0.3411593574318701,0.21345649602840164,50m,spec_rao_q,Biodiversity + environment,phy_afaith,74,0.19087111125962644,0.15619415888503896,105.15073746562854,116.67106293164939,0.47319712651682544
phy_afaith_z,0.09009735805246212,0.02781508255732152,3.2391547954887008,0.0018349569626828642,0.03462192513316069,0.14557279097176357,50m,spec_rao_q,Biodiversity + environment,phy_afaith,74,0.19087111125962644,0.15619415888503896,105.15073746562854,116.67106293164939,0.47319712651682544
env_elev_z,-0.11744568087220458,0.06203763848312723,-1.8931359049739946,0.06247397792555846,-0.24117584938959785,0.0062844876451886855,50m,spec_rao_q,Biodiversity + environment,phy_afaith,74,0.19087111125962644,0.15619415888503896,105.15073746562854,116.67106293164939,0.47319712651682544
env_tri11_z,0.20796579767054577,0.0974534040395526,2.1340023955052447,0.03634753737667761,0.013601111985630021,0.4023304833554615,50m,spec_rao_q,Biodiversity + environment,phy_afaith,74,0.19087111125962644,0.15619415888503896,105.15073746562854,116.67106293164939,0.47319712651682544
(Intercept),0.5251164944137732,0.20933602137866583,2.5084860739943804,0.014378085180708716,0.1078127626054522,0.9424202262220942,50m,spec_rao_q,Biodiversity,sp_shannon,74,0.01199428275724526,-0.001728018871126391,115.930776813234,122.84297209284651,0.515579624310743
sp_shannon_z,-0.08673097925356056,0.0927685116856832,-0.9349183001600919,0.352955486954889,-0.2716616274324161,0.09819966892529498,50m,spec_rao_q,Biodiversity,sp_shannon,74,0.01199428275724526,-0.001728018871126391,115.930776813234,122.84297209284651,0.515579624310743
(Intercept),0.7118803008098407,0.21318170790015217,3.339312306960519,0.0013488729671274815,0.28670279102301255,1.1370578105966689,50m,spec_rao_q,Biodiversity + environment,sp_shannon,74,0.10930580741783083,0.07113319916430916,112.25791409294618,123.77823955896703,0.4964751954046587
sp_shannon_z,-0.16619314316838213,0.09407237467249159,-1.76665193949845,0.08164593453088584,-0.3538145784076431,0.021428292070878846,50m,spec_rao_q,Biodiversity + environment,sp_shannon,74,0.10930580741783083,0.07113319916430916,112.25791409294618,123.77823955896703,0.4964751954046587
env_elev_z,-0.18650396688544804,0.067440859467903,-2.765444692682342,0.007262604871116389,-0.32101051985797896,-0.05199741391291712,50m,spec_rao_q,Biodiversity + environment,sp_shannon,74,0.10930580741783083,0.07113319916430916,112.25791409294618,123.77823955896703,0.4964751954046587
env_tri11_z,0.12054897195290531,0.0963195064897047,1.251553048247713,0.2148990781959827,-0.07155422637764733,0.31265217028345793,50m,spec_rao_q,Biodiversity + environment,sp_shannon,74,0.10930580741783083,0.07113319916430916,112.25791409294618,123.77823955896703,0.4964751954046587
(Intercept),1.0274149686370186,0.08221901481890484,12.496074915273521,8.245005602156642e-20,0.8635527084094459,1.1912772288645914,50m,spec_alpha,Null,NA,74,0,0,161.73833694291164,166.34646712932,0.7072747086080172
(Intercept),1.0395519077173911,0.07962964019552835,13.054836178649063,1.5087672543211263e-20,0.880774914765584,1.1983289006691984,50m,spec_alpha,Environment,NA,74,0.09542958908833885,0.06994873244293998,158.31649717077696,167.53275754359365,0.6820898279928095
env_elev_z,-0.1951295497425227,0.0882328544079463,-2.2115293792982995,0.030219539563306006,-0.3710608646153359,-0.019198234869709507,50m,spec_alpha,Environment,NA,74,0.09542958908833885,0.06994873244293998,158.31649717077696,167.53275754359365,0.6820898279928095
env_tri11_z,-0.07058438903806435,0.12962736067444897,-0.5445176749014635,0.5877914644055093,-0.3290540051462147,0.18788522707008598,50m,spec_alpha,Environment,NA,74,0.09542958908833885,0.06994873244293998,158.31649717077696,167.53275754359365,0.6820898279928095
(Intercept),0.7934460472339108,0.20094357671715976,3.948601195402897,1.811480654774244e-4,0.39287234809352806,1.1940197463742934,50m,spec_alpha,Biodiversity,phy_faith,74,0.02207852471479572,0.008496282002501299,162.08622009943338,168.9984153790459,0.704263696674881
phy_faith_z,0.08775524201683951,0.06882936874308919,1.274967991416463,0.20641954851180896,-0.04945359688884421,0.22496408092252324,50m,spec_alpha,Biodiversity,phy_faith,74,0.02207852471479572,0.008496282002501299,162.08622009943338,168.9984153790459,0.704263696674881
(Intercept),1.0842322678380647,0.23058953275792896,4.702001235139685,1.2537326799876237e-5,0.6243359461196736,1.5441285895564558,50m,spec_alpha,Biodiversity + environment,phy_faith,74,0.09598114176222176,0.05723747640917398,160.27136265645814,171.791688122479,0.6867351604237596
phy_faith_z,-0.016549438857680798,0.08008100238225943,-0.20665873759526068,0.8368763282348918,-0.17626596195669575,0.14316708424133417,50m,spec_alpha,Biodiversity + environment,phy_faith,74,0.09598114176222176,0.05723747640917398,160.27136265645814,171.791688122479,0.6867351604237596
env_elev_z,-0.2043911955592287,0.09949835512976025,-2.0542168289382574,0.043690396035220444,-0.4028344075902115,-0.0059479835282458815,50m,spec_alpha,Biodiversity + environment,phy_faith,74,0.09598114176222176,0.05723747640917398,160.27136265645814,171.791688122479,0.6867351604237596
env_tri11_z,-0.07500045880277567,0.13224801314879367,-0.5671197397755371,0.5724470523103351,-0.33876080418473353,0.1887598865791822,50m,spec_alpha,Biodiversity + environment,phy_faith,74,0.09598114176222176,0.05723747640917398,160.27136265645814,171.791688122479,0.6867351604237596
(Intercept),0.4387389622891664,0.17010703062178656,2.5791935858586124,0.011945543937330457,0.09963679431159955,0.7778411302667333,50m,spec_alpha,Biodiversity,phy_afaith,74,0.1714612250181794,0.15995374203232082,149.81955545087985,156.73175073049237,0.6482458262553145
phy_afaith_z,0.12835023265713627,0.03325093560347862,3.860048757356128,2.4495989127340696e-4,0.062065703974181555,0.194634761340091,50m,spec_alpha,Biodiversity,phy_afaith,74,0.1714612250181794,0.15995374203232082,149.81955545087985,156.73175073049237,0.6482458262553145
(Intercept),0.49200522885012854,0.18882869933291083,2.605563828953289,0.011196639183156026,0.11539826313308815,0.868612194567169,50m,spec_alpha,Biodiversity + environment,phy_afaith,74,0.20834629327820667,0.17441827727584402,150.44962653177,161.96995199779087,0.6426406057153561
phy_afaith_z,0.11936222611602373,0.03777516916520023,3.1598065277755065,0.0023321276077623095,0.04402202682951381,0.19470242540253366,50m,spec_alpha,Biodiversity + environment,phy_afaith,74,0.20834629327820667,0.17441827727584402,150.44962653177,161.96995199779087,0.6426406057153561
env_elev_z,-0.15181990122196273,0.08425221400943901,-1.801969277685141,0.07585589329772698,-0.31985564359127616,0.016215841147350668,50m,spec_alpha,Biodiversity + environment,phy_afaith,74,0.20834629327820667,0.17441827727584402,150.44962653177,161.96995199779087,0.6426406057153561
env_tri11_z,0.09055499385694225,0.1323497356418849,0.6842098582045387,0.49610166222073504,-0.17340823064033867,0.3545182183542232,50m,spec_alpha,Biodiversity + environment,phy_afaith,74,0.20834629327820667,0.17441827727584402,150.44962653177,161.96995199779087,0.6426406057153561
(Intercept),1.4070959475804923,0.28535935347428454,4.93096136660295,5.0795227050853605e-6,0.8382424730233191,1.9759494221376654,50m,spec_alpha,Biodiversity,sp_shannon,74,0.02608475488372751,0.012558154257112708,161.782443204853,168.69463848446551,0.7028196451278415
