scale,quad_id,n_pixels,sample_rule,rule_type,rule_value,rule_label,rule_axis_label,sample_label,sample_size,sample_fraction,source_method,source_entropy,n_boot,entropy_mean,entropy_sd,entropy_cv,entropy_se,ci_t,ci_half_width,ci_low,ci_high,entropy_min,entropy_max,pair_method,fixed_4000_reference,delta_from_fixed_4000,scale_quad,quad_axis_label
50m,sub50_15,172782,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 5,000 pixels (2.9%)",5000,0.02893819958097487,bootstrap_mean,2.82963069525012,50,2.832300846465881,0.014131548613702187,0.004989423574594982,0.0019985027706832343,2.0095752371292397,0.004016141679299203,2.8282847047865816,2.8363169881451804,2.80421010851398,2.873506759106525,sampled_pairs_within_sample,2.8273532448944287,0.0049476015714522426,"50m / sub50_15
n = 172,782 px","sub50_15
n = 172,782 px"
50m,sub50_15,172782,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.7%)",1250,0.0072345498952437175,bootstrap_mean,2.82963069525012,50,2.829948061895252,0.023389782662555075,0.008265092556819096,0.0033078147862344465,2.0095752371292397,0.006647302683426694,2.823300759211825,2.836595364578679,2.7771177511573453,2.8835161145503343,sampled_pairs_within_sample,2.8273532448944287,0.002594817000823202,"50m / sub50_15
n = 172,782 px","sub50_15
n = 172,782 px"
50m,sub50_15,172782,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.3%)",4000,0.023150559664779895,bootstrap_mean,2.82963069525012,50,2.8273532448944287,0.013193853034079743,0.004666503224492698,0.0018658925900752982,2.0095752371292397,0.0037496515441582585,2.8236035933502706,2.831102896438587,2.7963699639070554,2.867527899383394,sampled_pairs_within_sample,2.8273532448944287,0,"50m / sub50_15
n = 172,782 px","sub50_15
n = 172,782 px"
50m,sub50_15,172782,fixed_6000,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (3.5%)",6000,0.03472583949716984,bootstrap_mean,2.82963069525012,50,2.833273864088184,0.013998707840949002,0.004940824118128137,0.0019797162484368664,2.0095752371292397,0.003978388749401125,2.8292954753387827,2.837252252837585,2.8042651081841443,2.867233540597482,sampled_pairs_within_sample,2.8273532448944287,0.005920619193755083,"50m / sub50_15
n = 172,782 px","sub50_15
n = 172,782 px"
50m,sub50_15,172782,fixed_8000,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (4.6%)",8000,0.04630111932955979,bootstrap_mean,2.82963069525012,50,2.831677687865352,0.012271517890905475,0.004333656313885182,0.0017354547032222601,2.0095752371292397,0.0034875267967549276,2.828190161068597,2.8351652146621067,2.800377588343199,2.868115597018296,sampled_pairs_within_sample,2.8273532448944287,0.004324442970923048,"50m / sub50_15
n = 172,782 px","sub50_15
n = 172,782 px"
50m,sub50_24,166816,pct_1,percent,0.01,1% of pixels,1%,"1% of pixels = 1,668 pixels (1.0%)",1668,0.009999040859389987,bootstrap_mean,2.83533767525212,50,2.8302768453805816,0.019595124155670603,0.006923394857168358,0.002771169033733401,2.0095752371292397,0.005568872668090005,2.8247079727124915,2.8358457180486716,2.7930542386840846,2.878314198418812,sampled_pairs_within_sample,2.8303572304982727,-8.038511769115075e-5,"50m / sub50_24
n = 166,816 px","sub50_24
n = 166,816 px"
50m,sub50_24,166816,pct_2,percent,0.02,2% of pixels,2%,"2% of pixels = 3,336 pixels (2.0%)",3336,0.019998081718779974,bootstrap_mean,2.83533767525212,50,2.8321836566202694,0.013241225997279518,0.004675270957915446,0.0018725921387799905,2.0095752371292397,0.0037631147913351494,2.828420541828934,2.8359467714116047,2.8002969083180282,2.857975441961449,sampled_pairs_within_sample,2.8303572304982727,0.0018264261219966826,"50m / sub50_24
n = 166,816 px","sub50_24
n = 166,816 px"
50m,sub50_24,166816,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 5,000 pixels (3.0%)",5000,0.029973144062919625,bootstrap_mean,2.83533767525212,50,2.83112516326945,0.01358340970262868,0.004797883851571662,0.001920984222472777,2.0095752371292397,0.0038603623243972586,2.827264800945053,2.834985525593847,2.8075820838888914,2.8668544802614226,sampled_pairs_within_sample,2.8303572304982727,7.679327711773709e-4,"50m / sub50_24
n = 166,816 px","sub50_24
n = 166,816 px"
50m,sub50_24,166816,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.7%)",1250,0.007493286015729906,bootstrap_mean,2.83533767525212,50,2.832295862076224,0.02525991673505947,0.008918530395529584,0.003572291683113621,2.0095752371292397,0.007178788906187865,2.825117073170036,2.839474650982412,2.7884504204591294,2.900736665262547,sampled_pairs_within_sample,2.8303572304982727,0.0019386315779512664,"50m / sub50_24
n = 166,816 px","sub50_24
n = 166,816 px"
50m,sub50_24,166816,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.4%)",4000,0.0239785152503357,bootstrap_mean,2.83533767525212,50,2.8303572304982727,0.01067888211805064,0.003772980316046772,0.0015102219922330737,2.0095752371292397,0.003034904718159572,2.8273223257801132,2.833392135216432,2.801817865925772,2.8477683053854084,sampled_pairs_within_sample,2.8303572304982727,0,"50m / sub50_24
n = 166,816 px","sub50_24
n = 166,816 px"
50m,sub50_24,166816,fixed_6000,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (3.6%)",6000,0.03596777287550355,bootstrap_mean,2.83533767525212,50,2.835544396803884,0.014388308382523588,0.005074266655370141,0.002034814085417135,2.0095752371292397,0.004089111998216056,2.831455284805668,2.8396335088021,2.7895063017425485,2.8694235550240745,sampled_pairs_within_sample,2.8303572304982727,0.005187166305611335,"50m / sub50_24
n = 166,816 px","sub50_24
n = 166,816 px"
50m,sub50_24,166816,fixed_8000,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (4.8%)",8000,0.0479570305006714,bootstrap_mean,2.83533767525212,50,2.833890053604306,0.01123433386921961,0.003964280073226952,0.0015887747322077782,2.0095752371292397,0.00319276235922139,2.8306972912450847,2.8370828159635275,2.8097005456512805,2.860448509314371,sampled_pairs_within_sample,2.8303572304982727,0.0035328231060334225,"50m / sub50_24
n = 166,816 px","sub50_24
n = 166,816 px"
50m,sub50_36,174203,pct_1,percent,0.01,1% of pixels,1%,"1% of pixels = 1,742 pixels (1.0%)",1742,0.00999982778712192,bootstrap_mean,2.8808076342713,50,2.8805440450161695,0.019819283471223567,0.006880395911846686,0.002802869948152128,2.0095752371292397,0.005632578040700232,2.8749114669754694,2.8861766230568695,2.8366101449316115,2.9232459168664,sampled_pairs_within_sample,2.889344448754117,-0.008800403737947438,"50m / sub50_36
n = 174,203 px","sub50_36
n = 174,203 px"
50m,sub50_36,174203,pct_2,percent,0.02,2% of pixels,2%,"2% of pixels = 3,484 pixels (2.0%)",3484,0.01999965557424384,bootstrap_mean,2.8808076342713,50,2.883206845286255,0.014813139966917853,0.005137730576332324,0.0020948943442546165,2.0095752371292397,0.004209847798616174,2.878996997487639,2.8874166930848713,2.848595762816141,2.9168796712069125,sampled_pairs_within_sample,2.889344448754117,-0.006137603467861741,"50m / sub50_36
n = 174,203 px","sub50_36
n = 174,203 px"
50m,sub50_36,174203,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 5,000 pixels (2.9%)",5000,0.028702146346503792,bootstrap_mean,2.8808076342713,50,2.8810166539922824,0.0152275537621397,0.005285479256441844,0.002153501305218341,2.0095752371292397,0.004327622896092275,2.87668903109619,2.885344276888375,2.843369689914206,2.9104150537635056,sampled_pairs_within_sample,2.889344448754117,-0.00832779476183454,"50m / sub50_36
n = 174,203 px","sub50_36
n = 174,203 px"
50m,sub50_36,174203,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.7%)",1250,0.007175536586625948,bootstrap_mean,2.8808076342713,50,2.8816295408131034,0.027822457118960173,0.009655112402515684,0.003934689619617735,2.0095752371292397,0.007907054825373266,2.87372248598773,2.889536595638477,2.819090078062871,2.944075564572571,sampled_pairs_within_sample,2.889344448754117,-0.007714907941013482,"50m / sub50_36
n = 174,203 px","sub50_36
n = 174,203 px"
50m,sub50_36,174203,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.3%)",4000,0.02296171707720303,bootstrap_mean,2.8808076342713,50,2.889344448754117,0.014805218753031283,0.005124075379595285,0.0020937741154437323,2.0095752371292397,0.004207596614537902,2.885136852139579,2.8935520453686547,2.850932588806163,2.9212839814253444,sampled_pairs_within_sample,2.889344448754117,0,"50m / sub50_36
n = 174,203 px","sub50_36
n = 174,203 px"
50m,sub50_36,174203,fixed_6000,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (3.4%)",6000,0.03444257561580455,bootstrap_mean,2.8808076342713,50,2.8820726161687165,0.01438959987567959,0.004992795738369842,0.002034996730130828,2.0095752371292397,0.004089479036509886,2.8779831371322064,2.8861620952052265,2.8546326293700846,2.910838702685573,sampled_pairs_within_sample,2.889344448754117,-0.007271832585400428,"50m / sub50_36
n = 174,203 px","sub50_36
n = 174,203 px"
50m,sub50_36,174203,fixed_8000,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (4.6%)",8000,0.04592343415440606,bootstrap_mean,2.8808076342713,50,2.8673065829567816,0.09505184998900752,0.033150222077399746,0.013442361538310736,2.0095752371292397,0.02701343687592777,2.840293146080854,2.8943200198327093,2.2131436941924716,2.9056642683402742,sampled_pairs_within_sample,2.889344448754117,-0.022037865797335243,"50m / sub50_36
n = 174,203 px","sub50_36
n = 174,203 px"
50m,sub50_49,206958,pct_1,percent,0.01,1% of pixels,1%,"1% of pixels = 2,070 pixels (1.0%)",2070,0.010002029397269012,bootstrap_mean,2.82731937195229,50,2.806537088283233,0.09560391904714742,0.034064726757496236,0.013520435893249534,2.0095752371292397,0.027170333166267616,2.779366755116965,2.8337074214495006,2.162372632701711,2.879275113815482,sampled_pairs_within_sample,2.8185767070422103,-0.012039618758977522,"50m / sub50_49
n = 206,958 px","sub50_49
n = 206,958 px"
50m,sub50_49,206958,pct_2,percent,0.02,2% of pixels,2%,"2% of pixels = 4,139 pixels (2.0%)",4139,0.019999226896278473,bootstrap_mean,2.82731937195229,50,2.823410359374952,0.014805786374354833,0.0052439371149833654,0.002093854389221138,2.0095752371292397,0.004207757930733168,2.8192026014442186,2.8276181173056854,2.783182472128568,2.85599152047779,sampled_pairs_within_sample,2.8185767070422103,0.004833652332741689,"50m / sub50_49
n = 206,958 px","sub50_49
n = 206,958 px"
50m,sub50_49,206958,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 5,000 pixels (2.4%)",5000,0.024159491297751235,bootstrap_mean,2.82731937195229,50,2.8218798024897462,0.01422167185772275,0.005039786544123871,0.0020112481220811284,2.0095752371292397,0.004041754421856922,2.8178380480678893,2.825921556911603,2.7918880373992123,2.852087655480252,sampled_pairs_within_sample,2.8185767070422103,0.003303095447535931,"50m / sub50_49
n = 206,958 px","sub50_49
n = 206,958 px"
50m,sub50_49,206958,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.6%)",1250,0.006039872824437809,bootstrap_mean,2.82731937195229,50,2.827943277377588,0.02842588343590012,0.010051786987135063,0.004020026987748666,2.0095752371292397,0.008078546687170968,2.819864730690417,2.836021824064759,2.758417371851298,2.887977713162348,sampled_pairs_within_sample,2.8185767070422103,0.009366570335377578,"50m / sub50_49
n = 206,958 px","sub50_49
n = 206,958 px"
50m,sub50_49,206958,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (1.9%)",4000,0.019327593038200988,bootstrap_mean,2.82731937195229,50,2.8185767070422103,0.017778066248221164,0.006307462274772473,0.0025141982401001737,2.0095752371292397,0.0050524705245392236,2.813524236517671,2.8236291775667497,2.7700136202411074,2.8644835891277727,sampled_pairs_within_sample,2.8185767070422103,0,"50m / sub50_49
n = 206,958 px","sub50_49
n = 206,958 px"
50m,sub50_49,206958,fixed_6000,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (2.9%)",6000,0.028991389557301482,bootstrap_mean,2.82731937195229,50,2.824371506049471,0.014286440606116071,0.005058272460091103,0.0020204078063207048,2.0095752371292397,0.004060161496484698,2.8203113445529864,2.8284316675459555,2.7890398737021185,2.8521935072071134,sampled_pairs_within_sample,2.8185767070422103,0.005794799007260654,"50m / sub50_49
n = 206,958 px","sub50_49
n = 206,958 px"
50m,sub50_49,206958,fixed_8000,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (3.9%)",8000,0.038655186076401976,bootstrap_mean,2.82731937195229,50,2.823151631193036,0.011404622851854286,0.004039677757951246,0.0016128572310842456,2.0095752371292397,0.003241157952611732,2.819910473240424,2.8263927891456477,2.796884511874466,2.8443890195663455,sampled_pairs_within_sample,2.8185767070422103,0.004574924150825499,"50m / sub50_49
n = 206,958 px","sub50_49
n = 206,958 px"
50m,sub50_51,200631,pct_1,percent,0.01,1% of pixels,1%,"1% of pixels = 2,006 pixels (1.0%)",2006,0.009998454874869786,bootstrap_mean,2.81647698127603,50,2.8059375389026497,0.0935963811894309,0.03335654478824739,0.013236527166713521,2.0095752371292397,0.026599797219815948,2.7793377416828338,2.8325373361224657,2.1655153520962767,2.8571059291203005,sampled_pairs_within_sample,2.8155897773219927,-0.009652238419342929,"50m / sub50_51
n = 200,631 px","sub50_51
n = 200,631 px"
50m,sub50_51,200631,pct_2,percent,0.02,2% of pixels,2%,"2% of pixels = 4,013 pixels (2.0%)",4013,0.020001894024353165,bootstrap_mean,2.81647698127603,50,2.8192412589869775,0.015306844830797903,0.00542941998383566,0.0021647147556854898,2.0095752371292397,0.0043501571684738324,2.8148911018185037,2.8235914161554514,2.784861566485886,2.8491786111481736,sampled_pairs_within_sample,2.8155897773219927,0.003651481664984857,"50m / sub50_51
n = 200,631 px","sub50_51
n = 200,631 px"
50m,sub50_51,200631,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 5,000 pixels (2.5%)",5000,0.024921373067970553,bootstrap_mean,2.81647698127603,50,2.8182703160605644,0.014045496704211487,0.004983729425871599,0.0019863331929362493,2.0095752371292397,0.003991685997212543,2.814278630063352,2.822262002057777,2.792589414492691,2.855005523109795,sampled_pairs_within_sample,2.8155897773219927,0.0026805387385717694,"50m / sub50_51
n = 200,631 px","sub50_51
n = 200,631 px"
50m,sub50_51,200631,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.6%)",1250,0.006230343266992638,bootstrap_mean,2.81647698127603,50,2.8168078750448005,0.02318036921469522,0.008229304319992553,0.003278199252423775,2.0095752371292397,0.0065877880400464035,2.8102200870047542,2.8233956630848467,2.773264783342771,2.8704116704484863,sampled_pairs_within_sample,2.8155897773219927,0.0012180977228077872,"50m / sub50_51
n = 200,631 px","sub50_51
n = 200,631 px"
50m,sub50_51,200631,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.0%)",4000,0.019937098454376443,bootstrap_mean,2.81647698127603,50,2.8155897773219927,0.017844154024966304,0.00633762566148344,0.00252354446311818,2.0095752371292397,0.005071252462876897,2.810518524859116,2.8206610297848695,2.785416015653952,2.8650178572079317,sampled_pairs_within_sample,2.8155897773219927,0,"50m / sub50_51
n = 200,631 px","sub50_51
n = 200,631 px"
50m,sub50_51,200631,fixed_6000,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (3.0%)",6000,0.029905647681564663,bootstrap_mean,2.81647698127603,50,2.817018269207957,0.014870569053122689,0.005278833018468053,0.002103016043513174,2.0095752371292397,0.004226168964329582,2.812792100243627,2.8212444381722865,2.783000632033584,2.8544040514157145,sampled_pairs_within_sample,2.8155897773219927,0.001428491885964167,"50m / sub50_51
n = 200,631 px","sub50_51
n = 200,631 px"
50m,sub50_51,200631,fixed_8000,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (4.0%)",8000,0.039874196908752886,bootstrap_mean,2.81647698127603,50,2.8174059570614953,0.01085376591563029,0.0038523968789185696,0.001534954296070719,2.0095752371292397,0.0030846061435088603,2.8143213509179863,2.8204905632050044,2.7945497443213894,2.845401395777059,sampled_pairs_within_sample,2.8155897773219927,0.0018161797395026547,"50m / sub50_51
n = 200,631 px","sub50_51
n = 200,631 px"
50m,sub50_56,145500,pct_1,percent,0.01,1% of pixels,1%,"1% of pixels = 1,455 pixels (1.0%)",1455,0.01,bootstrap_mean,2.82464036800341,50,2.8307702000421933,0.018075154172996207,0.006385242494331329,0.002556212817343588,2.0095752371292397,0.0051369019785660434,2.8256332980636274,2.835907102020759,2.8022434380605983,2.8849405933634764,sampled_pairs_within_sample,2.8259254930235898,0.004844707018603511,"50m / sub50_56
n = 145,500 px","sub50_56
n = 145,500 px"
50m,sub50_56,145500,pct_2,percent,0.02,2% of pixels,2%,"2% of pixels = 2,910 pixels (2.0%)",2910,0.02,bootstrap_mean,2.82464036800341,50,2.826180960354274,0.014401065444326022,0.005095592124617804,0.002036618206398838,2.0095752371292397,0.004092737515065672,2.822088222839208,2.8302736978693397,2.7969770510804413,2.8542359492131135,sampled_pairs_within_sample,2.8259254930235898,2.554673306840449e-4,"50m / sub50_56
n = 145,500 px","sub50_56
n = 145,500 px"
50m,sub50_56,145500,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 4,365 pixels (3.0%)",4365,0.03,bootstrap_mean,2.82464036800341,50,2.8254306417155304,0.012547121478938347,0.004440781979811775,0.0017744309364257375,2.0095752371292397,0.0035658524698372104,2.821864789245693,2.828996494185368,2.7966491693815447,2.8603532218547056,sampled_pairs_within_sample,2.8259254930235898,-4.948513080593742e-4,"50m / sub50_56
n = 145,500 px","sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.9%)",1250,0.00859106529209622,bootstrap_mean,2.82464036800341,50,2.8346732483801103,0.09686235582301722,0.03417055418234527,0.013698405728831948,2.0095752371292397,0.02752797694081,2.8071452714393,2.8622012253209204,2.7717626361534045,3.4908841068789727,sampled_pairs_within_sample,2.8259254930235898,0.008747755356520504,"50m / sub50_56
n = 145,500 px","sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.7%)",4000,0.027491408934707903,bootstrap_mean,2.82464036800341,50,2.8259254930235898,0.013019597932874907,0.004607197877303067,0.0018412491973316405,2.0095752371292397,0.003700128792341754,2.822225364231248,2.8296256218159317,2.800215380575941,2.8529745258156654,sampled_pairs_within_sample,2.8259254930235898,0,"50m / sub50_56
n = 145,500 px","sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_6000,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (4.1%)",6000,0.041237113402061855,bootstrap_mean,2.82464036800341,50,2.827413825511835,0.012370225954343884,0.004375102732655187,0.0017494141314252783,2.0095752371292397,0.0035155793179961967,2.8238982461938384,2.8309294048298312,2.8076448051495824,2.8532633784808077,sampled_pairs_within_sample,2.8259254930235898,0.0014883324882450921,"50m / sub50_56
n = 145,500 px","sub50_56
n = 145,500 px"
50m,sub50_56,145500,fixed_8000,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)",8000,0.054982817869415807,bootstrap_mean,2.82464036800341,50,2.827764731907742,0.010493879815853792,0.0037110158767607693,0.001484058715749371,2.0095752371292397,0.002982327645615757,2.8247824042621263,2.830747059553358,2.8052008745869217,2.8619359521035235,sampled_pairs_within_sample,2.8259254930235898,0.0018392388841523832,"50m / sub50_56
n = 145,500 px","sub50_56
n = 145,500 px"
50m,sub50_60,164492,pct_1,percent,0.01,1% of pixels,1%,"1% of pixels = 1,645 pixels (1.0%)",1645,0.010000486345840527,bootstrap_mean,2.88651322016211,50,2.9022937285545627,0.13701151966284186,0.04720801286059977,0.019376354930853896,2.0095752371292397,0.03893824305487103,2.863355485499692,2.9412319716094335,2.2332425850573703,2.9714234057666817,sampled_pairs_within_sample,2.9079518038660717,-0.00565807531150897,"50m / sub50_60
n = 164,492 px","sub50_60
n = 164,492 px"
50m,sub50_60,164492,pct_2,percent,0.02,2% of pixels,2%,"2% of pixels = 3,290 pixels (2.0%)",3290,0.020000972691681055,bootstrap_mean,2.88651322016211,50,2.9310950344249846,0.015519193573782607,0.005294674308240956,0.0021947454029136743,2.0095752371292397,0.004410506013498555,2.926684528411486,2.9355055404384833,2.901075856789289,2.9679999345286303,sampled_pairs_within_sample,2.9079518038660717,0.023143230558912986,"50m / sub50_60
n = 164,492 px","sub50_60
n = 164,492 px"
50m,sub50_60,164492,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 4,935 pixels (3.0%)",4935,0.03000145903752158,bootstrap_mean,2.88651322016211,50,2.8836494865131908,0.18605533951206016,0.06452078880676716,0.026312198448988626,2.0095752371292397,0.05287634243751793,2.830773144075673,2.9365258289507086,2.2486682538287317,2.9713068090810206,sampled_pairs_within_sample,2.9079518038660717,-0.02430231735288091,"50m / sub50_60
n = 164,492 px","sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)",1250,0.007599153758237482,bootstrap_mean,2.88651322016211,50,2.895504155484537,0.15836907684928625,0.05469481939762044,0.022396769634076757,2.0095752371292397,0.045007993648328755,2.850496161836208,2.940512149132866,2.2611781863326468,2.99209621078461,sampled_pairs_within_sample,2.9079518038660717,-0.01244764838153456,"50m / sub50_60
n = 164,492 px","sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.4%)",4000,0.024317292026359946,bootstrap_mean,2.88651322016211,50,2.9079518038660717,0.13508291821730384,0.046452942596130184,0.01910360949878467,2.0095752371292397,0.0383901405885446,2.869561663277527,2.946341944454616,2.254696331788075,2.967603919574798,sampled_pairs_within_sample,2.9079518038660717,0,"50m / sub50_60
n = 164,492 px","sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_6000,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (3.6%)",6000,0.03647593803953992,bootstrap_mean,2.88651322016211,50,2.838736875626399,0.24126102930803,0.08498886648477876,0.03411946197195088,2.0095752371292397,0.06856562588300526,2.7701712497433935,2.9073025015094043,2.2258654773368294,2.9660587346281,sampled_pairs_within_sample,2.9079518038660717,-0.06921492823967279,"50m / sub50_60
n = 164,492 px","sub50_60
n = 164,492 px"
50m,sub50_60,164492,fixed_8000,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (4.9%)",8000,0.04863458405271989,bootstrap_mean,2.88651322016211,50,2.8529296300573352,0.22323085563961323,0.07824618360289769,0.03156961035856915,2.0095752371292397,0.0634415072223993,2.789488122834936,2.9163711372797345,2.2385200410070776,2.9547182925422897,sampled_pairs_within_sample,2.9079518038660717,-0.05502217380873642,"50m / sub50_60
n = 164,492 px","sub50_60
n = 164,492 px"
50m,sub50_8,187893,pct_1,percent,0.01,1% of pixels,1%,"1% of pixels = 1,879 pixels (1.0%)",1879,0.01000037255246337,bootstrap_mean,2.7677994725383,50,2.770841671733812,0.0175601143646884,0.0063374658118594066,0.0024833751891364937,2.0095752371292397,0.00499052928458984,2.7658511424492223,2.775832201018402,2.734503099579991,2.8062724191198507,sampled_pairs_within_sample,2.7645668099730223,0.0062748617607897295,"50m / sub50_8
n = 187,893 px","sub50_8
n = 187,893 px"
50m,sub50_8,187893,pct_2,percent,0.02,2% of pixels,2%,"2% of pixels = 3,758 pixels (2.0%)",3758,0.02000074510492674,bootstrap_mean,2.7677994725383,50,2.7718629228520557,0.012075549122123623,0.0043564741324577175,0.001707740534160975,2.0095752371292397,0.0034318330888917555,2.768431089763164,2.7752947559409473,2.7447169048213245,2.799972551387999,sampled_pairs_within_sample,2.7645668099730223,0.007296112879033423,"50m / sub50_8
n = 187,893 px","sub50_8
n = 187,893 px"
50m,sub50_8,187893,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 5,000 pixels (2.7%)",5000,0.026610890240722114,bootstrap_mean,2.7677994725383,50,2.770079501725929,0.013003271345293572,0.004694187057516485,0.001838940269173161,2.0095752371292397,0.003695488827490163,2.766384012898439,2.7737749905534193,2.746620876189788,2.8025176907143954,sampled_pairs_within_sample,2.7645668099730223,0.0055126917529069175,"50m / sub50_8
n = 187,893 px","sub50_8
n = 187,893 px"
50m,sub50_8,187893,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.7%)",1250,0.0066527225601805285,bootstrap_mean,2.7677994725383,50,2.773848574624864,0.025843541709350108,0.009316853827482345,0.003654828718511768,2.0095752371292397,0.0073446532886700415,2.7665039213361937,2.781193227913534,2.7133381135533754,2.8367994381668953,sampled_pairs_within_sample,2.7645668099730223,0.009281764651841495,"50m / sub50_8
n = 187,893 px","sub50_8
n = 187,893 px"
50m,sub50_8,187893,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.1%)",4000,0.02128871219257769,bootstrap_mean,2.7677994725383,50,2.7645668099730223,0.01438945336133218,0.005204957720472886,0.002034976009873109,2.0095752371292397,0.0040894373975930666,2.760477372575429,2.7686562473706156,2.73239333274904,2.792276243750261,sampled_pairs_within_sample,2.7645668099730223,0,"50m / sub50_8
n = 187,893 px","sub50_8
n = 187,893 px"
50m,sub50_8,187893,fixed_6000,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (3.2%)",6000,0.03193306828886654,bootstrap_mean,2.7677994725383,50,2.771145834692714,0.012033399872529334,0.004342391411480403,0.0017017797301189656,2.0095752371292397,0.003419854404695554,2.7677259802880183,2.7745656890974093,2.74788145126931,2.797105923509384,sampled_pairs_within_sample,2.7645668099730223,0.0065790247196915175,"50m / sub50_8
n = 187,893 px","sub50_8
n = 187,893 px"
50m,sub50_8,187893,fixed_8000,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (4.3%)",8000,0.04257742438515538,bootstrap_mean,2.7677994725383,50,2.7573249101678186,0.09561784263876841,0.03467775679470028,0.01352240498646027,2.0095752371292397,0.02717429020722351,2.730150619960595,2.784499200375042,2.0985631229688915,2.7922352888149353,sampled_pairs_within_sample,2.7645668099730223,-0.007241899805203733,"50m / sub50_8
n = 187,893 px","sub50_8
n = 187,893 px"
