scale,quad_id,n_pixels,sample_rule,rule_type,rule_value,rule_label,rule_axis_label,sample_label,sample_size,sample_fraction,source_method,source_entropy,n_boot,entropy_mean,entropy_sd,entropy_cv,entropy_se,ci_t,ci_half_width,ci_low,ci_high,entropy_min,entropy_max,pair_method,fixed_4000_reference,delta_from_fixed_4000,scale_quad,quad_axis_label
10m,914_a,7220,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 217 pixels (3.0%),217,0.030055401662049862,bootstrap_mean,2.93095464394747,50,2.984007542243132,0.04285778438748818,0.01436249197790942,0.006061005993404768,2.0095752371292397,0.01218004755643813,2.9718274946866936,2.99618758979957,2.9024363302671046,3.072729920531621,all_pairs_within_sample,2.9568625565763593,0.02714498566677248,"10m / 914_a
n = 7,220 px","914_a
n = 7,220 px"
10m,914_a,7220,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.3%)",1250,0.1731301939058172,bootstrap_mean,2.93095464394747,50,2.955910079163673,0.16457373980110068,0.05567616584861206,0.02327424148371774,2.0095752371292397,0.04677133934864527,2.909138739815028,3.0026814185123185,2.2756060872097534,3.039583807062238,sampled_pairs_within_sample,2.9568625565763593,-9.524774126861146e-4,"10m / 914_a
n = 7,220 px","914_a
n = 7,220 px"
10m,914_a,7220,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (27.7%)",2000,0.2770083102493075,bootstrap_mean,2.93095464394747,50,2.9593227143667504,0.1637026180073358,0.055317595885234716,0.023151046258195633,2.0095752371292397,0.04652376927410349,2.912798945092647,3.005846483640854,2.3141865167340345,3.040798372754072,sampled_pairs_within_sample,2.9568625565763593,0.0024601577903911043,"10m / 914_a
n = 7,220 px","914_a
n = 7,220 px"
10m,914_a,7220,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (41.6%)",3000,0.4155124653739612,bootstrap_mean,2.93095464394747,50,2.929761061142419,0.2077199757731558,0.07089997151240665,0.029376040691420763,2.0095752371292397,0.059033363938380073,2.870727697204039,2.9887944250807994,2.3068013317414557,3.0292500482996263,sampled_pairs_within_sample,2.9568625565763593,-0.027101495433940137,"10m / 914_a
n = 7,220 px","914_a
n = 7,220 px"
10m,914_a,7220,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (55.4%)",4000,0.554016620498615,bootstrap_mean,2.93095464394747,50,2.9568625565763593,0.16531546404443884,0.055909079600862964,0.023379137132164714,2.0095752371292397,0.04698213504624692,2.9098804215301124,3.0038446916226063,2.3069142937649234,3.0172577663020985,sampled_pairs_within_sample,2.9568625565763593,0,"10m / 914_a
n = 7,220 px","914_a
n = 7,220 px"
20m,100,30808,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 308 pixels (1.0%),308,0.009997403271877434,bootstrap_mean,2.78188656943148,50,2.8316482120776394,0.15959506378496427,0.05636119031462105,0.022570150369249566,2.0095752371292397,0.04535641528032729,2.786291796797312,2.877004627357967,2.699276911294221,3.3934679968338086,all_pairs_within_sample,2.783337493422788,0.04831071865485148,"20m / 100
n = 30,808 px","100
n = 30,808 px"
20m,100,30808,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 616 pixels (2.0%),616,0.019994806543754868,bootstrap_mean,2.78188656943148,50,2.77773057504398,0.03015023038802957,0.010854267386084483,0.004263886472342484,2.0095752371292397,0.008568600668749805,2.7691619743752303,2.78629917571273,2.6872951744870153,2.8372339774562287,all_pairs_within_sample,2.783337493422788,-0.00560691837880789,"20m / 100
n = 30,808 px","100
n = 30,808 px"
20m,100,30808,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 924 pixels (3.0%),924,0.029992209815632304,bootstrap_mean,2.78188656943148,50,2.8090601522961522,0.1275975440201349,0.0454235712666514,0.01804501772787728,2.0095752371292397,0.03626282077950032,2.772797331516652,2.8453229730756524,2.730993765366181,3.4416240832959932,sampled_pairs_within_sample,2.783337493422788,0.025722658873364335,"20m / 100
n = 30,808 px","100
n = 30,808 px"
20m,100,30808,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.1%)",1250,0.04057387691508699,bootstrap_mean,2.78188656943148,50,2.7915613534439743,0.094198358713105515,0.033743968620604435,0.013321659644535962,2.0095752371292397,0.02677087733912338,2.7647904761048507,2.818332230783098,2.7354826784670045,3.4306027626749946,sampled_pairs_within_sample,2.783337493422788,0.008223860021186358,"20m / 100
n = 30,808 px","100
n = 30,808 px"
20m,100,30808,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.5%)",2000,0.06491820306413919,bootstrap_mean,2.78188656943148,50,2.7880497684272445,0.018454853972963866,0.0066192699219190625,0.0026099104780180496,2.0095752371292397,0.005244811467749209,2.7828049569594953,2.7932945798949937,2.7399268155260557,2.825673991347265,sampled_pairs_within_sample,2.783337493422788,0.00471227500445659,"20m / 100
n = 30,808 px","100
n = 30,808 px"
20m,100,30808,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (9.7%)",3000,0.09737730459620877,bootstrap_mean,2.78188656943148,50,2.7834801591764426,0.013577633879050024,0.004877934493007948,0.0019201673976688958,2.0095752371292397,0.0038587208534983063,2.7796214383229443,2.787338880029941,2.7586428991955145,2.8230731198669434,sampled_pairs_within_sample,2.783337493422788,1.42665753654736e-4,"20m / 100
n = 30,808 px","100
n = 30,808 px"
20m,100,30808,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.0%)",4000,0.12983640612827838,bootstrap_mean,2.78188656943148,50,2.783337493422788,0.013100784620832417,0.004706861690970084,0.001852730728851007,2.0095752371292397,0.0037232017937673914,2.7796142916290205,2.7870606952165553,2.7569047907557582,2.815992972126612,sampled_pairs_within_sample,2.783337493422788,0,"20m / 100
n = 30,808 px","100
n = 30,808 px"
20m,1201,24803,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 248 pixels (1.0%),248,0.009998790468894892,bootstrap_mean,2.77916136239919,50,2.823387078353012,0.20068507066793964,0.07107954563035218,0.028381154870440323,2.0095752371292397,0.05703406602876679,2.7663530123242452,2.8804211443817787,2.6600449933354993,3.4798997652772963,all_pairs_within_sample,2.7584287205122036,0.06495835784080839,"20m / 1201
n = 24,803 px","1201
n = 24,803 px"
20m,1201,24803,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 496 pixels (2.0%),496,0.019997580937789784,bootstrap_mean,2.77916136239919,50,2.7639511568293313,0.026833914284652403,0.009708534182432857,0.0037948885512912554,2.0095752371292397,0.0076261140603401615,2.7563250427689914,2.7715772708896713,2.7194057978612904,2.83991122743441,all_pairs_within_sample,2.7584287205122036,0.005522436317127788,"20m / 1201
n = 24,803 px","1201
n = 24,803 px"
20m,1201,24803,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 744 pixels (3.0%),744,0.029996371406684676,bootstrap_mean,2.77916136239919,50,2.8419561461564204,0.21909433955713697,0.07709279393823486,0.030984618644087917,2.0095752371292397,0.06226592235905204,2.7796902237973686,2.9042220685154723,2.697017300818772,3.4449335959268126,sampled_pairs_within_sample,2.7584287205122036,0.08352742564421689,"20m / 1201
n = 24,803 px","1201
n = 24,803 px"
20m,1201,24803,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (5.0%)",1250,0.05039712937951054,bootstrap_mean,2.77916136239919,50,2.792287822625207,0.16001307713284624,0.057305366530019025,0.02262926638383233,2.0095752371292397,0.045475213359350584,2.7468126092658562,2.837763035984558,2.709003792247685,3.4367742287901186,sampled_pairs_within_sample,2.7584287205122036,0.03385910211300347,"20m / 1201
n = 24,803 px","1201
n = 24,803 px"
20m,1201,24803,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (8.1%)",2000,0.08063540700721687,bootstrap_mean,2.77916136239919,50,2.8019963129716596,0.1608783547371391,0.0574156197109765,0.022751635116153197,2.0095752371292397,0.0457211225336215,2.7562751904380383,2.847717435505281,2.726892983588289,3.4322989600449505,sampled_pairs_within_sample,2.7584287205122036,0.04356759245945607,"20m / 1201
n = 24,803 px","1201
n = 24,803 px"
20m,1201,24803,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (12.1%)",3000,0.1209531105108253,bootstrap_mean,2.77916136239919,50,2.7582822289863476,0.012915658163217212,0.004682500589493208,0.0018265498941396558,2.0095752371292397,0.0036705894366440865,2.7546116395497036,2.7619528184229916,2.730492429667811,2.782643670881083,sampled_pairs_within_sample,2.7584287205122036,-1.4649152585599623e-4,"20m / 1201
n = 24,803 px","1201
n = 24,803 px"
20m,1201,24803,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (16.1%)",4000,0.16127081401443374,bootstrap_mean,2.77916136239919,50,2.7584287205122036,0.011428064711536843,0.004142961761728904,0.0016161724106732776,2.0095752371292397,0.003247820055420487,2.755180900456783,2.761676540567624,2.727826669637831,2.783187378206138,sampled_pairs_within_sample,2.7584287205122036,0,"20m / 1201
n = 24,803 px","1201
n = 24,803 px"
20m,1402,27061,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 271 pixels (1.0%),271,0.010014411884261483,bootstrap_mean,2.89891302547439,50,2.8979232899333334,0.04362863840929697,0.015055139161499559,0.0061700212146299505,2.0095752371292397,0.012399121845482423,2.885524168087851,2.910322411778816,2.8129626862940738,2.977362534019456,all_pairs_within_sample,2.900294169407957,-0.002370879474623777,"20m / 1402
n = 27,061 px","1402
n = 27,061 px"
20m,1402,27061,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 541 pixels (2.0%),541,0.01999187021913455,bootstrap_mean,2.89891302547439,50,2.8952811626502664,0.09864406210289596,0.03407063306162629,0.013950377047348932,2.0095752371292397,0.02803433226296853,2.8672468303872978,2.923315494913235,2.240700778299421,2.967132569986892,all_pairs_within_sample,2.900294169407957,-0.0050130067576907855,"20m / 1402
n = 27,061 px","1402
n = 27,061 px"
20m,1402,27061,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 812 pixels (3.0%),812,0.03000628210339603,bootstrap_mean,2.89891302547439,50,2.8995178571667166,0.02111137614321739,0.007280995387228453,0.0029855994462097838,2.0095752371292397,0.0059997867150899525,2.8935180704516266,2.9055176438818067,2.8485505095259587,2.9415485554126817,sampled_pairs_within_sample,2.900294169407957,-7.763122412405288e-4,"20m / 1402
n = 27,061 px","1402
n = 27,061 px"
20m,1402,27061,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.6%)",1250,0.046191936735523444,bootstrap_mean,2.89891302547439,50,2.8987148700462084,0.023062813841213343,0.007956220213147663,0.0032615744120729844,2.0095752371292397,0.006554379172556228,2.892160490873652,2.905269249218765,2.8383325232635856,2.967749772660493,sampled_pairs_within_sample,2.900294169407957,-0.0015792993617487205,"20m / 1402
n = 27,061 px","1402
n = 27,061 px"
20m,1402,27061,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.4%)",2000,0.07390709877683752,bootstrap_mean,2.89891302547439,50,2.8999164414297898,0.017147478225051128,0.005913093901628644,0.0024250196266364633,2.0095752371292397,0.004873259391241031,2.895043182038549,2.9047897008210306,2.857387671349833,2.9395967318628506,sampled_pairs_within_sample,2.900294169407957,-3.777279781673748e-4,"20m / 1402
n = 27,061 px","1402
n = 27,061 px"
20m,1402,27061,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.1%)",3000,0.11086064816525627,bootstrap_mean,2.89891302547439,50,2.9005411415737434,0.013516348008010942,0.004659940110581363,0.001911500266668364,2.0095752371292397,0.0038413036016626827,2.8966998379720805,2.9043824451754063,2.8749436012036402,2.940701788830344,sampled_pairs_within_sample,2.900294169407957,2.4697216578628556e-4,"20m / 1402
n = 27,061 px","1402
n = 27,061 px"
20m,1402,27061,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (14.8%)",4000,0.14781419755367503,bootstrap_mean,2.89891302547439,50,2.900294169407957,0.010451011674919582,0.0036034316053715917,0.0014779962451190829,2.0095752371292397,0.002970144654761307,2.8973240247531957,2.9032643140627186,2.8799864808276725,2.923293031192342,sampled_pairs_within_sample,2.900294169407957,0,"20m / 1402
n = 27,061 px","1402
n = 27,061 px"
20m,1512,30984,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 310 pixels (1.0%),310,0.010005163955589981,bootstrap_mean,2.76327276047858,50,2.769983441148432,0.09164240990029177,0.033084100265342,0.012960193896954702,2.0095752371292397,0.02604448472371367,2.743938956424718,2.7960279258721457,2.68597764763534,3.34943346950127,all_pairs_within_sample,2.7775228914142702,-0.007539450265838354,"20m / 1512
n = 30,984 px","1512
n = 30,984 px"
20m,1512,30984,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 620 pixels (2.0%),620,0.020010327911179963,bootstrap_mean,2.76327276047858,50,2.760814503327154,0.028161774712179528,0.010200531284604884,0.003982676373845995,2.0095752371292397,0.008003487818380586,2.7528110155087733,2.768817991145535,2.6991204821828085,2.812789869061595,all_pairs_within_sample,2.7775228914142702,-0.016708388087116166,"20m / 1512
n = 30,984 px","1512
n = 30,984 px"
20m,1512,30984,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 930 pixels (3.0%),930,0.030015491866769946,bootstrap_mean,2.76327276047858,50,2.8051088355484355,0.16055676929333595,0.05723726910651045,0.02270615606654438,2.0095752371292397,0.04562972896171945,2.759479106586716,2.850738564510155,2.713372505640555,3.4536156966965046,sampled_pairs_within_sample,2.7775228914142702,0.027585944134165263,"20m / 1512
n = 30,984 px","1512
n = 30,984 px"
20m,1512,30984,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.0%)",1250,0.0403434030467338,bootstrap_mean,2.76327276047858,50,2.787846602725724,0.13583418511783782,0.04872369411754236,0.019209854682754386,2.0095752371292397,0.03860364827931438,2.7492429544464096,2.8264502510050384,2.7167517897571996,3.451026764725944,sampled_pairs_within_sample,2.7775228914142702,0.01032371131145382,"20m / 1512
n = 30,984 px","1512
n = 30,984 px"
20m,1512,30984,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.5%)",2000,0.06454944487477407,bootstrap_mean,2.76327276047858,50,2.762169223786217,0.01661397142354002,0.006014827506030415,0.002349570371204933,2.0095752371292397,0.004721638435865989,2.7574475853503513,2.766890862222083,2.7188287846767185,2.799497837874608,sampled_pairs_within_sample,2.7775228914142702,-0.015353667628053014,"20m / 1512
n = 30,984 px","1512
n = 30,984 px"
20m,1512,30984,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (9.7%)",3000,0.09682416731216112,bootstrap_mean,2.76327276047858,50,2.775333234991706,0.09924096872203973,0.03575821723705057,0.01403479239097527,2.0095752371292397,0.028203971247153778,2.747129263744552,2.8035372062388597,2.7365712924437373,3.457623171841468,sampled_pairs_within_sample,2.7775228914142702,-0.002189656422564301,"20m / 1512
n = 30,984 px","1512
n = 30,984 px"
20m,1512,30984,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (12.9%)",4000,0.12909888974954814,bootstrap_mean,2.76327276047858,50,2.7775228914142702,0.09382739568748735,0.03378096215787152,0.013269197550339146,2.0095752371292397,0.026665450813737515,2.750857440600533,2.8041883422280076,2.7366435263432085,3.420978102134978,sampled_pairs_within_sample,2.7775228914142702,0,"20m / 1512
n = 30,984 px","1512
n = 30,984 px"
20m,1518,35713,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 357 pixels (1.0%),357,0.009996359868955283,bootstrap_mean,2.9318486657167,50,2.9285548413620375,0.048151004409750085,0.016441899509505378,0.006809580347815527,2.0095752371292397,0.013684364042211999,2.9148704773198255,2.9422392054042494,2.839802377508104,3.071082626691251,all_pairs_within_sample,2.933817179560911,-0.005262338198873451,"20m / 1518
n = 35,713 px","1518
n = 35,713 px"
20m,1518,35713,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 714 pixels (2.0%),714,0.019992719737910565,bootstrap_mean,2.9318486657167,50,2.923256442864257,0.027214672303478953,0.009309710877371247,0.0038487358667119373,2.0095752371292397,0.007734324291995451,2.9155221185722615,2.9309907671562527,2.874236273232392,3.00194490480249,sampled_pairs_within_sample,2.933817179560911,-0.010560736696653805,"20m / 1518
n = 35,713 px","1518
n = 35,713 px"
20m,1518,35713,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 1,071 pixels (3.0%)",1071,0.029989079606865848,bootstrap_mean,2.9318486657167,50,2.9316471060079112,0.02061059547540031,0.007030380782585464,0.0029147783649896663,2.0095752371292397,0.005857466424003286,2.925789639583908,2.9375045724319144,2.879992829303952,2.9854193578840165,sampled_pairs_within_sample,2.933817179560911,-0.002170073552999696,"20m / 1518
n = 35,713 px","1518
n = 35,713 px"
20m,1518,35713,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (3.5%)",1250,0.03500126004536163,bootstrap_mean,2.9318486657167,50,2.9300319612665846,0.024673749264943222,0.00842098297599366,0.0034893950845075886,2.0095752371292397,0.007012201954386941,2.9230197593121976,2.9370441632209716,2.8781096213150748,2.987902431603684,sampled_pairs_within_sample,2.933817179560911,-0.00378521829432632,"20m / 1518
n = 35,713 px","1518
n = 35,713 px"
20m,1518,35713,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (5.6%)",2000,0.05600201607257861,bootstrap_mean,2.9318486657167,50,2.9310320462452126,0.02078158945875709,0.007090195238697327,0.0029389605660244023,2.0095752371292397,0.005906062376381973,2.925125983868831,2.9369381086215944,2.8838243957313194,2.9783514548769743,sampled_pairs_within_sample,2.933817179560911,-0.002785133315698296,"20m / 1518
n = 35,713 px","1518
n = 35,713 px"
20m,1518,35713,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (8.4%)",3000,0.08400302410886792,bootstrap_mean,2.9318486657167,50,2.93408570281336,0.01424635577440078,0.00485546681909823,0.002014738955054984,2.0095752371292397,0.004048769513358136,2.930036933300002,2.938134472326718,2.905958775873148,2.970506837726894,sampled_pairs_within_sample,2.933817179560911,2.6852325244908215e-4,"20m / 1518
n = 35,713 px","1518
n = 35,713 px"
20m,1518,35713,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (11.2%)",4000,0.11200403214515722,bootstrap_mean,2.9318486657167,50,2.933817179560911,0.0158798119064759,0.005412679432483434,0.002245744536607197,2.0095752371292397,0.004512992609684102,2.9293041869512266,2.9383301721705952,2.9064273056837675,2.9816760343071693,sampled_pairs_within_sample,2.933817179560911,0,"20m / 1518
n = 35,713 px","1518
n = 35,713 px"
20m,1800,29990,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 300 pixels (1.0%),300,0.010003334444814937,bootstrap_mean,2.77191289044029,50,2.791761364433681,0.15958227290656338,0.057161860229029714,0.022568341465878643,2.0095752371292397,0.045352780152906724,2.7464085842807746,2.8371141445865877,2.7070361655682325,3.432778295390335,all_pairs_within_sample,2.810518384404268,-0.018757019970586875,"20m / 1800
n = 29,990 px","1800
n = 29,990 px"
20m,1800,29990,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 600 pixels (2.0%),600,0.020006668889629875,bootstrap_mean,2.77191289044029,50,2.746971584540998,0.02612987639509294,0.00951224852202433,0.0036953225581073034,2.0095752371292397,0.007426028705977513,2.739545555835021,2.7543976132469754,2.687544638381487,2.8157222906644708,all_pairs_within_sample,2.810518384404268,-0.06354679986326994,"20m / 1800
n = 29,990 px","1800
n = 29,990 px"
20m,1800,29990,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 900 pixels (3.0%),900,0.030010003334444816,bootstrap_mean,2.77191289044029,50,2.9125250113709265,0.29345914694486247,0.10075764012297053,0.04150139056118635,2.0095752371292397,0.08340016677818926,2.8291248445927373,2.9959251781491156,2.689506433325173,3.4500923733953037,sampled_pairs_within_sample,2.810518384404268,0.10200662696665841,"20m / 1800
n = 29,990 px","1800
n = 29,990 px"
20m,1800,29990,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.2%)",1250,0.04168056018672891,bootstrap_mean,2.77191289044029,50,2.826982041135747,0.22626959158421484,0.0800392744954653,0.03199935251710177,2.0095752371292397,0.06430510642253692,2.76267693471321,2.891287147558284,2.699053488096847,3.4657577933251464,sampled_pairs_within_sample,2.810518384404268,0.01646365673147887,"20m / 1800
n = 29,990 px","1800
n = 29,990 px"
20m,1800,29990,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.7%)",2000,0.06668889629876626,bootstrap_mean,2.77191289044029,50,2.9157668884552033,0.30018644596736305,0.1029528276612004,0.04245277431276231,2.0095752371292397,0.08531204400636341,2.8304548444488398,3.0010789324615668,2.7040827043849345,3.4476827682117044,sampled_pairs_within_sample,2.810518384404268,0.10524850405093522,"20m / 1800
n = 29,990 px","1800
n = 29,990 px"
20m,1800,29990,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (10.0%)",3000,0.10003334444814939,bootstrap_mean,2.77191289044029,50,2.823369560614541,0.2231619233588034,0.07904098934545056,0.031559861861928495,2.0095752371292397,0.06342191688495101,2.75994764372959,2.886791477499492,2.7113953601592304,3.4420354863401594,sampled_pairs_within_sample,2.810518384404268,0.012851176210272985,"20m / 1800
n = 29,990 px","1800
n = 29,990 px"
20m,1800,29990,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.3%)",4000,0.13337779259753252,bootstrap_mean,2.77191289044029,50,2.810518384404268,0.2063462032978907,0.07341926828976388,0.029181759924807288,2.0095752371292397,0.05864294212074315,2.751875442283525,2.869161326525011,2.7213290542978203,3.433845331514149,sampled_pairs_within_sample,2.810518384404268,0,"20m / 1800
n = 29,990 px","1800
n = 29,990 px"
20m,1805,25420,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 254 pixels (1.0%),254,0.00999213217938631,bootstrap_mean,2.84709684644686,50,2.840833433813189,0.049247437002599516,0.017335559493361692,0.006964639332119084,2.0095752371292397,0.013995966737362838,2.826837467075826,2.854829400550552,2.7143299736889763,2.9499330199110423,all_pairs_within_sample,2.841053979819296,-2.2054600610710295e-4,"20m / 1805
n = 25,420 px","1805
n = 25,420 px"
20m,1805,25420,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 508 pixels (2.0%),508,0.01998426435877262,bootstrap_mean,2.84709684644686,50,2.8517263044111174,0.033334641094272234,0.011689284852725672,0.00471423015323593,2.0095752371292397,0.009473600178070906,2.8422527042330463,2.8611999045891885,2.7851004219375093,2.925318208164178,all_pairs_within_sample,2.841053979819296,0.010672324591821436,"20m / 1805
n = 25,420 px","1805
n = 25,420 px"
20m,1805,25420,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 763 pixels (3.0%),763,0.03001573564122738,bootstrap_mean,2.84709684644686,50,2.839074298714135,0.025208964577158974,0.008879290192784509,0.0035650859598401153,2.0095752371292397,0.007164308463131823,2.831909990251003,2.8462386071772667,2.7929064065037275,2.8920774299944196,sampled_pairs_within_sample,2.841053979819296,-0.001979681105161113,"20m / 1805
n = 25,420 px","1805
n = 25,420 px"
20m,1805,25420,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.9%)",1250,0.04917387883556255,bootstrap_mean,2.84709684644686,50,2.8445638167513603,0.021345993017452193,0.007504135745434049,0.0030187792827602276,2.0095752371292397,0.006066464092993721,2.8384973526583663,2.850630280844354,2.7975449680652087,2.894427687415869,sampled_pairs_within_sample,2.841053979819296,0.003509836932064303,"20m / 1805
n = 25,420 px","1805
n = 25,420 px"
20m,1805,25420,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.9%)",2000,0.07867820613690008,bootstrap_mean,2.84709684644686,50,2.840417550812087,0.0156372955270807,0.005505280560814002,0.0022114475413233664,2.0095752371292397,0.004444070217253778,2.8359734805948333,2.8448616210293407,2.807160380160489,2.874008228929847,sampled_pairs_within_sample,2.841053979819296,-6.364290072089496e-4,"20m / 1805
n = 25,420 px","1805
n = 25,420 px"
20m,1805,25420,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.8%)",3000,0.11801730920535011,bootstrap_mean,2.84709684644686,50,2.843462009814726,0.013320583495857824,0.004684635648332705,0.0018838149838565348,2.0095752371292397,0.0037856679428911106,2.839676341871835,2.847247677757617,2.8105141668565805,2.8794934121589484,sampled_pairs_within_sample,2.841053979819296,0.0024080299954301054,"20m / 1805
n = 25,420 px","1805
n = 25,420 px"
20m,1805,25420,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (15.7%)",4000,0.15735641227380015,bootstrap_mean,2.84709684644686,50,2.841053979819296,0.012225161858577372,0.004303037515448738,0.0017288989702606392,2.0095752371292397,0.003474352558134022,2.837579627261162,2.84452833237743,2.8115672817379393,2.869151994658961,sampled_pairs_within_sample,2.841053979819296,0,"20m / 1805
n = 25,420 px","1805
n = 25,420 px"
20m,1910,25613,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 256 pixels (1.0%),256,0.009994924452426503,bootstrap_mean,2.79976085257441,50,2.8433483895951346,0.1592633611824459,0.05601260885414168,0.022523240537333972,2.0095752371292397,0.04526214644373182,2.7980862431514026,2.8886105360388665,2.692887391511333,3.4527131992114453,all_pairs_within_sample,2.8029505301543085,0.04039785944082608,"20m / 1910
n = 25,613 px","1910
n = 25,613 px"
20m,1910,25613,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 512 pixels (2.0%),512,0.019989848904853006,bootstrap_mean,2.79976085257441,50,2.8002966301391736,0.03147693455595114,0.01124057152273427,0.004451510775095644,2.0095752371292397,0.008945645821446194,2.7913509843177273,2.80924227596062,2.743882030557348,2.8661048454572695,all_pairs_within_sample,2.8029505301543085,-0.00265390001513488,"20m / 1910
n = 25,613 px","1910
n = 25,613 px"
20m,1910,25613,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 768 pixels (3.0%),768,0.029984773357279507,bootstrap_mean,2.79976085257441,50,2.8139199199113616,0.09770218740208486,0.03472102624909187,0.013817175849754615,2.0095752371292397,0.027766654434727034,2.7861532654766346,2.8416865743460886,2.729049022856414,3.4627017694963773,sampled_pairs_within_sample,2.8029505301543085,0.010969389757053083,"20m / 1910
n = 25,613 px","1910
n = 25,613 px"
20m,1910,25613,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.9%)",1250,0.04880334205286378,bootstrap_mean,2.79976085257441,50,2.806914445488705,0.02215940333925683,0.007894577397922334,0.003133812873647266,2.0095752371292397,0.0062976327486783685,2.8006168127400266,2.8132120782373833,2.7636025179585726,2.8466869412370945,sampled_pairs_within_sample,2.8029505301543085,0.0039639153343964395,"20m / 1910
n = 25,613 px","1910
n = 25,613 px"
20m,1910,25613,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.8%)",2000,0.07808534728458205,bootstrap_mean,2.79976085257441,50,2.8027832953324996,0.013178778372318,0.004702032581064951,0.0018637607109641336,2.0095752371292397,0.003745367372687909,2.799037927959812,2.8065286627051873,2.774705077675777,2.8386256862283465,sampled_pairs_within_sample,2.8029505301543085,-1.672348218089148e-4,"20m / 1910
n = 25,613 px","1910
n = 25,613 px"
