"Name","n_pixels","boot_1","boot_2","boot_3","boot_4","boot_5","boot_6","boot_7","boot_8","boot_9","boot_10","boot_mean","boot_sd","boot_cv","boot_median","boot_min","boot_max"
"118",33183,2.94736011806061,2.94545745106956,2.95070935189741,2.94849817594347,2.92968054079567,2.97321849459738,2.95518882055027,2.25952556359894,2.94711009474651,2.25856647330024,2.81153150845601,0.27642678133115,0.0983189341822294,2.94545745106956,0.0983189341822294,2.97321849459738
"119",30706,2.30367046646177,2.97792345239049,3.00307070791618,2.99460426208538,2.98193862472944,3.01323327586057,3.00135863969336,3.00801736257807,3.00333253174281,3.01100489772007,2.92981542211781,0.209007573344726,0.0713381367873491,2.99460426208538,0.0713381367873491,3.01323327586057
"12",28715,2.91186019567895,2.89547215485219,2.25642946055106,2.24815606952609,2.92442598624863,2.87998453585108,2.22297506451617,2.89317850557823,2.90850024572456,2.23022064871124,2.63712028672382,0.325003146953434,0.123241684723148,2.63712028672382,0.123241684723148,2.92442598624863
"120",28260,2.27104712584161,2.97428957068343,2.28041523960928,2.96747181324856,2.27922048993443,2.28304739929935,3.00082524008666,2.33405979024376,2.27760773363063,2.29532942143864,2.49633138240163,0.317727124161331,0.127277622835337,2.28304739929935,0.127277622835337,3.00082524008666
"1200",23951,2.42136351834774,2.43280849664215,2.43855992416677,2.3910934941696,3.0931684781783,2.42021520128522,3.12713066558938,2.44109787059781,2.42421255166324,2.4377105098994,2.56273607105396,0.274148913233525,0.106975086638859,2.43280849664215,0.106975086638859,3.12713066558938
"1201",24747,2.35127085959932,2.36799486729885,3.02143472842469,2.32267477233338,2.32637065031625,3.03044061091046,2.34946456559273,2.37346576180008,2.37775240971358,2.36678824505293,2.48876574710423,0.269165025303708,0.108152012947338,2.36678824505293,0.108152012947338,3.03044061091046
"1202",28389,3.07018504326036,2.39848686301519,2.38502710083051,2.39481584821208,2.37945813598411,2.39485262674579,2.41434840240885,3.06484869914856,2.41896152073925,2.40119684793791,2.53221810882826,0.267885081082379,0.105790682148758,2.39848686301519,0.105790682148758,3.07018504326036
"1203",30565,2.6040848787057,2.58932822831797,2.59502238327548,2.60407188080251,2.59207849627768,2.56835684260502,2.5913114955891,2.60575143512348,2.58392128348573,2.58581467465573,2.59197415988384,0.0107710076436289,0.00415552277114971,2.5913114955891,0.00415552277114971,2.60575143512348
"1204",34641,2.54248208981749,2.56424695550513,2.56764022269674,2.5547547737645,2.5406431587783,2.55388250092444,2.52964414461656,2.54572596742395,2.57159307746993,2.54608007063422,2.55166929616313,0.0125789263572127,0.0049296851971089,2.54608007063422,0.0049296851971089,2.57159307746993
"1205",32270,2.36721790412981,2.37901126112053,2.40043302124245,2.38203643291235,2.37196157021842,2.34674191355221,3.05309316736458,2.37259086596622,2.37383278040314,2.35204291236302,2.43989618292727,0.204892690191029,0.0839759870213857,2.37259086596622,0.0839759870213857,3.05309316736458
"1206",22995,2.55516120038302,2.55094200843094,2.53591247201711,2.54385230562523,2.53218008219537,2.54262727726572,2.52094127444604,2.54681365521467,2.55569107372751,2.57464046919232,2.54587618184979,0.0139990323804663,0.00549870904181007,2.54385230562523,0.00549870904181007,2.57464046919232
"1207",29050,3.05409893588112,3.03248768646351,2.34844185906,2.37325844832776,3.00781755961509,2.355185054453,2.35725749582297,3.03730495860729,3.0355582672847,3.03880797289521,2.76402182384106,0.331298293989579,0.119860954472923,2.76402182384106,0.119860954472923,3.05409893588112
"1208",25629,2.58253438160374,2.54857591989938,2.58894040090103,2.58926468696243,2.58768991153757,2.61879619042368,2.57078725902609,2.58622083720516,2.59218131430224,2.56806071308018,2.58330516149415,0.0174046077259959,0.0067373409790771,2.58330516149415,0.0067373409790771,2.61879619042368
