"","Name","spectral_entropy"
"277","319",1.42008689980338
"278","320",1.54038284348272
"279","321",1.55017285196427
"280","322",1.4283745631115
"281","323",1.46217314585264
"282","324",1.39898085266188
"283","4",1.48178297804127
"284","400",1.57728758249809
"285","401",1.5389781984935
"286","402",1.53787485698921
"287","403",1.49186874460434
"288","404",1.40835881568527
"289","405",1.51387775620058
"290","406",1.62620071037622
"291","407",1.81461855890062
"292","408",1.61083429839524
"293","409",1.54889513900092
"294","410",1.38081283989829
"295","411",1.44666485304116
"296","412",1.60098132015101
"297","413",1.46260862674115
"298","414",1.39962913577328
"299","415",1.41633799174015
"300","416",1.5061918899198
"301","417",1.51991763118537
"302","418",1.5410379218089
"303","419",1.73194135091489
"304","420",1.44884182479123
"305","421",1.45602018611119
"306","422",1.45985914527657
"307","423",1.52499587194856
"308","424",1.51640102465745
"309","5",1.66137554249093
"310","500",1.51621559158627
"311","501",1.56795128133649
"312","502",1.43598875554613
"313","503",1.41893592182449
"314","504",1.44417798126082
"315","505",1.54435844672948
"316","506",1.59555248948655
"317","507",1.71903391630101
"318","508",1.71791832154499
"319","509",1.43440183912682
"320","510",1.47931946356794
"321","511",1.53078138742877
"322","512",1.50292712301365
"323","513",1.50868105757188
"324","514",1.42315676548732
"325","515",1.5085203507377
"326","516",1.45126339308099
"327","517",1.41678434128848
"328","518",1.41230960913661
"329","519",1.69282046979312
"330","520",1.55699143733146
"331","521",1.41376014552602
"332","522",1.32842276822546
"333","523",1.48380322322886
"334","524",1.60563336544466
"335","6",1.61653296958223
"336","600",1.49782350266132
"337","601",1.52039938675188
"338","602",1.49582151990865
"339","603",1.52032225016096
"340","604",1.48821186053975
"341","605",1.54322925499572
"342","606",1.54201560752387
"343","607",1.67693563645808
"344","608",1.4862052339515
"345","609",1.50208367885877
"346","610",1.50222886448353
"347","611",1.46039349483738
"348","612",1.63512040877489
"349","613",1.60243535949106
"350","614",1.51037044789776
"351","615",1.46141321040505
"352","616",1.49654672877672
"353","617",1.47378012165268
"354","618",1.43078112967585
"355","619",1.49598058856586
"356","620",1.62724259832026
"357","621",1.40955530317755
"358","622",1.43590465431524
"359","623",1.33758931389303
"360","624",1.44318838315752
"361","7",1.49981574751359
"362","700",1.63745123896202
"363","701",1.41008112719249
"364","702",1.39598162421756
"365","703",1.559367528213
"366","704",1.62593475626159
"367","705",1.51264043666323
"368","706",1.60375279734603
"369","707",1.67171849900277
"370","708",1.61170753299483
"371","709",1.50316554894059
"372","710",1.39903620500414
