"quad_id","n_pixels","manual_excluded","metric_method","pca_euclidean_mean","pca_euclidean_median","pca_euclidean_sd","rao_q_pca","rao_q_distance","alpha_hull_area","alpha_hull_method","alpha_hull_n_points","alpha_hull_alpha","pca_convex_hull_area","pca_hull_volume_3d","pca_hull_area_3d","pca_hull_3d_method","pca_hull_3d_n_points","sa_n_pixels","sa_n_pairs","sa_method","sa_entropy","sa_exact_entropy","sa_boot_mean","sa_boot_sd","sa_boot_cv","sa_boot_median","sa_boot_min","sa_boot_max","scale"
"sub50_28",178528,FALSE,"all_pixels",8.41276390924289,7.84250399040192,4.32368167325251,178.937430182326,"squared_euclidean_pc1_pc3",701.416577081561,"sampled_pixels",10000,1,1272.4472674618,14587.1683589971,3854.0613639504,"sampled_pixels",10000,178528,15936034128,"bootstrap_mean",2.87754311904105,NA,2.87754311904105,0.0115256142473009,0.00400536630399542,2.87607844163933,2.8456178944995,2.90655172244658,"50m"
"sub50_29",172241,FALSE,"all_pixels",9.49572356869832,8.65847140693712,5.51909494764316,241.257996573248,"squared_euclidean_pc1_pc3",844.651046698898,"sampled_pixels",10000,1,2666.16507177073,38466.2888695151,7435.22579155968,"sampled_pixels",10000,172241,14833394920,"bootstrap_mean",2.86403216982063,NA,2.86403216982063,0.11215687947104,0.0391604817337174,2.88284183701303,2.21268152790318,2.91806152356428,"50m"
"sub50_3",170209,FALSE,"all_pixels",8.19251150768189,7.33764558821303,4.62872122805289,177.084358271028,"squared_euclidean_pc1_pc3",686.229891345176,"sampled_pixels",10000,1,1383.06876318854,16813.5077504535,4142.83213190892,"sampled_pixels",10000,170209,14485466736,"bootstrap_mean",2.79296909972678,NA,2.79296909972678,0.0801255605939684,0.0286883090120139,2.80261881705662,2.14083495089286,2.83699327203273,"50m"
"sub50_30",160607,FALSE,"all_pixels",7.96429970282513,7.23090405094708,5.03647999970593,177.592085209445,"squared_euclidean_pc1_pc3",648.296751213856,"sampled_pixels",10000,1,2788.37975086768,31689.1067687173,7261.27741146235,"sampled_pixels",10000,160607,12897223921,"bootstrap_mean",2.85066655187621,NA,2.85066655187621,0.0138089000823846,0.00484409517251186,2.84889793798053,2.82055671731519,2.88083988633519,"50m"
"sub50_31",187329,FALSE,"all_pixels",9.79071311139164,8.8081422559217,5.47090747926583,251.577464198921,"squared_euclidean_pc1_pc3",929.082896216486,"sampled_pixels",10000,1,2227.92290370828,19763.3832718371,5162.94333570809,"sampled_pixels",10000,187329,17545983456,"bootstrap_mean",2.84753358073202,NA,2.84753358073202,0.0134074787571459,0.00470845325507951,2.84739377479248,2.81955250667032,2.8827190903117,"50m"
"sub50_32",162092,FALSE,"all_pixels",8.13749802015088,7.50464133858126,4.37210446357558,170.668107079371,"squared_euclidean_pc1_pc3",722.302058445482,"sampled_pixels",10000,1,1536.92763629826,13199.0256700027,3677.62267205916,"sampled_pixels",10000,162092,13136827186,"bootstrap_mean",2.81953795035748,NA,2.81953795035748,0.0119845651744601,0.00425054224680344,2.82069908955425,2.79367279287097,2.84780042822551,"50m"
"sub50_33",178883,FALSE,"all_pixels",8.99384850631011,7.50020132598411,6.69637364744178,251.460960612068,"squared_euclidean_pc1_pc3",859.896477083511,"sampled_pixels",10000,1,3449.38522925996,38941.119744636,10057.8852281447,"sampled_pixels",10000,178883,15999474403,"bootstrap_mean",2.90194303108821,NA,2.90194303108821,0.0160065525741585,0.00551580523900089,2.90021384712779,2.87382467039863,2.94048068202025,"50m"
"sub50_34",182142,FALSE,"all_pixels",8.07654387486587,6.98585244490058,5.04398037508697,181.344318612217,"squared_euclidean_pc1_pc3",735.711724018573,"sampled_pixels",10000,1,2380.77181016107,26054.0961417941,6571.8401310344,"sampled_pixels",10000,182142,16587763011,"bootstrap_mean",2.75619945231375,NA,2.75619945231375,0.15821761280027,0.0574042682823445,2.79263151437596,2.10534389819985,2.83021499832096,"50m"
"sub50_35",193953,FALSE,"all_pixels",8.71605791318978,7.8455743500503,4.95106088449371,200.965086083465,"squared_euclidean_pc1_pc3",792.290794544755,"sampled_pixels",10000,1,2581.70373504659,21278.2602451626,5510.51186981185,"sampled_pixels",10000,193953,18808786128,"bootstrap_mean",2.78205722913375,NA,2.78205722913375,0.139563216953877,0.0501654730507945,2.80949300853043,2.11513933255148,2.84761183990832,"50m"
"sub50_36",174203,FALSE,"all_pixels",9.26729870498548,8.60453001267391,4.79780260383139,217.803205948666,"squared_euclidean_pc1_pc3",792.649015221292,"sampled_pixels",10000,1,2178.45560777646,23184.6912091211,5760.40856689998,"sampled_pixels",10000,174203,15173255503,"bootstrap_mean",2.8808076342713,NA,2.8808076342713,0.0155552497047469,0.00539961416364464,2.88247087518885,2.8403287876145,2.91823265840041,"50m"
