"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","spectral_group","biodiversity_group"
"50m","sp_even","Species evenness","spec_alpha","Raw PCA alpha hull","identity","identity",74,-0.261798530362481,-0.243835616438356,0.068538470499955,5.29787835536854,0.0242472167245599,-402.254542306746,1059.7574779137,0.00138472058147001,0.297081523326809,"raw_pca","species"
"50m","phy_faith","Faith's PD","spec_rao_q","Raw PCA Rao's Q","identity","identity",74,0.1594731425415,0.0723731951129211,0.0254316831920616,1.8788638602842,0.174721428869938,0.0191298435099813,166.673990078434,0.000240602865961399,0.353766966851629,"raw_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_rao_q","Raw PCA Rao's Q","identity","identity",74,0.319454659106728,0.204087375046279,0.102051279224996,8.18275246036103,0.0055309729280205,0.302683813499987,129.085509752341,0.00433273971231178,0.303468184952361,"raw_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_rao_q","Raw PCA Rao's Q","identity","identity",74,0.345646792233139,0.225087004813032,0.119471704981059,9.76909294942211,0.00255879120793995,0.00904187529218,157.659795961041,0.000651127121982887,0.179558110595943,"raw_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_rao_q","Raw PCA Rao's Q","identity","identity",74,-0.0285426870537627,-0.0951025402979018,0.000814684984249028,0.0587051450661136,0.809243171587761,-0.357897918460841,198.162768311577,3.53901077682713e-05,-0.118641319170621,"raw_pca","species"
"50m","sp_shannon","Shannon diversity","spec_rao_q","Raw PCA Rao's Q","identity","identity",74,-0.110523126720012,-0.168426508700481,0.0122153615399678,0.890382373478536,0.348529351078841,-14.8418404015637,225.799419446279,3.2488206528076e-05,-0.0249790426250495,"raw_pca","species"
"50m","sp_simpson","Simpson diversity","spec_rao_q","Raw PCA Rao's Q","identity","identity",74,-0.0779005985234394,-0.15027027027027,0.00606850325031008,0.439599947733985,0.509432754045606,-52.8459938372199,237.445184658029,4.09334441650937e-05,-0.00333176372850103,"raw_pca","species"
"50m","sp_even","Species evenness","spec_rao_q","Raw PCA Rao's Q","identity","identity",74,-0.180931182663698,-0.217267678637542,0.0327360928600846,2.43676898158586,0.122905121500228,-106.305291585052,279.835076823042,8.75343814466788e-05,0.11468969542798,"raw_pca","species"
"50m","phy_faith","Faith's PD","spec_pca_mean","Raw PCA mean distance","identity","identity",74,0.126983982170555,0.0573861532765642,0.0161249317278919,1.18002287266733,0.280974839068959,0.000282006317972662,8.07697140077044,0.101390058168808,0.330804294446096,"raw_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_pca_mean","Raw PCA mean distance","identity","identity",74,0.291630971162552,0.205746019992595,0.085048623341213,6.69270634132395,0.0117003721806345,0.00511563612565182,7.38575111464991,0.392355904444982,0.257863165599168,"raw_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_pca_mean","Raw PCA mean distance","identity","identity",74,0.375448308455495,0.235868196964087,0.140961432322093,11.8146303426461,0.000979965548292768,0.000181828587535492,7.75663017902172,0.203155467265203,0.125898935377564,"raw_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_pca_mean","Raw PCA mean distance","identity","identity",74,-0.0424243294251745,-0.0901159459952258,0.00179982372717572,0.129820963206516,0.719672591539897,-0.00984839216850912,8.61247362461246,0.0249401663733881,-0.14271300780911,"raw_pca","species"
"50m","sp_shannon","Shannon diversity","spec_pca_mean","Raw PCA mean distance","identity","identity",74,-0.157317534937267,-0.182465753424658,0.0247488067987383,1.8271334625698,0.180697906488629,-0.39110895351609,9.33424345928396,0.0182916816814872,0.00547196714910431,"raw_pca","species"
"50m","sp_simpson","Simpson diversity","spec_pca_mean","Raw PCA mean distance","identity","identity",74,-0.108103594903406,-0.170973713439467,0.0116863872310397,0.851369312092596,0.359247005424391,-1.35768006955706,9.61149656421327,0.0257713256915011,0.010994008548072,"raw_pca","species"
"50m","sp_even","Species evenness","spec_pca_mean","Raw PCA mean distance","identity","identity",74,-0.238822068903824,-0.24952239911144,0.0570359805955028,4.35498122767145,0.0404421541504994,-2.59777748471146,10.5911036684048,0.0424316766429925,0.159440588871787,"raw_pca","species"
"50m","phy_faith","Faith's PD","spec_convex","Raw PCA convex hull","identity","identity",74,0.0890644977895761,0.042843391336542,0.00793248476650942,0.575705679723074,0.450477261478278,0.17595790928201,1776.40528109066,3.8711263532053e-06,0.119592327051139,"raw_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_convex","Raw PCA convex hull","identity","identity",74,0.172792744222523,0.114046649389115,0.0298573324559503,2.21588845511819,0.140963547437156,2.69640905708962,1449.06113046319,8.95354855044851e-06,0.155989288583295,"raw_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_convex","Raw PCA convex hull","identity","identity",74,0.0749728432792722,0.0300185116623473,0.00562092722937831,0.406994446682804,0.525522799047278,0.0323005760962003,1889.95280588113,3.55869910436185e-06,0.0204900731634588,"raw_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_convex","Raw PCA convex hull","identity","identity",74,-0.0766646499857883,-0.0581124303213349,0.00587746855744343,0.425679654923282,0.51619420679105,-15.8321457272004,2261.60058754051,8.42392449811177e-06,0.138591570940386,"raw_pca","species"
"50m","sp_shannon","Shannon diversity","spec_convex","Raw PCA convex hull","identity","identity",74,-0.0371144198346164,-0.0397038134024435,0.00137748015966016,0.0993153764561492,0.753564319816761,-82.0838230388703,2198.41871588744,4.5044143978991e-06,0.0588948014831651,"raw_pca","species"
"50m","sp_simpson","Simpson diversity","spec_convex","Raw PCA convex hull","identity","identity",74,-0.00923131185936296,-0.00576082932247316,8.52171186448149e-05,0.0061361554479135,0.93777997241617,-103.137120715999,2102.26311363598,3.65276111001528e-06,0.014995655126416,"raw_pca","species"
"50m","sp_even","Species evenness","spec_convex","Raw PCA convex hull","identity","identity",74,-0.00194142105000617,-0.0171343946686412,3.76911569340683e-06,0.000271377352777931,0.986902179675946,-18.7863106714498,2030.12417873305,3.62098967694639e-06,-0.0153062661592259,"raw_pca","species"
"50m","phy_faith","Faith's PD","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,0.231840437125477,0.15666790077749,0.0537499882865323,4.08982732758179,0.0468577561183798,5.55612528116746,12093.3861302684,3.58984390175324e-05,0.297942882795807,"raw_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,0.304342827455767,0.234801925212884,0.0926245566237707,7.34973392281491,0.00838056392463541,57.6105497382304,7532.68838977277,0.000592334645700885,0.365970155069463,"raw_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,0.236428644802004,0.140851536467975,0.0558985040829122,4.2629868836932,0.0425539849518839,1.23562035155947,14845.7984956592,3.09159515969228e-05,0.225334282951012,"raw_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,0.00112439288300939,0.0290413298045401,1.26425935536206e-06,9.10267886675371e-05,0.992414048293759,2.81670511588404,19574.1090903294,3.48243876703492e-06,-0.0391697328448408,"raw_pca","species"
"50m","sp_shannon","Shannon diversity","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,-0.0133955850439827,0.0524990744168826,0.000179441698670573,0.0129221210716368,0.909811409490808,-359.381120395018,20422.3750619508,3.64424574251708e-06,0.0954838318955007,"raw_pca","species"
"50m","sp_simpson","Simpson diversity","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,0.00329287746929288,0.0713957793409848,1.08430420277767e-05,0.00078070749124406,0.977786396014533,446.2783552087,19239.1657556191,3.45097258500727e-06,-0.0826779670492656,"raw_pca","species"
"50m","sp_even","Species evenness","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,-0.0452654277089133,0.0207774898185857,0.00204895894567085,0.147827937463187,0.701753047341117,-5313.33339389652,23979.128453303,4.48500062634585e-06,0.148304469616797,"raw_pca","species"
"50m","phy_faith","Faith's PD","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,0.180411118103761,0.126279155868197,0.0325481715354493,2.42231011571055,0.124003388819125,0.865777799206609,3821.57719549706,1.85520032410765e-05,0.249226403883271,"raw_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,0.240353015160973,0.188685671973343,0.057769571896971,4.41442884088976,0.0391375067631873,9.11063876459105,3082.89922361507,0.000196652055031255,0.307358388537556,"raw_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,0.161271154475,0.0784746390225842,0.0260083852656995,1.92260765986286,0.16984795166553,0.168772607094363,4342.26146708784,1.23403870502046e-05,0.155221333569631,"raw_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,-0.0375764038219089,-0.00221791806298128,0.00141198612418717,0.101806750660758,0.750595999864601,-18.8494556703945,5288.04779772593,3.87161828089251e-06,0.092527660578145,"raw_pca","species"
"50m","sp_shannon","Shannon diversity","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,-0.042004558640315,0.0182302850796001,0.00176438294656765,0.127260107716705,0.722333306744121,-225.657775409001,5499.14894339474,3.9569759063701e-06,0.126876537851333,"raw_pca","species"
"50m","sp_simpson","Simpson diversity","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,-0.0331987870742142,0.0413328396890041,0.00110215946319901,0.0794430402489245,0.77886216543053,-900.975070547119,5758.98237641331,3.79315010563443e-06,0.120880570056456,"raw_pca","species"
"50m","sp_even","Species evenness","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,-0.052537486911099,0.011714179933358,0.00276018753093389,0.19928356223083,0.656639521124536,-1234.89501668617,6007.67907641717,4.18484473488342e-06,0.151939246734848,"raw_pca","species"
"50m","phy_faith","Faith's PD","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.312046202184145,0.344450203628286,0.097372832297548,7.76715367793423,0.006798368113766,0.0979531633920174,561.111766943329,0.000559541954795295,0.169936520081149,"standardized_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.487492851705372,0.479718622732321,0.237649280463836,22.4447196741768,1.05731990146838e-05,1.20871502928829,440.209375650145,0.00562532560343724,0.227242559626104,"standardized_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.49661711716589,0.44299148463532,0.246628561062159,23.5703870344633,6.7867866274078e-06,0.0339956513409134,562.470883499817,4.93961012729145e-05,0.0322920516634099,"standardized_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.0993962206874893,0.104911989985853,0.00987960868695609,0.718429629065117,0.399468353588474,3.2614437164656,642.908629656901,0.00017900772733017,0.00637143839828228,"standardized_pca","species"
"50m","sp_shannon","Shannon diversity","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.00735254036469407,0.0564087375046279,5.40598498144547e-05,0.00389251961566656,0.95042508656658,2.58373347379555,687.986798499371,0.00023342489837482,-0.140750792769089,"standardized_pca","species"
"50m","sp_simpson","Simpson diversity","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.00565706299604386,0.042339874120696,3.20023617412086e-05,0.00230424378661022,0.961847124066499,10.0424109695184,685.244001676708,0.000241304215434009,-0.091844727712032,"standardized_pca","species"
"50m","sp_even","Species evenness","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,-0.116331001239826,-0.0368900407256572,0.0135329018494603,0.987735865684645,0.323624772286631,-178.859753111313,840.574575885504,0.000723298563709264,0.185796155594693,"standardized_pca","species"
"50m","phy_faith","Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.228497773040916,0.237171417993336,0.0522112322846578,3.96629381202415,0.0502138828430735,0.042112034344048,107.566721895534,4.68283770984486e-09,0.195521100742673,"standardized_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.351984292043169,0.336956682710107,0.123892941845131,10.1817371859052,0.00210224532802153,0.512393531220324,57.1107778462464,1.94667352573676e-08,0.322688249287066,"standardized_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.27182203942987,0.287315808959645,0.0738872211198138,5.74431110545646,0.0191401335572798,0.0109247380844179,122.405230838584,1.06156605807055e-09,0.17001831083067,"standardized_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.0543247057077504,0.0444476733963899,0.00295117365023369,0.213113437578318,0.645729748442504,1.04655506545574,148.278356073814,9.23366877876272e-10,0.040862317630297,"standardized_pca","species"
"50m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.0347138647079294,0.00383561643835616,0.00120505240296043,0.0868684540524481,0.769044820674281,7.16205985427963,148.569358337628,9.95306932041376e-10,0.0554291506104634,"standardized_pca","species"
"50m","sp_simpson","Simpson diversity","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.0197925058769975,-0.0104405775638652,0.000391743288890977,0.0282165704522606,0.867071625393393,20.6287276915897,147.086167336325,1.00481306527671e-09,0.0632843447468145,"standardized_pca","species"
"50m","sp_even","Species evenness","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,-0.0268539192268312,-0.0592225101814143,0.000721132977841169,0.0519590437845343,0.820334889628767,-24.240943786502,184.495513815975,8.20135948530226e-10,-0.0331076627563101,"standardized_pca","species"
"50m","phy_faith","Faith's PD","spec_spca_mean","Std PCA mean distance","identity","identity",74,0.282206004698475,0.32768604220659,0.0796402290878758,6.23027719762704,0.0148492854422724,0.00075778278031684,6.30552110396668,7.32955716322949e-06,0.156544144367781,"standardized_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_mean","Std PCA mean distance","identity","identity",74,0.443755339348242,0.4546908552388,0.196918801200073,17.6546950764035,7.49221640000885e-05,0.00941191896033385,5.35738417441559,9.53772797910607e-05,0.2193196112136,"standardized_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_mean","Std PCA mean distance","identity","identity",74,0.418752580398847,0.416719733432062,0.175353723590693,15.310162016985,0.000204733071759934,0.00024520995368623,6.38473021157698,1.97699287421833e-06,0.11746113773644,"standardized_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_spca_mean","Std PCA mean distance","identity","identity",74,0.09200059274604,0.119514524346823,0.00846410906562271,0.61461804690756,0.435625894318764,0.0258231702863469,6.92908279668875,5.33346546032458e-06,-0.024277810047309,"standardized_pca","species"
"50m","sp_shannon","Shannon diversity","spec_spca_mean","Std PCA mean distance","identity","identity",74,0.00861894511590569,0.0394076268048871,7.42862149109937e-05,0.00534900483091398,0.941899985949822,0.0259085630535952,7.27379801334447,1.04709237916363e-05,-0.0799384993666526,"standardized_pca","species"
"50m","sp_simpson","Simpson diversity","spec_spca_mean","Std PCA mean distance","identity","identity",74,-0.00896748545516929,0.0103813402443539,8.04157953886715e-05,0.00579040290783981,0.939554807229045,-0.13617474581951,7.44739043233513,1.15104689333879e-05,0.0415853676207968,"standardized_pca","species"
"50m","sp_even","Species evenness","spec_spca_mean","Std PCA mean distance","identity","identity",74,-0.107336341944514,-0.082088115512773,0.0115210903020297,0.839186849216234,0.362687551374,-1.41170147472457,8.49048531053612,1.88976200647633e-05,0.121331564553658,"standardized_pca","species"
"50m","phy_faith","Faith's PD","spec_spca_convex","Std PCA convex hull","identity","identity",74,0.0997050258474487,0.0296334690855239,0.00994109217924043,0.722945504809187,0.397998102596875,0.3453229701711,2870.33028219195,0.00020441846006569,0.167711562292954,"standardized_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_convex","Std PCA convex hull","identity","identity",74,0.125361131956469,0.098407997038134,0.0157154134054073,1.1495758245124,0.287218637353822,3.42947331397954,2618.57712574407,0.000212813569461582,0.172005958643882,"standardized_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_convex","Std PCA convex hull","identity","identity",74,-0.024587388635201,-0.0522917437985931,0.000604539679898413,0.0435531865821607,0.835276404669764,-0.0185704719174099,3409.72364957736,0.000157226033189087,-0.0614904024847504,"standardized_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_spca_convex","Std PCA convex hull","identity","identity",74,-0.0018457827210324,-0.0366477467856369,3.40691385326199e-06,0.000245298633146174,0.987547352186501,-0.668235348151219,3348.42128590276,0.000170466217941604,-0.0393103167373396,"standardized_pca","species"
"50m","sp_shannon","Shannon diversity","spec_spca_convex","Std PCA convex hull","identity","identity",74,0.0432852374630419,0.0210440577563865,0.00187361178223193,0.13515327308556,0.714226150477887,167.825887015362,2962.38477360374,0.000116255904662102,0.053006030164806,"standardized_pca","species"
"50m","sp_simpson","Simpson diversity","spec_spca_convex","Std PCA convex hull","identity","identity",74,0.0285484917893097,0.0359422436134765,0.000815016383444283,0.0587290447416369,0.80920510974589,559.163735068325,2863.29749731782,0.000134796329554115,0.0540744002569644,"standardized_pca","species"
"50m","sp_even","Species evenness","spec_spca_convex","Std PCA convex hull","identity","identity",74,0.0524910505143605,0.0811403184005924,0.00275531038410116,0.19893046282522,0.656923954380513,890.453566877341,2607.1312320681,0.000108466716499625,0.0123747721735696,"standardized_pca","species"
"50m","phy_faith","Faith's PD","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,-0.0496613611712145,-0.086442058496853,0.00246625079337781,0.178009072138592,0.674346946372231,-3.54455489290976,64303.9211793256,5.97316395737115e-05,-0.0656373851897922,"standardized_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,0.112688515015215,0.0111810440577564,0.0126987014163343,0.926066341944136,0.339108038751137,63.5299990629258,46176.4301156184,0.000192026539307395,0.198317980812872,"standardized_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,0.0394125593613252,0.00208811551277305,0.00155334983540998,0.112015186921686,0.738834489065271,0.613450948789677,57134.2565319696,7.79674388921751e-05,0.0579845077619082,"standardized_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,-0.12578334103182,-0.168799938484615,0.0158214488811272,1.15745696565538,0.285585465673367,-938.440334008135,74138.1347887739,6.05721590739828e-05,0.0380078222424724,"standardized_pca","species"
"50m","sp_shannon","Shannon diversity","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,-0.0545149635150962,-0.108833765272121,0.00297188124705226,0.214613254895355,0.644572682625007,-4355.81617033411,69252.4081083763,5.15250040168886e-05,-0.0549551082124857,"standardized_pca","species"
"50m","sp_simpson","Simpson diversity","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,-0.0126812968390049,-0.0651462421325435,0.000160815289518956,0.011580563176985,0.914601976781239,-5118.63505209249,63849.0114783661,6.06827617366146e-05,-0.106384183082204,"standardized_pca","species"
"50m","sp_even","Species evenness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,0.0204951997072021,-0.00377637911884487,0.000420053211038105,0.0302565405517572,0.862397560154251,7164.94462251841,53622.6731284982,7.66231182573619e-05,0.0952010232541056,"standardized_pca","species"
"50m","phy_faith","Faith's PD","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,0.00731942710861373,-0.0558756016290263,5.35740131983085e-05,0.00385753561394211,0.950648074943214,0.0636176759927081,9212.45893928617,0.000735943378974095,0.174044349336971,"standardized_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,0.119284205754244,0.0123065531284709,0.0142287217424208,1.03925523907038,0.311408059187034,8.18916758106034,7580.72036945036,0.0014690400088294,0.232094712869375,"standardized_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,0.0237401719188752,-0.0284191040355424,0.000563595762737745,0.0406017779071057,0.840876741660681,0.0449973239575369,9124.82671505474,0.000755018167855208,0.0670804214131693,"standardized_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,-0.0952919325094918,-0.145370387940102,0.00908055240139354,0.659791040013144,0.419311284179001,-86.575956021152,10648.7331547397,0.000496941601849405,-0.0368898689171437,"standardized_pca","species"
"50m","sp_shannon","Shannon diversity","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,-0.0451678854929156,-0.102199185486857,0.00204013787990113,0.147190215687456,0.702365653640389,-439.482108174122,10282.2330015444,0.000541128024548453,-0.112186151951654,"standardized_pca","species"
"50m","sp_simpson","Simpson diversity","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,-0.0282712766756479,-0.0676342095520178,0.000799265084871032,0.0575931182792838,0.811023310170035,-1389.61195261431,10478.3294639945,0.000590675548885282,-0.150030825584188,"standardized_pca","species"
"50m","sp_even","Species evenness","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,0.00215441393701367,-0.0158015549796372,4.64149941199961e-06,0.00033418950880438,0.985465368543401,91.7164963155104,9223.33687337117,0.000714238722015713,0.103797229502424,"standardized_pca","species"
"50m","phy_faith","Faith's PD","spec_sa","Spectral angle entropy","identity","identity",80,0.170649203834405,0.244725738396624,0.0291211507693164,2.33958105257577,0.130169067142278,3.61602996975768e-05,2.79850110504972,2.93687521382678e-05,-0.0592095797754739,"non_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_sa","Spectral angle entropy","identity","identity",80,0.339670044773391,0.424730426629161,0.115375739316357,10.1730283315101,0.00205278699607648,0.000572401452586361,2.72760417917179,1.71414778045501e-06,-0.089088772774817,"non_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_sa","Spectral angle entropy","identity","identity",80,0.227838204522037,0.280661040787623,0.0519102474398258,4.27069197760307,0.0420938278359521,1.05841843387123e-05,2.8069234291066,9.57747188403706e-06,-0.12536853223914,"non_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_sa","Spectral angle entropy","identity","identity",80,0.0716775852249167,0.121087664885681,0.00513767622367523,0.402808243783454,0.52749976684536,0.00153196450319237,2.82332611604475,0.000126231709412982,-0.0939503983212767,"non_pca","species"
"50m","sp_shannon","Shannon diversity","spec_sa","Spectral angle entropy","identity","identity",80,0.0471013094209912,0.139076418190342,0.00221853334917196,0.173430362277886,0.678224710717653,0.0105589800042941,2.82352088854447,0.00016516028178667,-0.0705387705993775,"non_pca","species"
"50m","sp_simpson","Simpson diversity","spec_sa","Spectral angle entropy","identity","identity",80,0.000501177476405036,0.11418190342241,2.51178862855227e-07,1.9591956223793e-05,0.996479652021057,0.000564610153626654,2.84657451031782,0.000229521868922943,-0.0502532047748372,"non_pca","species"
"50m","sp_even","Species evenness","spec_sa","Spectral angle entropy","identity","identity",80,-0.0333408947923418,0.0628223159868729,0.00111161526555398,0.0868024816769309,0.76906489440999,-0.0335418609262669,2.87453587645434,0.000249244544715158,0.00389493353421534,"non_pca","species"
