"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","abs_r"
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.25",1744,0.010397005429966,0.118184761008124,0.000108097721910742,0.188326589243785,0.664366786676428,0.00546660268188089,3.33079482870729,1.51533612546617e-43,-0.0548970919351341,0.010397005429966
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.5",1744,-0.00209391440551631,0.118184761008124,4.38447753762908e-06,0.00763779335828328,0.9303680095403,-0.00892310510165242,11.464123513188,6.24411425590271e-51,0.0574557419310221,0.00209391440551631
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_2",1744,-0.0248317877147296,0.118184761008124,0.000616617681109396,1.07481074780351,0.300005221137291,-8154.68169688081,73916.7776210495,7.97035965417159e-68,0.0468332548829117,0.0248317877147296
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","boxcox",1744,0.0496642947113849,0.118184761008124,0.00246654216917929,4.30734069617445,0.0380946769731111,0.00050281827413374,1.21982563269669,0.000485234222874691,-0.0540295740745313,0.0496642947113849
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","yeojohnson",1744,0.0515058120523347,0.118184761008124,0.00265284867517048,4.63355451109305,0.0314895171353042,0.000317014444128416,1.09429665863603,0.00128106326688195,-0.0547201308619879,0.0515058120523347
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","identity",1744,-0.00246145761846527,0.118184761008124,6.05877360750058e-06,0.0105544475712744,0.918185245344763,-0.06537045344541,144.34720893348,2.74335797587073e-61,0.0498075759128672,0.00246145761846527
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","log",1744,0.0647957722202825,0.118184761008124,0.00419849209762274,7.34460951908481,0.00679237988355066,0.00540274196285842,4.72392856642243,3.00585320339728e-35,-0.049279801622324,0.0647957722202825
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","log1p",1744,0.0645173339652717,0.118184761008124,0.0041624863819864,7.28135983859078,0.00703465146795103,0.00534491326601145,4.73367878193122,1.9521391169881e-35,-0.0491618154768335,0.0645173339652717
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","sqrt",1744,0.0306028559667412,0.118184761008124,0.000936534793321105,1.6329729459458,0.201462598432685,0.0196719690227051,11.1177454645422,4.35642994172304e-51,-0.0484453975742715,0.0306028559667412
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.25",1744,0.0486584498822729,0.118184761008124,0.00236764474494566,4.13422552302937,0.0421756168252309,0.00385919122525578,3.2909291891547,8.96184538541407e-44,-0.0478497031436319,0.0486584498822729
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.5",1744,0.0306028559667412,0.118184761008124,0.000936534793321105,1.6329729459458,0.201462598432685,0.0196719690227051,11.1177454645422,4.35642994172304e-51,-0.0484453975742715,0.0306028559667412
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_2",1744,-0.0237298257555378,0.118184761008124,0.000563104630388185,0.981480942599633,0.32197104481519,-1175.49927650441,60805.1955374416,7.9762312715612e-68,0.0477901568950738,0.0237298257555378
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","boxcox",1744,0.0961072284853633,0.118184761008124,0.00923659936713781,16.2401599486581,5.82015052444848e-05,0.000146774842811076,1.2194570992023,0.000140059391221251,-0.0698240406003527,0.0961072284853633
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","yeojohnson",1744,0.0979111596615548,0.118184761008124,0.00958659518627041,16.8614931232921,4.20708158085859e-05,9.09041679362485e-05,1.09409018975811,0.00064362855544182,-0.0721135717853652,0.0979111596615548
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","identity",1744,0.0458375850264805,0.118184761008124,0.00210108420105983,3.66779502442476,0.0556371203780842,4.05236447907803e-05,138.749825710139,1.92204559809812e-61,-0.0141694344195089,0.0458375850264805
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","log",1744,0.14064304023936,0.118184761008124,0.0197804647677702,35.1529105337532,3.66698285892183e-09,3.90376295125588e-07,4.76557682144938,1.15453616198634e-35,-0.0180300828780485,0.14064304023936
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","log1p",1744,0.140358565872223,0.118184761008124,0.0197005270137073,35.0079939891572,3.94448401543573e-09,3.87080067162973e-07,4.77478194237175,7.52832741588075e-36,-0.017734699710058,0.140358565872223
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","sqrt",1744,0.0976017065356812,0.118184761008124,0.00952609311867725,16.7540548998269,4.44971893175738e-05,2.08853097724194e-06,11.1942925307772,2.2378689956869e-51,-0.00979976535106976,0.0976017065356812
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","power_0.25",1744,0.121508002391962,0.118184761008124,0.014764194645285,26.1046410740491,3.58908161049162e-07,3.20804570164656e-07,3.31595543280746,3.92767513396524e-44,-0.0117532117785093,0.121508002391962
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","power_0.5",1744,0.0976017065356812,0.118184761008124,0.00952609311867725,16.7540548998269,4.44971893175738e-05,2.08853097724194e-06,11.1942925307772,2.2378689956869e-51,-0.00979976535106976,0.0976017065356812
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","power_2",1744,-0.00710819028572024,0.118184761008124,5.05263691380076e-05,0.0880213824392705,0.766743159249248,-0.0117215352658451,43501.8381341535,6.55332179704997e-68,0.0265628997260047,0.00710819028572024
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","boxcox",1744,0.169109618271676,0.118184761008124,0.028598062991992,51.2844620070378,1.17382105171984e-12,8.59728880619161e-09,1.22081458241072,7.28216398666749e-05,-0.0574919592300972,0.169109618271676
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","yeojohnson",1744,0.170047152999403,0.118184761008124,0.0289160342432024,51.8716541801844,8.77906018181579e-13,5.25555521434345e-09,1.09493872092523,0.00049813613870426,-0.0622293957390308,0.170047152999403
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","identity",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","log",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","log1p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","sqrt",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","power_0.25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","power_0.5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","power_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","boxcox",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","yeojohnson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","identity",1744,-0.0016284090378813,0.118184761008124,2.6517159946535e-06,0.0046193015117621,0.945820942601376,-0.0218573471860959,143.962690442398,2.72465658468544e-61,0.04950158044276,0.0016284090378813
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","log",1744,0.0667472482677226,0.118184761008124,0.00445519515131301,7.79568123482584,0.0052943190093302,0.00281284456168002,4.7257291006352,2.90377637532811e-35,-0.0490479177641131,0.0667472482677226
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","log1p",1744,0.0664665147904977,0.118184761008124,0.00441779758839546,7.72995276567148,0.00548962787732561,0.00278299206339008,4.73545244722533,1.88630429638293e-35,-0.0489287334604976,0.0664665147904977
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","sqrt",1744,0.0321001723242874,0.118184761008124,0.00103042106324895,1.79684499911415,0.180269175667348,0.0104288890954824,11.1187303095359,4.27799372133324e-51,-0.0480279508242367,0.0321001723242874
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_0.25",1744,0.0504210931895505,0.118184761008124,0.00254228663842934,4.43995095212478,0.0352498766824399,0.00202113395509099,3.29186045085279,8.73096867208901e-44,-0.0474976423620122,0.0504210931895505
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_0.5",1744,0.0321001723242874,0.118184761008124,0.00103042106324895,1.79684499911415,0.180269175667348,0.0104288890954824,11.1187303095359,4.27799372133324e-51,-0.0480279508242367,0.0321001723242874
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_2",1744,-0.0237710128982768,0.118184761008124,0.000565061054210043,0.984892881043542,0.321131637823197,-595.141610928364,59911.144004993,7.98695696474401e-68,0.0479996332717773,0.0237710128982768
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","boxcox",1744,0.0982496321675788,0.118184761008124,0.00965299022106455,16.9794110539577,3.95607068729755e-05,7.58352836131947e-05,1.21952330678891,0.000133690124207031,-0.0702223589526142,0.0982496321675788
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","yeojohnson",1744,0.100051127931875,0.118184761008124,0.0100102282004406,17.6141390768814,2.84202994916898e-05,4.69481412178751e-05,1.09413179120421,0.000628203313871291,-0.0725926237756062,0.100051127931875
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","identity",1744,-0.0816976109520962,-0.0194271108448491,0.00667449963528009,11.7051040775545,0.000637688841598317,-8.07229145284834,176.947667850264,6.54654578791352e-61,0.121930486015696,0.0816976109520962
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","log",1744,-0.0585145774124112,-0.0194271108448491,0.00342395576975311,5.98502340633414,0.0145261243351123,-0.0181522293799483,4.88515928632328,2.23588529204332e-34,0.0949414259014061,0.0585145774124112
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","log1p",1744,-0.0587022597429792,-0.0194271108448491,0.00344595529893225,6.02361122576211,0.0142129765101632,-0.0180932844551011,4.89374773534909,1.43689888428373e-34,0.0951675991951688,0.0587022597429792
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","sqrt",1744,-0.074826518296903,-0.0194271108448491,0.00559900784043679,9.80838890441879,0.00176605283448952,-0.178953317299015,12.1750717388858,1.47987630205207e-50,0.111968995594808,0.074826518296903
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","power_0.25",1744,-0.0672844056750948,-0.0194271108448491,0.00452719124705078,7.92223261451198,0.00493800267370664,-0.0198541268293396,3.43479776492316,4.27842278701011e-43,0.104414025439663,0.0672844056750948
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","power_0.5",1744,-0.074826518296903,-0.0194271108448491,0.00559900784043679,9.80838890441879,0.00176605283448952,-0.178953317299015,12.1750717388858,1.47987630205207e-50,0.111968995594808,0.074826518296903
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","power_2",1744,-0.069495611736629,-0.0194271108448491,0.00482964005064829,8.45406304972498,0.00368837723595627,-12808.0655348201,95551.7312576532,1.77733260009518e-67,0.110494088986354,0.069495611736629
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","boxcox",1744,-0.0323876147130798,-0.0194271108448491,0.00104895758680281,1.82920287244134,0.176397259676672,-0.000184023326431813,1.22254917927479,0.00232076767550919,0.0632405784176651,0.0323876147130798
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","yeojohnson",1744,-0.0300382202710666,-0.0194271108448491,0.000902294677053044,1.57321683260031,0.209908739673281,-0.000103758609085164,1.09596268677497,0.00243394721207966,0.0604901817534184,0.0300382202710666
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log","identity",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log","log",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log","log1p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log","sqrt",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log","power_0.25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log","power_0.5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log","power_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log","boxcox",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log","yeojohnson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log1p","identity",1744,-0.0824762003726716,-0.0194271108448491,0.00680232362791309,11.9308049562787,0.000565354811688997,-38.2514514059301,204.369127981017,6.6348918641307e-61,0.125691319141825,0.0824762003726716
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log1p","log",1744,-0.0635615025703922,-0.0194271108448491,0.00404006460900589,7.06634102317115,0.00792641727952026,-0.0925532875213201,4.9572564983325,2.3421774891773e-34,0.0930237567021446,0.0635615025703922
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log1p","log1p",1744,-0.0637308343823706,-0.0194271108448491,0.00406161925107312,7.10419527164808,0.00776141670634355,-0.0922027750321946,4.96553106909164,1.50419550618731e-34,0.0932807275900137,0.0637308343823706
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log1p","sqrt",1744,-0.0778599675628832,-0.0194271108448491,0.00606217454889322,10.6247169528729,0.0011373733560049,-0.874037830851708,12.8245512427562,1.49157651873592e-50,0.113622984339509,0.0778599675628832
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log1p","power_0.25",1744,-0.0714043360340753,-0.0194271108448491,0.00509857920446711,8.92724122062244,0.00284875650384602,-0.0988991941440607,3.50993284530806,4.37018285488581e-43,0.104395114723952,0.0714043360340753
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log1p","power_0.5",1744,-0.0778599675628832,-0.0194271108448491,0.00606217454889322,10.6247169528729,0.0011373733560049,-0.874037830851708,12.8245512427562,1.49157651873592e-50,0.113622984339509,0.0778599675628832
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log1p","power_2",1744,-0.0681520366369515,-0.0194271108448491,0.00464470009776438,8.12882351769288,0.00440802995407496,-58957.1924403194,136290.714178809,1.73234865353536e-67,0.117551560860875,0.0681520366369515
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log1p","boxcox",1744,-0.0393647988270322,-0.0194271108448491,0.00154958738669287,2.70357064659198,0.10030421931694,-0.00104986569573842,1.22345819189387,0.00273967387361519,0.0546471434417164,0.0393647988270322
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","log1p","yeojohnson",1744,-0.0371551661481998,-0.0194271108448491,0.00138050637150004,2.40816658847209,0.120885304968585,-0.000602422172302186,1.0964919348742,0.00269182764513801,0.0512971157168302,0.0371551661481998
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","sqrt","identity",1744,-0.0805681506126697,-0.0194271108448491,0.00649122689314585,11.3815977814661,0.000758012887113126,-30.3214453258509,204.060820812706,6.47842880332767e-61,0.123646922940615,0.0805681506126697
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","sqrt","log",1744,-0.0602428883864394,-0.0194271108448491,0.003629205601141,6.34510384359662,0.0118594638225644,-0.0711820860441075,4.95213537204329,2.21122708418298e-34,0.0925946538645211,0.0602428883864394
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","sqrt","log1p",1744,-0.0604144810032216,-0.0194271108448491,0.00364990951488861,6.38143403172699,0.0116199982905198,-0.0709255426595092,4.9604554495901,1.42048294831819e-34,0.092838513175675,0.0604144810032216
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","sqrt","sqrt",1744,-0.0750622087087122,-0.0194271108448491,0.00563433517623028,9.87062629393248,0.00170762759715026,-0.683761402905277,12.7993198218329,1.44327899743276e-50,0.111882759535515,0.0750622087087122
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","sqrt","power_0.25",1744,-0.0682876141210468,-0.0194271108448491,0.00466319824234499,8.16134932800649,0.00433003612550459,-0.0767498150423771,3.50583727286958,4.18655724993096e-43,0.103225799666276,0.0682876141210468
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","sqrt","power_0.5",1744,-0.0750622087087122,-0.0194271108448491,0.00563433517623028,9.87062629393248,0.00170762759715026,-0.683761402905277,12.7993198218329,1.44327899743276e-50,0.111882759535515,0.0750622087087122
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","sqrt","power_2",1744,-0.067513551084694,-0.0194271108448491,0.00455807958006559,7.97653229745903,0.00479270887016842,-47393.2113737399,137134.998613925,1.71399549411198e-67,0.114894712126526,0.067513551084694
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","sqrt","boxcox",1744,-0.0359389165616886,-0.0194271108448491,0.001291605723628,2.25288701231977,0.133546605773494,-0.000777782057106787,1.22334067243782,0.00254622956861116,0.0559440445978152,0.0359389165616886
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","sqrt","yeojohnson",1744,-0.0337437786862402,-0.0194271108448491,0.00113864260002606,1.98577649896124,0.158961664834416,-0.000443958816152425,1.09641981422973,0.00260797349328734,0.0528652827868269,0.0337437786862402
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.25","identity",1744,-0.0686383983537222,-0.0194271108448491,0.00471122972856427,8.24581009280428,0.00413400778660237,-62.6196485344195,231.369649051767,5.37480731560066e-61,0.112986622096082,0.0686383983537222
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.25","log",1744,-0.0517953439169117,-0.0194271108448491,0.0026827576514712,4.68593505699127,0.0305459426106377,-0.148358565974907,5.01814884458875,1.71987597816596e-34,0.0827996276450741,0.0517953439169117
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.25","log1p",1744,-0.0519319819882284,-0.0194271108448491,0.0026969307532257,4.71075796013285,0.0301091375745082,-0.147792874795645,5.02618741282144,1.10504332140081e-34,0.0830384964449662,0.0519319819882284
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.25","sqrt",1744,-0.0640479931953042,-0.0194271108448491,0.00410214543234576,7.17537176164372,0.00746062324136273,-1.41431370568997,13.4182590908086,1.1723561337246e-50,0.102754840557882,0.0640479931953042
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.25",1744,-0.0584278015317434,-0.0194271108448491,0.00341380799183283,5.96722448039301,0.0146729534346613,-0.159188585737801,3.57592533391241,3.31993149332275e-43,0.0931624349848753,0.0584278015317434
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.5",1744,-0.0640479931953042,-0.0194271108448491,0.00410214543234576,7.17537176164372,0.00746062324136273,-1.41431370568997,13.4182590908086,1.1723561337246e-50,0.102754840557882,0.0640479931953042
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_2",1744,-0.0576696346527275,-0.0194271108448491,0.00332578676097908,5.81285284666652,0.0160124083872121,-98136.2292484312,180185.148098522,1.31207939056449e-67,0.104539786267033,0.0576696346527275
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.25","boxcox",1744,-0.0321291562651014,-0.0194271108448491,0.00103228268230735,1.80009463910186,0.179875918918162,-0.00168557950176706,1.22415270464096,0.00245555022929142,0.0458633262581913,0.0321291562651014
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.25","yeojohnson",1744,-0.0303819748154921,-0.0194271108448491,0.000923064393689103,1.60946381254471,0.204736688773915,-0.000968995925287245,1.0968929774074,0.00281963889826429,0.0422098704231277,0.0303819748154921
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.5","identity",1744,-0.0805681506126697,-0.0194271108448491,0.00649122689314585,11.3815977814661,0.000758012887113126,-30.3214453258509,204.060820812706,6.47842880332767e-61,0.123646922940615,0.0805681506126697
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.5","log",1744,-0.0602428883864394,-0.0194271108448491,0.003629205601141,6.34510384359662,0.0118594638225644,-0.0711820860441075,4.95213537204329,2.21122708418298e-34,0.0925946538645211,0.0602428883864394
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.5","log1p",1744,-0.0604144810032216,-0.0194271108448491,0.00364990951488861,6.38143403172699,0.0116199982905198,-0.0709255426595092,4.9604554495901,1.42048294831819e-34,0.092838513175675,0.0604144810032216
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.5","sqrt",1744,-0.0750622087087122,-0.0194271108448491,0.00563433517623028,9.87062629393248,0.00170762759715026,-0.683761402905277,12.7993198218329,1.44327899743276e-50,0.111882759535515,0.0750622087087122
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.25",1744,-0.0682876141210468,-0.0194271108448491,0.00466319824234499,8.16134932800649,0.00433003612550459,-0.0767498150423771,3.50583727286958,4.18655724993096e-43,0.103225799666276,0.0682876141210468
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.5",1744,-0.0750622087087122,-0.0194271108448491,0.00563433517623028,9.87062629393248,0.00170762759715026,-0.683761402905277,12.7993198218329,1.44327899743276e-50,0.111882759535515,0.0750622087087122
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_2",1744,-0.067513551084694,-0.0194271108448491,0.00455807958006559,7.97653229745903,0.00479270887016842,-47393.2113737399,137134.998613925,1.71399549411198e-67,0.114894712126526,0.067513551084694
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.5","boxcox",1744,-0.0359389165616886,-0.0194271108448491,0.001291605723628,2.25288701231977,0.133546605773494,-0.000777782057106787,1.22334067243782,0.00254622956861116,0.0559440445978152,0.0359389165616886
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_0.5","yeojohnson",1744,-0.0337437786862402,-0.0194271108448491,0.00113864260002606,1.98577649896124,0.158961664834416,-0.000443958816152425,1.09641981422973,0.00260797349328734,0.0528652827868269,0.0337437786862402
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_2","identity",1744,-0.0726226961810408,-0.0194271108448491,0.00527405600060378,9.23611735320071,0.00240818202399752,-0.797499526213501,158.926380197606,5.45136726407543e-61,0.104784066218281,0.0726226961810408
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_2","log",1744,-0.0493719385290533,-0.0194271108448491,0.00243758831411666,4.25665481522604,0.0392447204206869,-0.00170222382886906,4.84285056280281,1.80812584409525e-34,0.0881273094796391,0.0493719385290533
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_2","log1p",1744,-0.0495531559055114,-0.0194271108448491,0.00245551526019596,4.28803692336296,0.0385284456200803,-0.00169747934431146,4.85159173135538,1.16242696270962e-34,0.0882895330115296,0.0495531559055114
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_2","sqrt",1744,-0.0652137532381472,-0.0194271108448491,0.00425283361140598,7.44007756300061,0.00644274168860018,-0.017333808715281,11.7687895194987,1.23936295133098e-50,0.0999127476884498,0.0652137532381472
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_2","power_0.25",1744,-0.0578088865381903,-0.0194271108448491,0.00334186736278539,5.84105297025776,0.0157586252602045,-0.00189583948408289,3.38918841354367,3.53242739875975e-43,0.0951044846493671,0.0578088865381903
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_2","power_0.5",1744,-0.0652137532381472,-0.0194271108448491,0.00425283361140598,7.44007756300061,0.00644274168860018,-0.017333808715281,11.7687895194987,1.23936295133098e-50,0.0999127476884498,0.0652137532381472
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_2","power_2",1744,-0.0625652490211413,-0.0194271108448491,0.00391441038507742,6.84569976907405,0.00896230220117207,-1281.53338568631,67274.3850876378,1.42670086584916e-67,0.0882435234069514,0.0625652490211413
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_2","boxcox",1744,-0.024589607398988,-0.0194271108448491,0.000604648792036278,1.05393545652787,0.3047449827188,-1.5528020496283e-05,1.2220864142534,0.00197596542428694,0.0649544997738882,0.024589607398988
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","power_2","yeojohnson",1744,-0.0223705245150278,-0.0194271108448491,0.000500440367077473,0.872203605341381,0.350475410001612,-8.58809221110907e-06,1.0956984916904,0.0023426994383731,0.062946627730537,0.0223705245150278
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","boxcox","identity",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
