"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","abs_r"
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","sqrt","log",74,0.14408817043354,0.110492410218438,0.0207614008588848,1.52651341884481,0.220652689395644,0.00415325293344174,6.42988195595346,0.0660777337021061,0.240393097464536,0.14408817043354
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","sqrt","log1p",74,0.144100120875047,0.110492410218438,0.0207648448362034,1.52677201213897,0.220614003384668,0.00414804887354933,6.43147144953704,0.0657280591943396,0.240443254948126,0.144100120875047
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","sqrt","sqrt",74,0.148456360906107,0.110492410218438,0.0220392910934843,1.62258968512666,0.206827754376483,0.0591337160241255,24.7788944675543,0.00644377222400553,0.255426118233355,0.148456360906107
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","sqrt","power_0.25",74,0.146331695149908,0.110492410218438,0.0214129650054455,1.57546894170804,0.213473220225944,0.00553697018402861,4.984387747784,0.0223592215939414,0.248413275773915,0.146331695149908
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","sqrt","power_0.5",74,0.148456360906107,0.110492410218438,0.0220392910934843,1.62258968512666,0.206827754376483,0.0591337160241255,24.7788944675543,0.00644377222400553,0.255426118233355,0.148456360906107
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","sqrt","power_2",74,0.157569617850311,0.110492410218438,0.0248281844694932,1.833142891677,0.179991425198112,5631.39966448188,340041.337380326,8.66612889689847e-07,0.272840942384801,0.157569617850311
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","sqrt","boxcox",74,0.130306452758028,0.110492410218438,0.0169797716304902,1.2436606308937,0.268475188927537,3.62531167325791e-07,0.714199845505214,0.692923185716341,0.178171369096126,0.130306452758028
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","sqrt","yeojohnson",74,0.130337527561456,0.110492410218438,0.0169878710908062,1.24426411695988,0.268360074416481,3.61400856449112e-07,0.714200032889905,0.693261033870903,0.178343924932391,0.130337527561456
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.25","identity",74,0.153371026847673,0.110492410218438,0.0235226718763097,1.73443082221748,0.192022308301401,40.2836199386626,487.037301602735,0.000418174264512649,0.267967022522644,0.153371026847673
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.25","log",74,0.144878593664558,0.110492410218438,0.0209898069022202,1.54366737712701,0.2181041791441,0.0493304691814031,6.28420907034638,0.0706739888053144,0.242555052104767,0.144878593664558
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.25","log1p",74,0.144890985664209,0.110492410218438,0.0209933977267461,1.54393712240138,0.218064390019672,0.04926878555584,6.28598032339954,0.0703171917734481,0.242604473265539,0.144890985664209
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.25","sqrt",74,0.149407467322252,0.110492410218438,0.0223225912916498,1.64392319867773,0.203901048493313,0.703006977589516,22.7009408982037,0.00698769132501919,0.257451455581616,0.149407467322252
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.25","power_0.25",74,0.14720302937884,0.110492410218438,0.0216687318583078,1.59470390511142,0.210729871051727,0.0657963041972983,4.78999716338797,0.0241794104792527,0.250440673962384,0.14720302937884
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.25","power_0.5",74,0.149407467322252,0.110492410218438,0.0223225912916498,1.64392319867773,0.203901048493313,0.703006977589516,22.7009408982037,0.00698769132501919,0.257451455581616,0.149407467322252
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.25","power_2",74,0.158969968988455,0.110492410218438,0.0252714510401905,1.86671917718575,0.176103393878778,67113.5063658209,141160.876604393,9.19940728199623e-07,0.274705738932605,0.158969968988455
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.25","boxcox",74,0.130626798576526,0.110492410218438,0.0170633605064383,1.24988926763026,0.267290082069799,4.29301771962094e-06,0.714187208000397,0.704840868683636,0.181031211822105,0.130626798576526
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.25","yeojohnson",74,0.130659040937935,0.110492410218438,0.0170717849787945,1.25051707712622,0.267170998065405,4.27966855680111e-06,0.71418743457149,0.705229657481471,0.18120231939127,0.130659040937935
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.5","identity",74,0.152264168985374,0.110492410218438,0.0231843771568065,1.70889481725461,0.195288220888362,3.38557087835367,606.213703859117,0.000386922443902336,0.265960618197745,0.152264168985374
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.5","log",74,0.14408817043354,0.110492410218438,0.0207614008588848,1.52651341884481,0.220652689395644,0.00415325293344174,6.42988195595346,0.0660777337021061,0.240393097464536,0.14408817043354
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.5","log1p",74,0.144100120875047,0.110492410218438,0.0207648448362034,1.52677201213897,0.220614003384668,0.00414804887354933,6.43147144953704,0.0657280591943396,0.240443254948126,0.144100120875047
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.5","sqrt",74,0.148456360906107,0.110492410218438,0.0220392910934843,1.62258968512666,0.206827754376483,0.0591337160241255,24.7788944675543,0.00644377222400553,0.255426118233355,0.148456360906107
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.5","power_0.25",74,0.146331695149908,0.110492410218438,0.0214129650054455,1.57546894170804,0.213473220225944,0.00553697018402861,4.984387747784,0.0223592215939414,0.248413275773915,0.146331695149908
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.5","power_0.5",74,0.148456360906107,0.110492410218438,0.0220392910934843,1.62258968512666,0.206827754376483,0.0591337160241255,24.7788944675543,0.00644377222400553,0.255426118233355,0.148456360906107
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.5","power_2",74,0.157569617850311,0.110492410218438,0.0248281844694932,1.833142891677,0.179991425198112,5631.39966448188,340041.337380326,8.66612889689847e-07,0.272840942384801,0.157569617850311
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.5","boxcox",74,0.130306452758028,0.110492410218438,0.0169797716304902,1.2436606308937,0.268475188927537,3.62531167325791e-07,0.714199845505214,0.692923185716341,0.178171369096126,0.130306452758028
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_0.5","yeojohnson",74,0.130337527561456,0.110492410218438,0.0169878710908062,1.24426411695988,0.268360074416481,3.61400856449112e-07,0.714200032889905,0.693261033870903,0.178343924932391,0.130337527561456
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_2","identity",74,0.13828779432438,0.110492410218438,0.0191235140591021,1.40373740424064,0.239994930368564,1.62798945098458e-05,697.590633939698,0.000251730764781854,0.239932782414638,0.13828779432438
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_2","log",74,0.132243944443553,0.110492410218438,0.0174884608419895,1.281582078621,0.261361314483293,2.0182241143468e-08,6.54156419503111,0.0490713010874137,0.219823785391099,0.132243944443553
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_2","log1p",74,0.132252996026516,0.110492410218438,0.0174908549579898,1.28176064653466,0.261328382150392,2.01566605341013e-08,6.54301432406048,0.0488049970862738,0.219867523194407,0.132252996026516
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_2","sqrt",74,0.135529201159764,0.110492410218438,0.0183681643670038,1.3472544251496,0.249592722697366,2.85826691475305e-07,26.3720191495584,0.00438317986178228,0.232231332409223,0.135529201159764
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_2","power_0.25",74,0.133942448577292,0.110492410218438,0.0179405795308806,1.31531931703925,0.255230793921335,2.68340088154261e-08,5.13342058102921,0.0157970823792446,0.226788137498912,0.133942448577292
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_2","power_0.5",74,0.135529201159764,0.110492410218438,0.0183681643670038,1.3472544251496,0.249592722697366,2.85826691475305e-07,26.3720191495584,0.00438317986178228,0.232231332409223,0.135529201159764
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_2","power_2",74,0.141639834155542,0.110492410218438,0.0200618426196094,1.47402431238441,0.228679126098399,0.0268017296037298,492578.910644613,6.0125355651782e-07,0.24245881944292,0.141639834155542
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_2","boxcox",74,0.121590265973963,0.110492410218438,0.0147841927796575,1.08043524305459,0.30207826739587,1.79106677803509e-12,0.714209536304924,0.637296744952999,0.159141584488758,0.121590265973963
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","power_2","yeojohnson",74,0.121613912196107,0.110492410218438,0.0147899436396727,1.08086182756844,0.301983553481069,1.78540399190854e-12,0.71420969362974,0.637482412368226,0.159303786990418,0.121613912196107
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","boxcox","identity",74,0.148095601431818,0.110492410218438,0.021932307163452,1.61453662904337,0.20794563997345,0.0227035147191003,671.888971602972,0.000320408479078632,0.25913282437425,0.148095601431818
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","boxcox","log",74,0.140738164889445,0.110492410218438,0.0198072310564484,1.45493894797995,0.231685736777511,2.79697560928979e-05,6.51014875677915,0.0575900403996377,0.233774092335466,0.140738164889445
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","boxcox","log1p",74,0.140748990564,0.110492410218438,0.019810278344785,1.45516731027939,0.231649476424138,2.79345416704458e-05,6.51163810263209,0.0572819783117887,0.233825344281626,0.140748990564
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","boxcox","sqrt",74,0.144690841608486,0.110492410218438,0.0209354396453721,1.53958351216473,0.218707652050954,0.000397369148136597,25.9239188813287,0.00533733341241206,0.248905622847855,0.144690841608486
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","boxcox","power_0.25",74,0.142772566584972,0.110492410218438,0.0203840057692602,1.49818747757301,0.224940724465956,3.72473422733486e-05,5.09150069192106,0.0187878732094708,0.242000132940618,0.142772566584972
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","boxcox","power_0.5",74,0.144690841608486,0.110492410218438,0.0209354396453721,1.53958351216473,0.218707652050954,0.000397369148136597,25.9239188813287,0.00533733341241206,0.248905622847855,0.144690841608486
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","boxcox","power_2",74,0.152645245161842,0.110492410218438,0.0233005708705189,1.7176636461973,0.194159341124641,37.6135124908021,449664.883715724,7.43726194884858e-07,0.26252337918511,0.152645245161842
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","boxcox","boxcox",74,0.128161845687314,0.110492410218438,0.0164254586901206,1.2023827132753,0.276500017466881,2.45841344195998e-09,0.714206808726188,0.667577393852789,0.171003745418541,0.128161845687314
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","boxcox","yeojohnson",74,0.128190001124462,0.110492410218438,0.0164326763882687,1.20291989328267,0.276393637548547,2.45070249036119e-09,0.714206974517738,0.667880550206708,0.171177884486088,0.128190001124462
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","yeojohnson","identity",74,0.148096200882614,0.110492410218438,0.0219324847158634,1.61454999257737,0.207943778904209,0.0227017974269729,671.84681268645,0.000320416499628029,0.259134240383251,0.148096200882614
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","yeojohnson","log",74,0.140738651544324,0.110492410218438,0.0198073680385148,1.45494921331862,0.231684106653241,2.79676239659076e-05,6.51009686076583,0.0575910270578545,0.233775147790011,0.140738651544324
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","yeojohnson","log1p",74,0.140749477375563,0.110492410218438,0.0198104153814942,1.4551775797768,0.231647845952459,2.79324122515072e-05,6.51158627189658,0.057282959980018,0.233826399611005,0.140749477375563
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","yeojohnson","sqrt",74,0.144691385729746,0.110492410218438,0.0209355971043941,1.53959533924256,0.218705901440849,0.000397338977068936,25.9231812834816,0.00533746786056595,0.248906712438752,0.144691385729746
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","yeojohnson","power_0.25",74,0.142773082209838,0.110492410218438,0.0203841530036973,1.49819852421369,0.224939032520118,3.72445086406057e-05,5.09143156741104,0.0187882460544543,0.242001163682378,0.142773082209838
