"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","metric_group"
"20m","spec_rao_q","Raw PCA Rao's Q","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.573771287063967,0.406756399685237,0.329213489859042,213.001681516821,1.55237691002968e-39,28.0686984434345,2281.14121171481,2.03056997583846e-15,0.132595642168849,"spectral"
"20m","spec_rao_q","Raw PCA Rao's Q","spec_sa","Spectral angle entropy","identity","identity",436,0.274461311675405,0.139738242901726,0.075329011606584,35.356133638474,5.65227244632596e-09,0.000342489347957321,2.77207887005352,2.30372932764656e-07,0.0257131732871499,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_convex","Raw PCA convex hull","identity","identity",436,0.692567125630441,0.609742159340417,0.479649223504011,400.052757492801,1.50551837454213e-63,359.709339661499,-1425.52660278781,2.56886764373493e-15,0.389201685651333,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.739461190772671,0.710259693909684,0.546802852658936,523.640626262335,1.34129186273608e-76,4424.39874645596,-23153.6687701805,9.82943076819496e-19,0.424508207223386,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.715265978776544,0.659555929423024,0.511605420395167,454.62575082458,1.55168281370014e-69,913.057585222664,-3705.86070654247,4.93913968086322e-17,0.411660320938064,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.582652924537992,0.542137767427247,0.339484430472675,223.062482736897,5.37331067332665e-41,66.0536351440299,119.68132833912,8.30498660706524e-09,0.044738323855561,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.64268573623146,0.574249813770083,0.413044955555374,305.409268405979,3.63741057622535e-52,55.7680630779911,-293.734779201766,1.78584770123372e-25,0.382360220673694,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.672940353854951,0.573851220213167,0.452848719846426,359.199277315381,8.37689724135393e-59,0.756356887743547,1.01380635906297,1.86288019645741e-14,0.139132052836452,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.46824039806084,0.356973179272266,0.219249070376173,121.875098617053,3.83895513801038e-25,478.174795246618,-1278.82989513859,4.77071521528256e-15,0.287517535402735,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.443388673774152,0.350328119378264,0.196593516031201,106.199772668072,2.00977621472065e-22,10330.9837555243,-39481.3756390226,3.08092711428992e-19,0.282951909865015,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.452147593150888,0.35258980842751,0.204437445992141,111.525927299631,2.34531602615264e-23,1230.83489143401,-2676.86414889295,2.09919426251773e-15,0.253740925432767,"spectral"
"20m","spec_pca_mean","Raw PCA mean distance","spec_sa","Spectral angle entropy","identity","identity",436,0.179196162425499,0.148380903705559,0.0321112646280259,14.3986476329919,0.000168914864163801,0.0124431618815374,2.73223726517707,1.94403385600301e-08,-0.0029647942290248,"spectral"
"20m","spec_convex","Raw PCA convex hull","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.943682319750007,0.899129479200525,0.890536320608756,3530.78541936088,1.34770847391051e-210,10.8711340737615,-3534.40872583132,8.37795828628281e-12,0.5410648333165,"spectral"
"20m","spec_convex","Raw PCA convex hull","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.975640686521393,0.948696101007922,0.951874749195935,8584.13482005464,4.66172924367939e-288,2.39789775983447,117.535788271642,3.55103225352872e-10,0.389093086708515,"spectral"
"20m","spec_convex","Raw PCA convex hull","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.473776760106413,0.452307694535156,0.22446441841693,125.613266375339,8.86278154640379e-26,0.103411944623951,498.534221721391,1.73568060575019e-08,0.262721076625417,"spectral"
"20m","spec_convex","Raw PCA convex hull","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.741493620464656,0.601188107057046,0.549812789189783,530.043379239752,3.15021369825074e-77,0.12388093575569,-27.2533250704577,9.72153014580132e-25,0.57504209996862,"spectral"
"20m","spec_convex","Raw PCA convex hull","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.634966452305067,0.472503197942313,0.403182395552883,293.190345536224,1.36887775804309e-50,0.00137407719890112,5.07468643899731,6.00728934895436e-13,0.378005349252625,"spectral"
"20m","spec_convex","Raw PCA convex hull","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.826939343780052,0.747093474025904,0.683828678291383,938.673516543583,1.40665972472406e-110,1.62592913801188,183.285026666913,1.60561615970928e-13,0.285389085644435,"spectral"
"20m","spec_convex","Raw PCA convex hull","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.744863704345199,0.665780098844832,0.554821938050851,540.89080683759,2.76628752895534e-78,33.4151992313021,-5392.04571540592,6.64425344673026e-18,0.346031147614556,"spectral"
"20m","spec_convex","Raw PCA convex hull","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.7819039594276,0.710598201623476,0.611373801768558,682.754356693,4.14591885613058e-91,4.09810561470951,1213.75650963887,2.04832749694612e-15,0.24286978176928,"spectral"
"20m","spec_convex","Raw PCA convex hull","spec_sa","Spectral angle entropy","identity","identity",436,0.18855071900849,0.0959521687731702,0.0355513736386186,15.9980487684153,7.45306183348358e-05,2.52081165382827e-05,2.79524604365751,1.04165633358094e-07,0.156965133525666,"spectral"
"20m","spec_hull3d_v","Raw PCA 3D hull volume","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.980223896256543,0.973120634274847,0.960838886792357,10648.4224454197,1.74228976114037e-307,0.209130324363292,1038.2754637623,4.68281959120201e-14,0.442986052440081,"spectral"
"20m","spec_hull3d_v","Raw PCA 3D hull volume","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.524675266358161,0.547015724392753,0.275284135128007,164.855387382278,3.28757879255137e-32,0.00994119309332691,526.868843638288,1.85509796994605e-09,0.251320876685241,"spectral"
"20m","spec_hull3d_v","Raw PCA 3D hull volume","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.779871601365929,0.665531213147651,0.608199714617058,673.707207450889,2.42847087667758e-90,0.011310222036953,14.0731535168002,1.80119332217739e-24,0.601520107851654,"spectral"
"20m","spec_hull3d_v","Raw PCA 3D hull volume","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.691242673232097,0.568006387921443,0.477816433297056,397.125350688967,3.23494630045116e-63,0.000129849971970914,5.47883912443416,9.61801222397214e-15,0.312077384531139,"spectral"
"20m","spec_hull3d_v","Raw PCA 3D hull volume","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.778330637558072,0.676937967520344,0.605798581361555,666.960015565185,9.16179993113817e-90,0.132844338768961,918.09865916825,6.18458226688371e-15,0.240758647852485,"spectral"
"20m","spec_hull3d_v","Raw PCA 3D hull volume","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.736665919933983,0.654784968693828,0.542676677592181,515.000365244831,9.62289971668371e-76,2.86872413749539,8000.39628773886,3.8791075945277e-19,0.297194109179634,"spectral"
"20m","spec_hull3d_v","Raw PCA 3D hull volume","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.755819461062047,0.682737337270525,0.571263057720122,578.275727144331,7.74834981379524e-82,0.343873549050708,2954.30487178903,1.1298112811176e-16,0.216941584285218,"spectral"
"20m","spec_hull3d_v","Raw PCA 3D hull volume","spec_sa","Spectral angle entropy","identity","identity",436,0.233370300753116,0.141458290651873,0.0544616972735998,24.9977991886614,8.34497579146557e-07,2.70837475779414e-06,2.79863739567201,6.87879345321265e-08,0.1208635873693,"spectral"
"20m","spec_hull3d_a","Raw PCA 3D hull area","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.495205057086254,0.497122612040189,0.2452280485638,141.008118908199,2.350523162619e-28,0.0439785861708558,490.381551867367,5.52212057988978e-09,0.255568188399511,"spectral"
"20m","spec_hull3d_a","Raw PCA 3D hull area","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.756104516679971,0.637978162053691,0.571694040143852,579.294328535061,6.22678147250093e-82,0.0513970427886281,-32.3659274770581,8.63152961895945e-25,0.572271678709889,"spectral"
"20m","spec_hull3d_a","Raw PCA 3D hull area","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.656899905983061,0.519679271904367,0.431517486480554,329.435971518505,3.44950073888755e-55,0.000578387360169446,4.98796970830441,1.11202452066277e-13,0.353747538799744,"spectral"
"20m","spec_hull3d_a","Raw PCA 3D hull area","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.800410942875851,0.705875888709436,0.64065767747541,773.76199405318,1.67645333332173e-98,0.640324645297858,240.106995348144,5.46440592394929e-14,0.230966160330193,"spectral"
"20m","spec_hull3d_a","Raw PCA 3D hull area","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.743701323458008,0.668046131449003,0.553091658513193,537.116355886617,6.42911628935218e-78,13.5745373822266,-5725.25838166397,1.90337300358988e-18,0.311296475141092,"spectral"
"20m","spec_hull3d_a","Raw PCA 3D hull area","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.777193160012403,0.709871814454916,0.604029207970065,662.04043716232,2.42476435130983e-89,1.65736416820785,1199.8174278268,3.02330877402232e-16,0.204290205546319,"spectral"
"20m","spec_hull3d_a","Raw PCA 3D hull area","spec_sa","Spectral angle entropy","identity","identity",436,0.202797192084909,0.108187094284823,0.0411267011175235,18.6145430327525,1.98305864331474e-05,1.10314698848282e-05,2.79213345698546,1.01404852124491e-07,0.137193569534353,"spectral"
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.658495537653495,0.917496056414091,0.433616373109566,332.265088527985,1.5421280686009e-55,0.504026003985275,-173.792677489853,4.79960898873035e-33,0.395451531780263,"spectral"
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.903920058119369,0.951061311449538,0.817071471470524,1938.51129437729,3.4806869496658e-162,0.00896176239002932,1.25983006347935,9.96600195073854e-29,0.341597722854535,"spectral"
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.452706059920368,0.467346239965483,0.204942776688624,111.872658313084,2.04078185484427e-23,4.07800088511412,-92.1332223278885,4.48113119192593e-19,0.261846444832706,"spectral"
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.48923552400435,0.539237575804082,0.239351397947811,136.565697260327,1.28014876936921e-27,100.551435543475,-21926.0870558079,1.92785071688225e-20,0.356622887890756,"spectral"
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.476828005546986,0.50046917632444,0.227364946873916,127.714095476299,3.90578193773669e-26,11.4497113464648,-241.105493049798,5.67685293499901e-18,0.289705069315074,"spectral"
"20m","spec_spca_alpha","Std PCA alpha hull","spec_sa","Spectral angle entropy","identity","identity",436,0.636529091250138,0.632357457196076,0.405169284007727,295.619349390891,6.622795592994e-51,0.000389882292295997,2.57882213225548,3.28851928383212e-07,0.169075471618173,"spectral"
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.897600332573164,0.963070227319947,0.805686357035454,1799.50246219812,1.71726335632562e-156,0.0116264278033336,5.2949007491529,4.25584059118573e-12,0.479667663785269,"spectral"
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.715980481829097,0.640022239001214,0.512628050360226,456.490313036639,9.83641698853611e-70,8.42620622355889,1262.50254999381,6.13789344070793e-14,0.329152988983911,"spectral"
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.703529302966989,0.678740108458566,0.494953480133217,425.326780658695,2.27804533525066e-66,188.908880832307,14370.7474392312,2.15467886987267e-19,0.291100554132321,"spectral"
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.701081838659309,0.659839418774437,0.491515744497917,419.517085935067,9.96257369350721e-66,21.9938567948049,3817.82530718492,1.57834365591179e-14,0.292120638799426,"spectral"
"20m","spec_spca_rao","Std PCA Rao's Q","spec_sa","Spectral angle entropy","identity","identity",436,0.524968066381707,0.618152295170618,0.275591470720549,165.109456140291,2.99683933698154e-32,0.00042009550338611,2.76753007124251,5.13381201221797e-08,0.175797245383793,"spectral"
"20m","spec_spca_mean","Std PCA mean distance","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.606749439315617,0.490577309124289,0.368144882109815,252.866320635593,3.40597604814509e-45,551.286033456341,-1346.82232412234,3.15278181299147e-13,0.313406330111285,"spectral"
"20m","spec_spca_mean","Std PCA mean distance","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.618620386540558,0.547260990460829,0.38269118264359,269.051678183668,2.13288173671952e-47,12824.2246645449,-47419.3318377066,1.37225374418084e-16,0.384270775934444,"spectral"
"20m","spec_spca_mean","Std PCA mean distance","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.609345440705796,0.516456643720631,0.37130186610894,256.315393993524,1.14383138688662e-45,1475.81849174745,-3253.98705838517,5.47136111880254e-13,0.307599071973507,"spectral"
"20m","spec_spca_mean","Std PCA mean distance","spec_sa","Spectral angle entropy","identity","identity",436,0.646754346449845,0.654927002939863,0.418291184651766,312.077742934307,5.15176766122951e-53,0.0399568467980464,2.54913543557127,2.77597037522015e-09,0.132154429631851,"spectral"
"20m","spec_spca_convex","Std PCA convex hull","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.937763174096824,0.92026391439722,0.879399770692151,3164.66645769102,1.83341314704854e-201,21.3959935060733,-11317.8127982057,3.13102156280373e-14,0.560955675200134,"spectral"
"20m","spec_spca_convex","Std PCA convex hull","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.960122381266774,0.943455022850719,0.921834987009381,5118.35627034424,2.42228794685567e-242,2.55934226678297,652.41904237418,6.94631941076058e-13,0.368850884958213,"spectral"
"20m","spec_spca_convex","Std PCA convex hull","spec_sa","Spectral angle entropy","identity","identity",436,0.297928892784671,0.307689322890462,0.0887616251559003,42.274937470946,2.18418745124538e-10,2.02580140845376e-05,2.78025081023622,1.64466211937981e-07,0.301353065411045,"spectral"
"20m","spec_spca_hull3d_v","Std PCA 3D hull volume","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,0.981016687671717,0.9861007690264,0.962393741490387,11106.6322564385,2.64653292069428e-311,0.114614321306961,2223.27783992609,2.88134784216254e-21,0.515284804385893,"spectral"
"20m","spec_spca_hull3d_v","Std PCA 3D hull volume","spec_sa","Spectral angle entropy","identity","identity",436,0.347663058937094,0.424943877650745,0.120869602549497,59.6696549893045,7.84125326192741e-14,1.03610438030677e-06,2.78709332427106,7.8672357100944e-10,0.319545365490376,"spectral"
"20m","spec_spca_hull3d_a","Std PCA 3D hull area","spec_sa","Spectral angle entropy","identity","identity",436,0.335294129455892,0.3703346781462,0.112422153247585,54.9711945695528,6.46817318424709e-13,8.55280204389754e-06,2.7704999468702,2.91158871719284e-08,0.29906295168106,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_rao_q","Raw PCA Rao's Q","identity","identity",74,0.798783643997049,0.876430951499444,0.638055309917204,126.925421404938,1.50378861548183e-17,0.305447708974473,-30.2712494930444,1.9432698954491e-10,0.146619997058754,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_pca_mean","Raw PCA mean distance","identity","identity",74,0.87598963741158,0.873765272121436,0.767357844852472,237.488192087723,1.69156160339854e-24,0.0062014423124823,3.9343582787084,0.240890944364456,0.197771341621776,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_convex","Raw PCA convex hull","identity","identity",74,0.422699754421528,0.598430211032951,0.17867508238802,15.663235896144,0.000175591599844831,2.66207329479449,72.4726080236673,4.16709845904809e-07,0.187073333993904,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,0.568048417300671,0.663828211773417,0.322679004397797,34.3011488902468,1.30141617843067e-07,43.3962338130871,-12043.5872718006,1.02865579803973e-07,0.239005856208709,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,0.53671842655701,0.645731210662717,0.288066669405833,29.1330652828265,8.24808062768251e-07,8.21057355871855,-996.2851203789,3.39623813835219e-07,0.242746537011479,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.856853924695623,0.787574972232506,0.734198648266292,198.878983610787,2.09323356444015e-22,0.857413265804356,68.2061470387883,0.413560173663548,-0.0668204213015214,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.592703276259767,0.770721954831544,0.351297173689062,38.9907296218388,2.64440975040921e-08,0.34821335327095,-89.4553343745994,5.13319134176088e-12,0.182234119914425,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_mean","Std PCA mean distance","identity","identity",74,0.792793039481925,0.772943354313217,0.628520803450989,121.819736525947,3.86228197194927e-17,0.00678612967012733,2.38066675356813,1.19806118708844e-06,0.0631975092103746,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_convex","Std PCA convex hull","identity","identity",74,0.323202580883449,0.394950018511662,0.104459908289722,8.39841059767228,0.00497316125462999,3.5683470051551,734.556690205745,0.000575895451439045,0.249711753521598,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,0.36366920818549,0.427560162902629,0.132255292982261,10.973712680368,0.00144778477995608,82.7434189518491,-865.544565956747,0.000607126484556097,0.227084459217445,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,0.361914302615994,0.413609774157719,0.130981962438021,10.8521352698216,0.00153256116319508,10.0274452575301,1982.65465198876,0.00271414625886237,0.238188478417128,"spectral"
"50m","spec_alpha","Raw PCA alpha hull","spec_sa","Spectral angle entropy","identity","identity",74,0.362979669499701,0.380170307293595,0.131754240470112,10.925829708612,0.00148057712672248,0.000193846875252309,2.6946691116466,0.005263211157525,-0.124825894115057,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_pca_mean","Raw PCA mean distance","identity","identity",74,0.939634849950236,0.976897445390596,0.882913651241003,542.930781966737,2.91244217103248e-35,0.017395829680325,5.10877704835055,2.45200190405495e-06,0.601663328492728,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_convex","Raw PCA convex hull","identity","identity",74,0.694234848116804,0.716608663457978,0.481962024339762,66.9859496463289,6.93708436331952e-12,11.4336979411862,-187.213953725164,0.00173946947022384,0.37055770216099,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,0.813094211238694,0.799600148093299,0.661122196349873,140.465966270061,1.38107772135808e-18,162.442568207119,-11665.3982318676,0.000144770086883735,0.341432673233171,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,0.770560665066329,0.783072935949648,0.593763738547463,105.236763017061,9.93259474964474e-16,30.8266348372695,-942.54125587436,1.64751157510214e-05,0.290402984529495,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.703820246650451,0.67197334320622,0.495362939595102,70.6767981373196,2.66539798483597e-12,1.84177874123284,339.077018086625,0.801156968812377,0.326457898141606,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.835172333608993,0.773565346168086,0.697512826825892,166.026621904254,2.25387861293045e-20,1.28314721100953,-82.5114506316072,0.000952998078042688,0.427063457568062,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_mean","Std PCA mean distance","identity","identity",74,0.808729573211476,0.723983709737134,0.654043522586816,136.118664342881,2.92201908782539e-18,0.0181033080478268,3.84542253351283,0.151420806673394,0.215747041419219,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_convex","Std PCA convex hull","identity","identity",74,0.592026367619244,0.505990373935579,0.350495219956437,38.8536876282432,2.76762330486186e-08,17.0932876883863,46.1495227879667,0.226344820357984,0.445113123964963,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,0.565985191781156,0.51611995557201,0.320339237315551,33.9352017256703,1.47840975854381e-07,336.762939111793,-5350.7721696108,0.0433868408190552,0.243696974811561,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,0.58983012566673,0.528619029988893,0.34789957714403,38.4124418209475,3.20601733430969e-08,42.7369766242162,1068.26535319728,0.0884752332827424,0.282944955326184,"spectral"
"50m","spec_rao_q","Raw PCA Rao's Q","spec_sa","Spectral angle entropy","identity","identity",74,0.405639432428957,0.358963346908552,0.164543349141286,14.1804139400838,0.000336452356000954,0.000566511801951686,2.72699889377749,0.136652314605596,0.0301802911757012,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_convex","Raw PCA convex hull","identity","identity",74,0.536059975087446,0.621651240281377,0.287360296890754,29.0328216149957,8.55750905086097e-07,476.878404282946,-2019.1581976239,4.02189482505863e-05,0.40531537590744,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,0.682519590130121,0.718563495001851,0.465832990911388,62.7893051703912,2.12584286775727e-11,7365.25975818048,-42683.9019496149,1.7267402347239e-05,0.433489086522684,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,0.627424129093674,0.690751573491299,0.393661037768955,46.7454616722527,2.20464601015737e-09,1355.79637273297,-6474.43683318614,5.21796643772608e-06,0.35792532743465,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.716382864757418,0.655446131062569,0.513204408918044,75.9060232241879,7.17292029329437e-13,101.259285402873,-162.771831071533,0.0872653394391281,0.0919664809677363,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.650338870398685,0.711455016660496,0.422940646351437,52.7705275805113,3.58827907859582e-10,53.9702048407952,-291.929172759539,3.18743615767372e-08,0.35422344161894,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_mean","Std PCA mean distance","identity","identity",74,0.739159636384448,0.693358015549796,0.546356968059989,86.7151018105381,5.49532581537954e-14,0.893731014359508,-0.22818940663616,0.00592912594464601,0.147822169381349,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_convex","Std PCA convex hull","identity","identity",74,0.43417454614889,0.400370233246946,0.188507536523594,16.7254081098356,0.000111154588529301,677.11569467139,-2389.64806645337,0.0308819537904629,0.494848174117377,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,0.42701438927151,0.418467234357645,0.182341288644921,16.0562990403132,0.000148138426630133,13723.8417449791,-56584.9561120731,0.00309924868953081,0.336702003190588,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,0.439945948105182,0.423532025175861,0.193552437254167,17.2804483838364,8.77685943342794e-05,1721.82946718948,-5266.15318541353,0.0036963945947273,0.36458420658298,"spectral"
"50m","spec_pca_mean","Raw PCA mean distance","spec_sa","Spectral angle entropy","identity","identity",74,0.301082921749422,0.326915957052943,0.0906509257691683,7.17751503832655,0.00914177056976602,0.0227127063621226,2.64397425492787,0.0609657838964262,-0.0335774617175598,"spectral"
"50m","spec_convex","Raw PCA convex hull","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",74,0.898765824301255,0.888752313957793,0.807780006931914,302.570817794676,1.71191250460476e-27,10.9024781020365,-2347.23933674815,0.0650989277473487,0.404861501146899,"spectral"
"50m","spec_convex","Raw PCA convex hull","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,0.927737273986591,0.925124028137727,0.860696449544072,444.856891043699,1.53473951636959e-32,2.25353331659358,453.894028628006,0.0102499805611895,0.415715222875324,"spectral"
"50m","spec_convex","Raw PCA convex hull","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.381356841457731,0.405464642724917,0.145433040526617,12.2531988884395,0.000801276632866856,0.060593625304139,571.691260920186,0.00473182744948379,0.236505196818879,"spectral"
"50m","spec_convex","Raw PCA convex hull","spec_spca_rao","Std PCA Rao's Q","identity","identity",74,0.733448524566885,0.680385042576823,0.537946738189341,83.8261913742409,1.07251501166174e-13,0.0684210476276245,26.7507522603763,0.00417605693807025,0.67231348302819,"spectral"
"50m","spec_convex","Raw PCA convex hull","spec_spca_mean","Std PCA mean distance","identity","identity",74,0.548480160509917,0.477023324694557,0.300830486472985,30.9793184728413,4.21546049926864e-07,0.000745478693187329,5.82986524648542,0.0233077005755099,0.363315760296716,"spectral"
"50m","spec_convex","Raw PCA convex hull","spec_spca_convex","Std PCA convex hull","identity","identity",74,0.87999704334065,0.851403184005924,0.774394796288286,247.141574819365,5.57389736277933e-25,1.54271414146283,229.887005233046,0.533705900105585,0.34878078150613,"spectral"
"50m","spec_convex","Raw PCA convex hull","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",74,0.813536386465925,0.779311366160681,0.661841452104034,140.917876682363,1.278710436475e-18,29.3911040233479,289.143009763242,0.0126720809277829,0.177636762758696,"spectral"
"50m","spec_convex","Raw PCA convex hull","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",74,0.848066006536389,0.811951129211403,0.719215951442579,184.424823168955,1.52223301838849e-21,3.73100813145156,1781.73662554214,0.00341270487589849,0.0214722477628862,"spectral"
"50m","spec_convex","Raw PCA convex hull","spec_sa","Spectral angle entropy","identity","identity",74,0.277469439521483,0.21694187338023,0.076989289868366,6.00559539523849,0.0166908792138276,2.35290096334754e-05,2.78869457760163,0.291671039223606,0.12446740857355,"spectral"
"50m","spec_hull3d_v","Raw PCA 3D hull volume","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",74,0.974652656166586,0.970114772306553,0.949947800172581,1366.49821283096,1.45158155464179e-48,0.19516870253835,1165.2718453884,5.52702631821901e-05,0.452262127427132,"spectral"
"50m","spec_hull3d_v","Raw PCA 3D hull volume","spec_spca_alpha","Std PCA alpha hull","identity","identity",74,0.52745107727219,0.502317660125879,0.278204638915594,27.7512645299204,1.37525710666213e-06,0.0069087409016634,558.233605091726,0.00195847839794786,0.286563867615296,"spectral"
