"scale","x_metric","y_metric","n","x_label","y_label","x_transform","y_transform","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","abs_r","identity_pearson_r","identity_spearman_r","identity_r_squared","identity_residual_abs_cor_fitted","delta_abs_r","delta_r_squared","best_transform_pair"
"10m","phy_afaith","spec_spca_rao",1744,"Abundance-weighted Faith's PD","Std PCA Rao's Q","power_2","yeojohnson",0.170047152999403,0.118184761008124,0.0289160342432024,51.8716541801844,8.77906018181579e-13,5.25555521434345e-09,1.09493872092523,0.00049813613870426,-0.0622293957390308,0.170047152999403,0.0247425802063645,0.118184761008124,0.000612195275268382,-0.0328651958088523,0.145304572793038,0.028303838967934,"power_2 x / yeojohnson y"
"20m","phy_afaith","spec_spca_rao",436,"Abundance-weighted Faith's PD","Std PCA Rao's Q","identity","boxcox",0.268860470510738,0.230348418258278,0.0722859526032549,33.8165661260016,1.17577562319952e-08,9.79511705256109e-07,0.903849347666644,0.0141688007937106,-0.125457382796642,0.268860470510738,0.132961948408866,0.230348418258278,0.017678879724682,0.0155963272466163,0.135898522101871,0.0546070728785729,"identity x / boxcox y"
"10m","phy_faith","spec_spca_rao",1744,"Faith's PD","Std PCA Rao's Q","power_2","yeojohnson",0.16041845720337,0.115342166389447,0.0257340814115092,46.0128687286902,1.60415629482576e-11,3.2051453605817e-09,1.09469236995223,0.00179020495266649,-0.0624930435186405,0.16041845720337,0.0258519896003669,0.115342166389447,0.000668325366297476,-0.0166489340618043,0.134566467603003,0.0250657560452117,"power_2 x / yeojohnson y"
"10m","phy_rao","spec_spca_rao",1744,"Phylogenetic Rao's Q","Std PCA Rao's Q","power_2","yeojohnson",0.167911439212809,0.115416500911364,0.0281942514185165,50.5393038091683,1.69742349901688e-12,3.5227171335036e-08,1.09472463896144,0.000726379864979693,-0.0474061910230511,0.167911439212809,0.0437895976538778,0.115416500911364,0.0019175288626885,0.00535683242252569,0.124121841558931,0.026276722555828,"power_2 x / yeojohnson y"
"20m","phy_rao","spec_spca_rao",436,"Phylogenetic Rao's Q","Std PCA Rao's Q","identity","yeojohnson",0.236532248970624,0.227524528416622,0.0559475048031018,25.7201979848397,5.85847169915323e-07,6.24258158509134e-06,0.903596396112425,0.0700059166292318,-0.0360541135857551,0.236532248970624,0.132208893059991,0.227524528416622,0.0174791914041481,0.0583975236034123,0.104323355910634,0.0384683133989537,"identity x / yeojohnson y"
"20m","phy_faith","spec_spca_rao",436,"Faith's PD","Std PCA Rao's Q","identity","boxcox",0.226052085483067,0.224419388133682,0.0510995453512445,23.3714743983859,1.85678883160258e-06,1.23075918677231e-06,0.903755755985369,0.127958836654734,-0.0693548793532657,0.226052085483067,0.123120431377605,0.224419388133682,0.0151586406226075,0.0685535492049752,0.102931654105462,0.035940904728637,"identity x / boxcox y"
"10m","phy_afaith","spec_spca_hull3d_v",1744,"Abundance-weighted Faith's PD","Std PCA 3D hull volume","power_2","boxcox",0.0873608317315882,0.0265259554209659,0.00763191492083491,13.3970408681914,0.000259532920704573,4.30396464144692e-08,4.32238068470812,0.00654233514439502,-0.127646519312329,0.0873608317315882,-0.00274645924033991,0.0265259554209659,7.54303835884849e-06,0.0863170167075322,0.0846143724912483,0.00762437188247606,"power_2 x / boxcox y"
"10m","phy_afaith","spec_spca_hull3d_a",1744,"Abundance-weighted Faith's PD","Std PCA 3D hull area","power_2","boxcox",0.0806928870896442,0.0208099692132598,0.00651134202686206,11.4170984437151,0.000743758073441888,7.18331998748718e-09,2.41357045532984,0.0158294361617553,-0.129541943669176,0.0806928870896442,0.00138424845722846,0.0208099692132598,1.91614379133935e-06,-0.0965057264577038,0.0793086386324158,0.00650942588307072,"power_2 x / boxcox y"
"10m","phy_afaith","spec_spca_mean",1744,"Abundance-weighted Faith's PD","Std PCA mean distance","power_2","yeojohnson",0.197391873350072,0.141681513445298,0.0389635516646507,70.6263608600795,8.84102520498506e-17,3.93168073162544e-09,0.514399812557922,0.000600591480469885,-0.0279103941140305,0.197391873350072,0.122298147232418,0.141681513445298,0.0149568368164822,0.00758270044219091,0.0750937261176534,0.0240067148481685,"power_2 x / yeojohnson y"
"10m","phy_faith","spec_spca_mean",1744,"Faith's PD","Std PCA mean distance","power_2","yeojohnson",0.193150157519227,0.151305306975585,0.0373069833497021,67.5072571122519,4.04712729458898e-16,2.4870710908722e-09,0.514192169853488,0.00341044713495877,-0.0393917378842135,0.193150157519227,0.119174997265763,0.151305306975585,0.0142026799732946,0.0285274396659201,0.0739751602534642,0.0231043033764075,"power_2 x / yeojohnson y"
"10m","phy_afaith","spec_spca_convex",1744,"Abundance-weighted Faith's PD","Std PCA convex hull","power_2","boxcox",0.075676790971979,0.0167348026080911,0.00572697669181664,10.0338570626715,0.00156353306137763,1.10459556613655e-08,2.36772510081926,0.0530783702360628,-0.126729023616554,0.075676790971979,-0.00404106053952447,0.0167348026080911,1.63301702841019e-05,0.0951493018030547,0.0716357304324546,0.00571064652153254,"power_2 x / boxcox y"
"50m","phy_afaith","spec_spca_rao",74,"Abundance-weighted Faith's PD","Std PCA Rao's Q","sqrt","boxcox",0.341669469913298,0.287315808959645,0.11673802667084,9.51601922657231,0.00288880692470516,4.07913195356108e-06,0.66603618749595,0.266169475919469,-0.044646845768731,0.341669469913298,0.27182203942987,0.287315808959645,0.0738872211198138,0.17001831083067,0.0698474304834278,0.0428508055510263,"sqrt x / boxcox y"
"20m","phy_afaith","spec_spca_hull3d_v",436,"Abundance-weighted Faith's PD","Std PCA 3D hull volume","power_2","boxcox",0.0676681357238381,-0.00341533723722398,0.00457897659233975,1.99641738957084,0.158388244413074,1.37121370552324e-09,3.18799812492734,0.338197336263802,-0.14192120835065,0.0676681357238381,0.00303972676652973,-0.00341533723722398,9.23993881515729e-06,-0.0687814119432258,0.0646284089573084,0.00456973665352459,"power_2 x / boxcox y"
"10m","phy_rao","spec_spca_mean",1744,"Phylogenetic Rao's Q","Std PCA mean distance","power_2","yeojohnson",0.204674157598033,0.150817761532645,0.0418915107884644,76.1657083881585,5.98362108326655e-18,2.76732544685212e-08,0.514209471765235,0.00130685246540781,-0.0225269179592034,0.204674157598033,0.140069370440033,0.150817761532645,0.0196194285354673,0.0518732693067322,0.0646047871579997,0.0222720822529971,"power_2 x / yeojohnson y"
"50m","sp_even","spec_spca_rao",74,"Species evenness","Std PCA Rao's Q","log","boxcox",-0.0909746997406561,-0.0592225101814143,0.00827639599289522,0.600873579171346,0.440783380203273,-0.000136727099561088,0.666256990363314,0.319230911325412,-0.00758936385991466,0.0909746997406561,-0.0268539192268312,-0.0592225101814143,0.000721132977841169,-0.0331076627563101,0.0641207805138249,0.00755526301505405,"log x / boxcox y"
"50m","phy_faith","spec_spca_mean",74,"Faith's PD","Std PCA mean distance","log","boxcox",0.340699180626949,0.32768604220659,0.116075931679875,9.45496042079061,0.00297487539972991,0.00254798533185121,0.471995190961885,0.0711511447375749,0.067153699447812,0.340699180626949,0.282206004698475,0.32768604220659,0.0796402290878758,0.156544144367781,0.058493175928474,0.0364357025919991,"log x / boxcox y"
"50m","phy_afaith","spec_alpha",74,"Abundance-weighted Faith's PD","Raw PCA alpha hull","power_2","power_2",0.470227443797546,0.268922621251388,0.221113848900375,20.4396972501706,2.36495549376241e-05,0.00485166986931375,459460.362199239,3.90242562088916e-05,0.262159197554541,0.470227443797546,0.412349720991812,0.268922621251388,0.170032292402025,0.157074885683684,0.0578777228057343,0.0510815564983494,"power_2 x / power_2 y"
"50m","sp_rich","spec_spca_mean",74,"Species richness","Std PCA mean distance","log","boxcox",0.149458134224154,0.119514524346823,0.0223377338857648,1.64506383801371,0.203745970440639,0.00137038105825245,0.48653855369683,0.0523520570471243,-0.13783619586498,0.149458134224154,0.09200059274604,0.119514524346823,0.00846410906562271,-0.024277810047309,0.0574575414781137,0.013873624820142,"log x / boxcox y"
"50m","phy_faith","spec_spca_hull3d_a",74,"Faith's PD","Std PCA 3D hull area","power_2","power_2",0.0628391263756095,-0.0558756016290263,0.00394875580364981,0.285437541009427,0.594805083582913,4.36207730744526,87837277.1123966,1.37277683886981e-06,0.223826211329335,0.0628391263756095,0.00731942710861373,-0.0558756016290263,5.35740131983085e-05,0.174044349336971,0.0555196992669958,0.0038951817904515,"power_2 x / power_2 y"
"50m","sp_rich","spec_spca_rao",74,"Species richness","Std PCA Rao's Q","log","boxcox",0.107689484108602,0.0444476733963899,0.0115970249875647,0.844782765950447,0.361101475990893,6.60983959736641e-05,0.666104856779257,0.28941946583343,-0.0213217708093896,0.107689484108602,0.0543247057077504,0.0444476733963899,0.00295117365023369,0.040862317630297,0.0533647784008516,0.00864585133733097,"log x / boxcox y"
"20m","phy_faith","spec_spca_mean",436,"Faith's PD","Std PCA mean distance","yeojohnson","boxcox",0.291784574518323,0.291783522016023,0.0851382379268388,40.3886103803442,5.27115339115118e-10,4.61501354540289e-05,0.485211653001781,0.707950546921211,-0.0274975809226943,0.291784574518323,0.240127222391164,0.291783522016023,0.0576610829332954,0.100276150502643,0.0516573521271592,0.0274771549935435,"yeojohnson x / boxcox y"
"20m","phy_afaith","spec_spca_hull3d_a",436,"Abundance-weighted Faith's PD","Std PCA 3D hull area","power_2","boxcox",0.0546618483005614,-0.0153424494898857,0.00298791765963352,1.30064247690656,0.254724857014733,2.34539173033518e-10,1.97465505749775,0.201409631171481,-0.148016054422306,0.0546618483005614,-0.00401615067328621,-0.0153424494898857,1.61294662305373e-05,0.0877166665842931,0.0506456976272752,0.00297178819340298,"power_2 x / boxcox y"
"50m","sp_shannon","spec_spca_alpha",74,"Shannon diversity","Std PCA alpha hull","power_2","boxcox",0.057255934920229,0.0564087375046279,0.00327824208358212,0.236809749705199,0.627997903558561,3.4456251604815e-07,0.666626739841618,0.242339881504198,-0.182101240507642,0.057255934920229,0.00735254036469407,0.0564087375046279,5.40598498144547e-05,-0.140750792769089,0.0499033945555349,0.00322418223376767,"power_2 x / boxcox y"
"10m","phy_rao","spec_spca_alpha",1744,"Phylogenetic Rao's Q","Std PCA alpha hull","power_2","identity",0.225622489298524,0.112107227401663,0.0509055076772627,93.4336834647198,1.44537318575317e-21,0.00135046076942876,516.788281572618,2.38830436012173e-29,0.116510333947775,0.225622489298524,0.176700073123062,0.112107227401663,0.0312229158416955,0.0958211239786439,0.0489224161754621,0.0196825918355672,"power_2 x / identity y"
"50m","phy_faith","spec_spca_alpha",74,"Faith's PD","Std PCA alpha hull","log","boxcox",0.360865581973209,0.344450203628286,0.130223968252574,10.7799311224388,0.00158533433425918,1.02948230555818e-05,0.666554683478903,0.440811709320972,0.0727889934082252,0.360865581973209,0.312046202184145,0.344450203628286,0.097372832297548,0.169936520081149,0.0488193797890642,0.0328511359550264,"log x / boxcox y"
"20m","phy_rao","spec_spca_hull3d_v",436,"Phylogenetic Rao's Q","Std PCA 3D hull volume","power_2","boxcox",0.0555305820463655,-0.0146568917376174,0.00308364554240816,1.34244178001603,0.247240948320692,5.13204154449185e-08,3.18739171752828,0.344081408213082,-0.118712697360112,0.0555305820463655,0.00709310994203065,-0.0146568917376174,5.03122086497342e-05,-0.0420571741251136,0.0484374721043348,0.00303333333375843,"power_2 x / boxcox y"
"50m","sp_rich","spec_spca_alpha",74,"Species richness","Std PCA alpha hull","log","boxcox",0.147542947767327,0.104911989985853,0.0217689214354942,1.60224141074682,0.209666455699214,5.16045310847939e-06,0.666614467814367,0.190731161196179,-0.0791183127312736,0.147542947767327,0.0993962206874893,0.104911989985853,0.00987960868695609,0.00637143839828228,0.0481467270798373,0.0118893127485381,"log x / boxcox y"
"50m","phy_faith","spec_spca_hull3d_v",74,"Faith's PD","Std PCA 3D hull volume","log","boxcox",-0.0967760548118941,-0.086442058496853,0.00936560478495467,0.680698699514017,0.412071404294973,-0.0153641493395456,4.54364601534782,0.44302281125905,-0.0971302819987092,0.0967760548118941,-0.0496613611712145,-0.086442058496853,0.00246625079337781,-0.0656373851897922,0.0471146936406797,0.00689935399157687,"log x / boxcox y"
"10m","phy_rao","spec_spca_hull3d_v",1744,"Phylogenetic Rao's Q","Std PCA 3D hull volume","power_2","boxcox",0.0576386816266135,-0.00333596725636153,0.00332221761965413,5.8065938618756,0.0160693047906673,1.92758803973463e-07,4.32281696786765,0.0160257429379406,-0.0967769512645303,0.0576386816266135,-0.0111195475314078,-0.00333596725636153,0.000123644337303238,0.06190415929432,0.0465191340952057,0.00319857328235089,"power_2 x / boxcox y"
"10m","sp_even","spec_spca_rao",1744,"Species evenness","Std PCA Rao's Q","power_0.25","log1p",-0.0667609250631833,-0.0115340196544135,0.00445702111529197,7.79889060293173,0.0052849661425205,-0.181335398550412,4.98052530549267,7.53243063092962e-35,0.0491298966311579,0.0667609250631833,-0.0204223348792913,-0.0115340196544135,0.000417071761921918,0.0230013009508551,0.0463385901838921,0.00403994935337005,"power_0.25 x / log1p y"
"20m","sp_even","spec_spca_mean",436,"Species evenness","Std PCA mean distance","power_0.25","boxcox",0.050334704210572,-0.0307089333170209,0.00253358244796581,1.10236772192864,0.294331364571869,0.00289162777610966,0.48642432743033,0.373028678253304,-0.0288030646105099,0.050334704210572,0.00419454305809307,-0.0307089333170209,1.75941914661965e-05,-0.0423566768761464,0.0461401611524789,0.00251598825649961,"power_0.25 x / boxcox y"
"20m","sp_even","spec_pca_mean",436,"Species evenness","Raw PCA mean distance","power_0.25","log",0.0802970695489304,0.000189089424384862,0.00644761937814575,2.81642605331372,0.0940238161748813,0.222153075509119,1.86027850421554,8.43592702864713e-11,0.00114658313025416,0.0802970695489304,0.0348281351181984,0.000189089424384862,0.00121299899581148,-0.0235118042747028,0.045468934430732,0.00523462038233427,"power_0.25 x / log y"
"50m","phy_faith","spec_spca_rao",74,"Faith's PD","Std PCA Rao's Q","identity","boxcox",0.273888874860257,0.237171417993336,0.0750151157722152,5.83910983594996,0.0182102581752916,1.11504817009759e-07,0.666133605350554,0.482271617921454,0.0414012499182659,0.273888874860257,0.228497773040916,0.237171417993336,0.0522112322846578,0.195521100742673,0.0453911018193417,0.0228038834875574,"identity x / boxcox y"
"20m","sp_even","spec_rao_q",436,"Species evenness","Raw PCA Rao's Q","power_0.25","boxcox",0.0717604063477341,-0.00131826891962034,0.00514955591919191,2.24647562075949,0.134646107685864,0.255546933897521,3.75478754130718,3.98717100816279e-13,0.00917846862744901,0.0717604063477341,0.0272884372427278,-0.00131826891962034,0.000744658807150294,0.00474971196500478,0.0444719691050063,0.00440489711204162,"power_0.25 x / boxcox y"
"20m","sp_even","spec_hull3d_v",436,"Species evenness","Raw PCA 3D hull volume","power_0.25","yeojohnson",0.0518851412970987,0.0119964643462914,0.0026920678874199,1.17151125095869,0.279691934785814,0.179164615118022,5.87831832424937,1.92122693714036e-08,0.0160352020671059,0.0518851412970987,0.00765150894233649,0.0119964643462914,5.85455890946553e-05,-0.0233555236540156,0.0442336323547622,0.00263352229832524,"power_0.25 x / yeojohnson y"
"50m","sp_rich","spec_rao_q",74,"Species richness","Raw PCA Rao's Q","power_2","boxcox",-0.0722701069745001,-0.0951025402979018,0.0052229683621063,0.37802815114507,0.540598746465914,-7.35151441709175e-07,0.994760455690093,0.792244003388447,-0.0663302004341657,0.0722701069745001,-0.0285426870537627,-0.0951025402979018,0.000814684984249028,-0.118641319170621,0.0437274199207373,0.00440828337785727,"power_2 x / boxcox y"
"50m","phy_faith","spec_hull3d_v",74,"Faith's PD","Raw PCA 3D hull volume","power_2","power_2",0.272599339131405,0.15666790077749,0.0743103996948785,5.77985188152454,0.0187857647260681,127.073710430244,210696021.492988,2.94246177071259e-08,0.392569437944194,0.272599339131405,0.231840437125477,0.15666790077749,0.0537499882865323,0.297942882795807,0.0407589020059275,0.0205604114083462,"power_2 x / power_2 y"
"50m","sp_shannon","spec_spca_mean",74,"Shannon diversity","Std PCA mean distance","power_2","boxcox",0.0489642924886207,0.0394076268048871,0.0023975019389112,0.173034991328816,0.678665765453278,7.7246607204333e-05,0.489870341080372,0.101929035429574,-0.191026373623336,0.0489642924886207,0.00861894511590569,0.0394076268048871,7.42862149109937e-05,-0.0799384993666526,0.040345347372715,0.0023232157240002,"power_2 x / boxcox y"
"10m","sp_even","spec_spca_mean",1744,"Species evenness","Std PCA mean distance","power_0.25","yeojohnson",-0.0539055793601149,-0.00936095253675104,0.00290581148614979,5.07667547076735,0.024373765992932,-0.00105750164885849,0.515788134606763,0.00756129232685385,0.00165745084296385,0.0539055793601149,-0.0137369490611173,-0.00936095253675104,0.00018870376950773,0.0113446814586051,0.0401686302989976,0.00271710771664206,"power_0.25 x / yeojohnson y"
"50m","phy_faith","spec_spca_convex",74,"Faith's PD","Std PCA convex hull","power_2","power_2",0.139582206156222,0.0296334690855239,0.0194831922754379,1.43066374057056,0.23558032127849,1.47283604496005,9826552.55601352,6.92419046647476e-08,0.253649957082002,0.139582206156222,0.0997050258474487,0.0296334690855239,0.00994109217924043,0.167711562292954,0.0398771803087728,0.00954210009619749,"power_2 x / power_2 y"
"50m","sp_rich","spec_spca_hull3d_a",74,"Species richness","Std PCA 3D hull area","power_2","boxcox",-0.135162059906259,-0.145370387940102,0.0182687824381029,1.3398293871209,0.250889614641032,-2.72120746913401e-05,3.12071246546256,0.371614103382844,-0.0319407699912131,0.135162059906259,-0.0952919325094918,-0.145370387940102,0.00908055240139354,-0.0368898689171437,0.0398701273967675,0.00918823003670935,"power_2 x / boxcox y"
"50m","phy_faith","spec_convex",74,"Faith's PD","Raw PCA convex hull","power_2","power_2",0.128664121521244,0.042843391336542,0.0165544561668334,1.21198458977837,0.274606367721889,0.476944176511031,3635431.38744626,3.03588787245956e-09,0.186072812201443,0.128664121521244,0.0890644977895761,0.042843391336542,0.00793248476650942,0.119592327051139,0.0395996237316676,0.00862197140032395,"power_2 x / power_2 y"
"50m","sp_simpson","spec_spca_alpha",74,"Simpson diversity","Std PCA alpha hull","log","boxcox",0.0449113977980342,0.042339874120696,0.00201703365215354,0.14551994157427,0.703977407282387,4.62175324947147e-06,0.666629273503395,0.276489462699144,-0.135431627593889,0.0449113977980342,0.00565706299604386,0.042339874120696,3.20023617412086e-05,-0.091844727712032,0.0392543348019904,0.00198503129041233,"log x / boxcox y"
"50m","sp_simpson","spec_spca_hull3d_v",74,"Simpson diversity","Std PCA 3D hull volume","power_2","boxcox",-0.0503993554842441,-0.0651462421325435,0.00254009503322715,0.183352575358352,0.669785986933794,-0.0231005181731272,4.4502221831934,0.293757138500743,-0.139653674215757,0.0503993554842441,-0.0126812968390049,-0.0651462421325435,0.000160815289518956,-0.106384183082204,0.0377180586452392,0.00237927974370819,"power_2 x / boxcox y"
"50m","phy_afaith","spec_pca_mean",74,"Abundance-weighted Faith's PD","Raw PCA mean distance","power_2","power_2",0.413148395443844,0.235868196964087,0.170691596657823,14.8193300704954,0.000253786285757805,3.29373289141107e-07,66.3770919691163,0.0165081842901395,0.19243566144911,0.413148395443844,0.375448308455495,0.235868196964087,0.140961432322093,0.125898935377564,0.0377000869883488,0.0297301643357303,"power_2 x / power_2 y"
"10m","phy_faith","spec_spca_hull3d_a",1744,"Faith's PD","Std PCA 3D hull area","log1p","identity",-0.0585055010825951,-0.00917305079770974,0.00342289365692553,5.9831604723936,0.0145414210848651,-160.929133043377,6293.89874963021,9.95327388091202e-41,0.0749942239922183,0.0585055010825951,-0.0211346718121434,-0.00915726211113253,0.000446674352607009,0.08162565419963,0.0373708292704517,0.00297621930431852,"log1p x / identity y"
"10m","phy_faith","spec_spca_alpha",1744,"Faith's PD","Std PCA alpha hull","power_2","sqrt",0.19029152559894,0.113944659485636,0.036210864714772,65.4493021592994,1.10633451773608e-15,2.20074978797821e-06,22.6369583422763,1.06106757012258e-20,0.0751839855896537,0.19029152559894,0.152949455596971,0.113944659485636,0.0233935359674098,0.0783974682405238,0.0373420700019686,0.0128173287473621,"power_2 x / sqrt y"
"10m","phy_rao","spec_spca_hull3d_a",1744,"Phylogenetic Rao's Q","Std PCA 3D hull area","log1p","identity",-0.0514554587298688,-0.0165172407220916,0.00264766423310124,4.62447515151789,0.0316561414447457,-134.894958332539,5968.07172007045,9.6754570285362e-41,0.0683511598640239,0.0514554587298688,-0.0149590677707945,-0.0165172407220916,0.000223773708571224,0.0699402640477561,0.0364963909590743,0.00242389052453001,"log1p x / identity y"
"20m","sp_even","spec_hull3d_a",436,"Species evenness","Raw PCA 3D hull area","power_0.25","yeojohnson",0.0429045671376877,0.0143068012106935,0.00184080188127235,0.800381359985398,0.371475248534468,0.0549981915972868,3.96034714212278,6.1614832639789e-09,0.0137070383975368,0.0429045671376877,0.00682916547979959,0.0143068012106935,4.66375011504868e-05,-0.0204216478984733,0.0360754016578881,0.00179416438012187,"power_0.25 x / yeojohnson y"
"10m","phy_afaith","spec_convex",1744,"Abundance-weighted Faith's PD","Raw PCA convex hull","log1p","power_2",-0.0423781068956259,0.0296438456700329,0.00179590394405709,3.13409320088797,0.0768458849902426,-68633.4417857035,1754676.94904211,4.57701252943253e-56,0.073335386737131,0.0423781068956259,0.00643550508781747,0.0296438456700329,4.14157257353256e-05,-0.0600558676415583,0.0359426018078084,0.00175448821832177,"log1p x / power_2 y"
"50m","phy_faith","spec_hull3d_a",74,"Faith's PD","Raw PCA 3D hull area","power_2","power_2",0.216242583612235,0.126279155868197,0.0467608549672943,3.53193799812918,0.0642443994340223,4.78343609616112,18570347.0700481,4.94714008699717e-08,0.327323270562894,0.216242583612235,0.180411118103761,0.126279155868197,0.0325481715354493,0.249226403883271,0.0358314655084735,0.014212683431845,"power_2 x / power_2 y"
"10m","phy_faith","spec_spca_convex",1744,"Faith's PD","Std PCA convex hull","log1p","identity",-0.0612652173215086,-0.0200068762100653,0.00375342685345168,6.56310370841398,0.0104949505773485,-64.1069419151405,2263.84490233534,1.8067343145938e-41,0.0750045341901832,0.0612652173215086,-0.0257109679161645,-0.019998330455969,0.000661053871186042,0.0761074347499459,0.0355542494053442,0.00309237298226564,"log1p x / identity y"
"20m","phy_rao","spec_spca_hull3d_a",436,"Phylogenetic Rao's Q","Std PCA 3D hull area","power_2","boxcox",0.0389555063076368,-0.0297604457066493,0.00151753147168436,0.659609637094327,0.417143029733443,7.62319333655448e-09,1.97459288151084,0.202351769147973,-0.118315002381303,0.0389555063076368,-0.0036468810364136,-0.0297604457066493,1.3299741293753e-05,0.0559477963248993,0.0353086252712232,0.0015042317303906,"power_2 x / boxcox y"
"50m","phy_afaith","spec_spca_convex",74,"Abundance-weighted Faith's PD","Std PCA convex hull","power_2","boxcox",-0.0598201953001934,-0.0522917437985931,0.00357845576575326,0.258574111153165,0.612656054922764,-1.06837420636997e-10,3.03544068959903,0.521863043556443,0.0132391046624461,0.0598201953001934,-0.024587388635201,-0.0522917437985931,0.000604539679898413,-0.0614904024847504,0.0352328066649924,0.00297391608585484,"power_2 x / boxcox y"
"50m","sp_simpson","spec_spca_hull3d_a",74,"Simpson diversity","Std PCA 3D hull area","boxcox","boxcox",-0.0635028699185954,-0.0676342095520178,0.00403261448789796,0.291523846415275,0.590911773674068,-0.0266144746686163,3.11010509895499,0.330771668458566,-0.1347205423173,0.0635028699185954,-0.0282712766756479,-0.0676342095520178,0.000799265084871032,-0.150030825584188,0.0352315932429475,0.00323334940302693,"boxcox x / boxcox y"
"10m","phy_rao","spec_spca_convex",1744,"Phylogenetic Rao's Q","Std PCA convex hull","log1p","identity",-0.0557546805449603,-0.0259149586661782,0.00310858440267057,5.43203998422177,0.0198842036685725,-55.603062124219,2142.66154684833,1.77993281370073e-41,0.0686112782587212,0.0557546805449603,-0.0208447425749368,-0.0259149586661782,0.000434503293015386,0.0683304897232491,0.0349099379700235,0.00267408110965519,"log1p x / identity y"
"20m","phy_rao","spec_spca_mean",436,"Phylogenetic Rao's Q","Std PCA mean distance","identity","yeojohnson",0.308658114460063,0.29506333265043,0.0952698316220405,45.7010370264258,4.45770613944155e-11,1.13734167751798e-05,0.489770588239565,0.0665209240218476,0.00618131766402294,0.308658114460063,0.273805906821417,0.29506333265043,0.0749696746102984,0.116187393316083,0.0348522076386459,0.0203001570117421,"identity x / yeojohnson y"
"10m","phy_faith","spec_spca_hull3d_v",1744,"Faith's PD","Std PCA 3D hull volume","power_2","boxcox",0.0561320808202259,0.00163778224717385,0.00315081049720838,5.50606043916699,0.0190622066297424,1.78775184060471e-08,4.32255167381104,0.0161243935871299,-0.0998851864228704,0.0561320808202259,-0.0214750369887623,0.00163778224717385,0.000461177213668708,0.0794300192760431,0.0346570438314637,0.00268963328353967,"power_2 x / boxcox y"
"10m","phy_rao","spec_alpha",1741,"Phylogenetic Rao's Q","Raw PCA alpha hull","power_2","power_2",0.0825899573860505,-0.00178992906540143,0.00682110106102964,11.943361621761,0.000561606069766287,0.653039890290637,294647.555853042,8.21045757182819e-42,0.0982403071418551,0.0825899573860505,0.0481748699927916,-0.00178992906540143,0.00232081809882237,0.0670433577568723,0.0344150873932589,0.00450028296220727,"power_2 x / power_2 y"
"50m","sp_shannon","spec_spca_hull3d_a",74,"Shannon diversity","Std PCA 3D hull area","boxcox","boxcox",-0.0794377495944884,-0.102199185486857,0.00631035606063676,0.457230926312815,0.501087325363445,-0.00243259293132536,3.11877096488111,0.29278525667449,-0.100292000589711,0.0794377495944884,-0.0451678854929156,-0.102199185486857,0.00204013787990113,-0.112186151951654,0.0342698641015728,0.00427021818073563,"boxcox x / boxcox y"
"50m","phy_rao","spec_spca_mean",74,"Phylogenetic Rao's Q","Std PCA mean distance","yeojohnson","boxcox",0.477833467781189,0.4546908552388,0.228324822931795,21.3035066302726,1.66773658631172e-05,3.26860616097131,-2.22889955672148,0.593816744539799,0.1064075158781,0.477833467781189,0.443755339348242,0.4546908552388,0.196918801200073,0.2193196112136,0.0340781284329469,0.0314060217317218,"yeojohnson x / boxcox y"
"10m","sp_even","spec_spca_alpha",1744,"Species evenness","Std PCA alpha hull","power_0.25","log",-0.0582755751950407,-0.0191791905924864,0.00339604266431281,5.93606545276867,0.0149336877324925,-0.086008739048822,6.35050987967307,8.67874250935146e-12,-0.00860564612274642,0.0582755751950407,-0.0250580210488732,-0.0191791905924864,0.000627904418885771,0.0025980562981402,0.0332175541461675,0.00276813824542704,"power_0.25 x / log y"
"10m","phy_afaith","spec_spca_alpha",1744,"Abundance-weighted Faith's PD","Std PCA alpha hull","power_2","sqrt",0.22114244136187,0.132439292794359,0.0489039793714882,89.5711160780969,9.23396133473505e-21,3.95620842241465e-06,22.7669826685241,5.31467436868832e-21,0.0640319076176354,0.22114244136187,0.188235408715587,0.132439292794359,0.035432569094324,0.0555420734095155,0.0329070326462837,0.0134714102771643,"power_2 x / sqrt y"
"50m","sp_simpson","spec_hull3d_v",74,"Simpson diversity","Raw PCA 3D hull volume","log","boxcox",0.0361366494204006,0.0713957793409848,0.00130585743133295,0.0941446745788917,0.759858372138053,0.00129478721306863,1.98502461709091,0.747992282835106,-0.0499699487524866,0.0361366494204006,0.00329287746929288,0.0713957793409848,1.08430420277767e-05,-0.0826779670492656,0.0328437719511077,0.00129501438930517,"log x / boxcox y"
"50m","phy_rao","spec_spca_hull3d_a",74,"Phylogenetic Rao's Q","Std PCA 3D hull area","sqrt","power_2",0.151868339382976,0.0123065531284709,0.0230639925069428,1.6998119096472,0.196465785963156,6740170.18397469,-676395.257591048,5.14735293995706e-06,0.306441583874854,0.151868339382976,0.119284205754244,0.0123065531284709,0.0142287217424208,0.232094712869375,0.0325841336287324,0.00883527076452205,"sqrt x / power_2 y"
