"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","target_group","driver_metric","target_metric"
"20m","mean_red_pixel_brightness","Red brightness","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.417669586021977,0.510693180691161,0.174447883087769,91.7087845928704,7.78170476770851e-20,2923.17346336399,-141.267554954013,2.98308076757902e-27,0.183257654036482,"spectral","mean_red_pixel_brightness","spec_rao_q"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.147743263914565,0.197561093909829,0.0218280720321288,9.68478341187385,0.00198074152562497,232.456452799812,65.9819761341502,2.05613563344711e-26,-0.13707879589718,"spectral","mean_nir_pixel_brightness","spec_rao_q"
"20m","env_elev","Mean elevation","spec_pca_mean","Raw PCA mean distance","identity","identity",436,-0.0604513327603829,-0.125862611909883,0.00365436363250653,1.59181087226928,0.207745266150036,-0.00422145759672463,8.97767210904646,5.14621816436832e-11,0.186691754306935,"spectral","env_elev","spec_pca_mean"
"20m","env_tri5","TRI 5x5","spec_pca_mean","Raw PCA mean distance","identity","identity",436,-0.0686217882868598,-0.0517598274739984,0.00470894982768662,2.05335336318173,0.15259129137909,-0.11727194545581,8.25158324380865,5.58139797426845e-11,0.0198450171622084,"spectral","env_tri5","spec_pca_mean"
"20m","env_tri11","TRI 11x11","spec_pca_mean","Raw PCA mean distance","identity","identity",436,-0.0886322288612268,-0.0761889938661765,0.00785567199290888,3.43635653470982,0.064454527878971,-0.0327391406709424,8.31801928288949,6.32595203172671e-11,0.0240093381737781,"spectral","env_tri11","spec_pca_mean"
"20m","env_tri21","TRI 21x21","spec_pca_mean","Raw PCA mean distance","identity","identity",436,-0.108370962112876,-0.102721019982524,0.0117442654292704,5.15758322264361,0.0236341736927459,-0.0120456033047016,8.40352678254779,6.44951215174807e-11,0.0294087622321352,"spectral","env_tri21","spec_pca_mean"
"20m","brightness_n_pixels","brightness_n_pixels","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.295463215502541,0.255299889423931,0.0872985117151006,41.5114411126358,3.11836199883011e-10,8.90801390571874e-05,5.47821548254344,5.51279364498206e-13,-0.117460127600867,"spectral","brightness_n_pixels","spec_pca_mean"
"20m","mean_pixel_brightness","563 nm brightness","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.70507490698241,0.72026290090107,0.497130624456254,429.04718701695,8.90192140817936e-67,145.709244239718,-0.204931034249759,3.41164494218999e-12,0.232259557811328,"spectral","mean_pixel_brightness","spec_pca_mean"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.52402524217535,0.503376751990977,0.274602454436934,164.292622651655,4.0365448627502e-32,249.92504840386,3.14658517274955,1.56618131744159e-09,0.132359745647019,"spectral","mean_blue_pixel_brightness","spec_pca_mean"
"20m","mean_green_pixel_brightness","Green brightness","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.701701321692371,0.724812485114275,0.49238474486482,420.978245057715,6.86742882545852e-66,180.306258724989,-0.181924227593873,3.45162133944254e-12,0.261976138833136,"spectral","mean_green_pixel_brightness","spec_pca_mean"
"20m","mean_red_pixel_brightness","Red brightness","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.52156786969513,0.472897013588812,0.272033042698316,162.180905804687,8.73453684260679e-32,65.5988842959884,0.921640330891333,5.15907055000835e-13,0.115846963848618,"spectral","mean_red_pixel_brightness","spec_pca_mean"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.254853123340399,0.167948329070617,0.0649501144763568,30.1463591613114,6.83100042229812e-08,7.20589227614852,4.63896021370661,4.0263468940638e-13,-0.196102560450911,"spectral","mean_nir_pixel_brightness","spec_pca_mean"
"20m","env_elev","Mean elevation","spec_convex","Raw PCA convex hull","identity","identity",436,0.0942312250654547,0.102746502171415,0.00887952377733638,3.88823903028538,0.0492599905281345,3.41775737985611,684.651200970322,1.02149148087569e-22,-0.0425570192556365,"spectral","env_elev","spec_convex"
"20m","env_tri5","TRI 5x5","spec_convex","Raw PCA convex hull","identity","identity",436,0.0052684652793519,0.0286760048271374,2.77567263997361e-05,0.0120467536359301,0.912652267634803,4.67633980829212,1450.33152805907,2.52617619091477e-22,0.0314199119763597,"spectral","env_tri5","spec_convex"
"20m","env_tri11","TRI 11x11","spec_convex","Raw PCA convex hull","identity","identity",436,-0.013679244636695,0.00727530971356427,0.00018712173383055,0.081226031638331,0.775778706509091,-2.62438509752405,1483.38827197886,2.46121485863091e-22,-0.013618339639844,"spectral","env_tri11","spec_convex"
"20m","env_tri21","TRI 21x21","spec_convex","Raw PCA convex hull","identity","identity",436,-0.026480702448452,-0.011091412285166,0.000701227602163452,0.304546335635624,0.581330256637008,-1.5287447204323,1508.1472822034,2.50007482628174e-22,0.00487515548787856,"spectral","env_tri21","spec_convex"
"20m","brightness_n_pixels","brightness_n_pixels","spec_convex","Raw PCA convex hull","identity","identity",436,0.305313913369783,0.391996520232496,0.0932165856971715,44.6148413771734,7.36664393450748e-11,0.0478094671710873,95.0629330796045,7.98762319748459e-25,0.0354286264259897,"spectral","brightness_n_pixels","spec_convex"
"20m","mean_pixel_brightness","563 nm brightness","spec_convex","Raw PCA convex hull","identity","identity",436,0.525780612706616,0.575170213058608,0.276445252698145,165.816394845575,2.3166710864362e-32,56434.7046258064,-1726.27443069366,3.88153724773105e-23,0.269663480906635,"spectral","mean_pixel_brightness","spec_convex"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_convex","Raw PCA convex hull","identity","identity",436,0.537025350620519,0.617665672233898,0.288396227209092,175.88996488573,6.11258076501538e-34,133027.737931606,-1134.729459573,1.04085638266421e-23,0.280573930275635,"spectral","mean_blue_pixel_brightness","spec_convex"
"20m","mean_green_pixel_brightness","Green brightness","spec_convex","Raw PCA convex hull","identity","identity",436,0.542756206346578,0.60200353710156,0.294584299527729,181.240063000355,9.09029734006924e-35,72435.7810097143,-1835.70156775742,7.48009655680137e-24,0.256990049940516,"spectral","mean_green_pixel_brightness","spec_convex"
"20m","mean_red_pixel_brightness","Red brightness","spec_convex","Raw PCA convex hull","identity","identity",436,0.426407643276457,0.473497727234886,0.181823478244582,96.4478782510678,1.08780040162485e-20,27854.825714394,-1554.824159877,2.07714848071994e-23,0.195155958437015,"spectral","mean_red_pixel_brightness","spec_convex"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_convex","Raw PCA convex hull","identity","identity",436,0.199647877358703,0.246597802016423,0.0398592749338356,18.0170727786727,2.67916963227916e-05,2931.92153531207,83.6439991070528,7.83930544202135e-24,0.00471896963116461,"spectral","mean_nir_pixel_brightness","spec_convex"
"20m","env_elev","Mean elevation","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,-0.0176668587471727,-0.0286237373828779,0.000312117897992555,0.135501460159689,0.712974239255908,-7.38167232273694,14006.100764884,1.55193830075861e-25,0.0828537241679932,"spectral","env_elev","spec_hull3d_v"
"20m","env_tri5","TRI 5x5","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,-0.0123322160046841,0.000811955200574508,0.000152083551586189,0.0660143010777694,0.797352654233544,-126.099131683686,12580.9001211546,1.32414665547007e-25,-0.000427225538668966,"spectral","env_tri5","spec_hull3d_v"
"20m","env_tri11","TRI 11x11","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,-0.0286948427148679,-0.0207666808797436,0.000823393998431009,0.357647480107733,0.550127617317452,-63.4188450445005,12908.6944012492,1.30709095179837e-25,0.0141880878755958,"spectral","env_tri11","spec_hull3d_v"
"20m","env_tri21","TRI 21x21","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,-0.0447446462591986,-0.0451851331697744,0.00200208336886082,0.870647290546143,0.351294981384963,-29.7574410079571,13278.5678160295,1.30317182716429e-25,0.0296732826030495,"spectral","env_tri21","spec_hull3d_v"
"20m","brightness_n_pixels","brightness_n_pixels","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.248370072743253,0.356615433096164,0.0616876930344889,28.5325670123095,1.49010107664919e-07,0.44803877972031,-454.526719563625,2.53269545826218e-27,0.0313819725193304,"spectral","brightness_n_pixels","spec_hull3d_v"
"20m","mean_pixel_brightness","563 nm brightness","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.546123477765476,0.658194804094814,0.298250852966659,184.454617059021,2.91616452723642e-35,675276.395100529,-25787.812037886,1.42500310139976e-26,0.296790054273138,"spectral","mean_pixel_brightness","spec_hull3d_v"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.471354700313942,0.566241022414915,0.222175253508046,123.966305337251,1.68856599398504e-25,1345068.16679494,-13898.6911694757,2.14972827662688e-26,0.261687215224015,"spectral","mean_blue_pixel_brightness","spec_hull3d_v"
"20m","mean_green_pixel_brightness","Green brightness","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.552873651442055,0.673144596219515,0.305669274458871,191.062357224305,2.87071743619544e-36,850008.513175858,-26336.0623408718,4.01700892684605e-27,0.297162841530958,"spectral","mean_green_pixel_brightness","spec_hull3d_v"
"20m","mean_red_pixel_brightness","Red brightness","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.389261627817028,0.471062875129311,0.151524614890762,77.5057049582226,3.17694962518771e-17,292931.511585603,-19367.7058107124,1.81573756503441e-26,0.20581221062824,"spectral","mean_red_pixel_brightness","spec_hull3d_v"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.128848018784263,0.185439969537201,0.0166018119446298,7.32682495400697,0.0070612895506669,21797.8884026965,2103.11760577199,1.39397181176487e-26,-0.0400590234200417,"spectral","mean_nir_pixel_brightness","spec_hull3d_v"
"20m","env_elev","Mean elevation","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.0467902472839408,0.037584925547849,0.00218932724089232,0.952252815576625,0.329690121972287,4.1710221075921,2671.69572118082,1.45538096695943e-23,-0.049704059191826,"spectral","env_elev","spec_hull3d_a"
"20m","env_tri5","TRI 5x5","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,-0.00903599919532237,0.00842171864333405,8.16492814578671e-05,0.0354386816956106,0.850767378793719,-19.7123718033144,3656.20554192092,2.02249750295196e-23,-0.0189450592849093,"spectral","env_tri5","spec_hull3d_a"
"20m","env_tri11","TRI 11x11","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,-0.0265007875996423,-0.0134114497555664,0.00070229174340135,0.30500882181341,0.581043537709432,-12.4958265028349,3730.9063617361,1.96999674038437e-23,-0.00434790590011268,"spectral","env_tri11","spec_hull3d_a"
"20m","env_tri21","TRI 21x21","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,-0.039945648310567,-0.0333411276013369,0.0015956548189515,0.693620971069966,0.405393548477379,-5.66781546328591,3797.56981582045,1.97275632221309e-23,0.0104665367997026,"spectral","env_tri21","spec_hull3d_a"
"20m","brightness_n_pixels","brightness_n_pixels","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.285618115228289,0.367682234707464,0.08157770774656,38.5495054515043,1.24966069448643e-09,0.109924327034642,480.135353207112,1.34787800195129e-25,0.0265846939532374,"spectral","brightness_n_pixels","spec_hull3d_a"
"20m","mean_pixel_brightness","563 nm brightness","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.535383235517221,0.615716863924387,0.286635208872888,174.384385377757,1.04825748190026e-33,141236.587239045,-4355.63085061036,9.2154944109519e-25,0.269008648467256,"spectral","mean_pixel_brightness","spec_hull3d_a"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.514687001844221,0.5971229740031,0.264902709867393,156.398040947354,7.33679649109415e-31,313351.211547141,-2493.52338301865,9.44637466878759e-25,0.258438075495247,"spectral","mean_blue_pixel_brightness","spec_hull3d_a"
"20m","mean_green_pixel_brightness","Green brightness","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.548293812048543,0.63690805490543,0.300626104330723,186.555046002506,1.39183608313039e-35,179846.691233495,-4564.20518154632,2.14647652739455e-25,0.261162204260822,"spectral","mean_green_pixel_brightness","spec_hull3d_a"
"20m","mean_red_pixel_brightness","Red brightness","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.412933967470329,0.470516021564302,0.170514461490787,89.215872792675,2.20729379671733e-19,66297.4512233893,-3557.14412202093,1.10812554565625e-24,0.191005311232631,"spectral","mean_red_pixel_brightness","spec_hull3d_a"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.170071597767943,0.210220095167288,0.028924348367341,12.9270743945855,0.000361058336717446,6138.4708368552,736.694962117583,9.83176222622062e-25,-0.0241031238242984,"spectral","mean_nir_pixel_brightness","spec_hull3d_a"
"20m","env_elev","Mean elevation","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.318732064357866,-0.331531385441997,0.101590128849827,49.0757251635928,9.44247231860277e-12,-2.52330122939044,1221.5651138144,1.96387522152687e-11,0.130903049082922,"spectral","env_elev","spec_spca_alpha"
"20m","env_tri5","TRI 5x5","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.161496987592684,-0.190986110035277,0.0260812770015116,11.6224012860194,0.000712510424716613,-31.2883972269248,711.105910719153,1.58603351002868e-12,-0.0213973914537151,"spectral","env_tri5","spec_spca_alpha"
"20m","env_tri11","TRI 11x11","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.181957796108855,-0.210946627121012,0.0331086395647915,14.8611831267701,0.000133223284989571,-7.61961566038322,718.698277141025,1.55807063321862e-12,-0.00857520876495672,"spectral","env_tri11","spec_spca_alpha"
"20m","env_tri21","TRI 21x21","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.209290216942873,-0.239251692357588,0.0438023949079951,19.8810782298923,1.05075364632294e-05,-2.63725028680156,733.314740796502,1.27438233145349e-12,0.0118138084216506,"spectral","env_tri21","spec_spca_alpha"
"20m","brightness_n_pixels","brightness_n_pixels","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.0265469306290358,0.0453848758030752,0.00070473952582283,0.306072655705357,0.580385088084555,0.000907357793666543,623.572518948777,6.62993300256573e-12,0.0388411536846289,"spectral","brightness_n_pixels","spec_spca_alpha"
"20m","mean_pixel_brightness","563 nm brightness","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.295557356677721,0.28956931481145,0.0873541510863213,41.5404306244199,3.07644693106753e-10,6924.37234472846,258.577953252293,1.36802285927769e-11,0.0554018028734166,"spectral","mean_pixel_brightness","spec_spca_alpha"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.244519523662078,0.173765652181152,0.0597897974519295,27.5989050361435,2.34417033675575e-07,13220.8053509327,391.639686231457,2.92577889658614e-09,0.23167669661661,"spectral","mean_blue_pixel_brightness","spec_spca_alpha"
"20m","mean_green_pixel_brightness","Green brightness","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.332393102247155,0.30793010061845,0.110485174421488,53.9064266497641,1.04677815179052e-12,9682.71842948395,208.982682577334,5.05027585892014e-11,0.0695468803370097,"spectral","mean_green_pixel_brightness","spec_spca_alpha"
"20m","mean_red_pixel_brightness","Red brightness","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.0659715812962014,-0.0765786107429144,0.00435224953872131,1.89713309644896,0.169109477197876,-940.652707607306,751.263176995727,3.49527058394394e-12,-0.0477627395511108,"spectral","mean_red_pixel_brightness","spec_spca_alpha"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.366067482740312,-0.387414694391095,0.134005401919829,67.1578605249239,2.84421948893917e-15,-1173.39909882825,1200.12428538992,2.08370255455464e-10,0.207140201135186,"spectral","mean_nir_pixel_brightness","spec_spca_alpha"
"20m","env_elev","Mean elevation","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,-0.160440144660814,-0.259216697783412,0.025741040018783,11.4667781637514,0.000773024502815679,-0.972201967642651,373.979264885136,3.7961592151296e-32,0.127471844828012,"spectral","env_elev","spec_spca_rao"
"20m","env_tri5","TRI 5x5","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,-0.0529264629444985,-0.157657144387729,0.00280121047981538,1.21914041715277,0.270141204640657,-7.84859409194023,169.017878371732,1.66239503525951e-32,0.00232327840030964,"spectral","env_tri5","spec_spca_rao"
"20m","env_tri11","TRI 11x11","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,-0.0646073103973216,-0.180552022395369,0.00417410455677587,1.81915471964548,0.178117265269972,-2.07082865839063,172.371323735923,1.56997401029668e-32,0.0124312015193548,"spectral","env_tri11","spec_spca_rao"
"20m","env_tri21","TRI 21x21","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,-0.0800840332274999,-0.211591500242153,0.0064134523779833,2.80140500966569,0.0949022499345929,-0.772411025493311,178.113637646846,1.45638766957143e-32,0.0254726631611847,"spectral","env_tri21","spec_spca_rao"
"20m","brightness_n_pixels","brightness_n_pixels","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,-0.0276726013945716,0.0287186513345422,0.000765772867942843,0.332600120835604,0.564431032125503,-0.000723959636787066,174.218116032548,2.4615047188657e-32,0.0427791082583317,"spectral","brightness_n_pixels","spec_spca_rao"
"20m","mean_pixel_brightness","563 nm brightness","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.262061196488029,0.296244779589925,0.0686760707047372,32.0032737786624,2.79777571640921e-08,4699.38975804255,-111.730816075488,2.6636204226522e-31,0.2125544476091,"spectral","mean_pixel_brightness","spec_spca_rao"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.229511661978794,0.219204159388196,0.0526756029842681,24.1324004397964,1.27642633288513e-06,9498.37332357886,-31.6785441682278,2.89496493870815e-31,0.240950002012818,"spectral","mean_blue_pixel_brightness","spec_spca_rao"
"20m","mean_green_pixel_brightness","Green brightness","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.272050529089888,0.31303059238126,0.0740114903780882,34.6883211728032,7.76305020923463e-09,6065.89630724162,-122.393161285414,2.14708037919773e-31,0.209004563049704,"spectral","mean_green_pixel_brightness","spec_spca_rao"
"20m","mean_red_pixel_brightness","Red brightness","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.045244401391675,-0.0334678146199715,0.00204705585729101,0.890244622533275,0.345935964896499,493.784405039889,100.120420265639,3.3941994649538e-32,0.100606759851294,"spectral","mean_red_pixel_brightness","spec_spca_rao"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,-0.202732223583022,-0.341521561768609,0.0411003544789166,18.6021070371306,1.99549954117563e-05,-497.40195557396,386.978419378977,4.65337176586347e-32,0.175503261358061,"spectral","mean_nir_pixel_brightness","spec_spca_rao"
"20m","env_elev","Mean elevation","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.295896993130043,-0.362882151391711,0.087555030543401,41.645123298193,2.92973669240808e-10,-0.0232245494227226,12.3458089280431,1.53197665824709e-21,0.119219649390641,"spectral","env_elev","spec_spca_mean"
"20m","env_tri5","TRI 5x5","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.124620000061309,-0.192302062392271,0.0155301444152807,6.84640838721122,0.00919189509915667,-0.239370176116235,7.55176606936804,1.08152100909805e-21,-0.00490253049962956,"spectral","env_tri5","spec_spca_mean"
"20m","env_tri11","TRI 11x11","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.142127834964404,-0.214193289641997,0.0202003214716689,8.94768564516407,0.0029364864473168,-0.0590071908373165,7.616335877226,9.74060416094071e-22,0.00635381644115409,"spectral","env_tri11","spec_spca_mean"
"20m","env_tri21","TRI 21x21","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.166292060581467,-0.246657453504054,0.0276530494124304,12.3427377827869,0.000489169553530308,-0.0207748231905993,7.74070750013545,7.06588676745998e-22,0.0210239651899844,"spectral","env_tri21","spec_spca_mean"
"20m","brightness_n_pixels","brightness_n_pixels","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.0493484470462686,-0.0477634794750524,0.00243526922587838,1.059486980069,0.303905516240898,-1.67224979235631e-05,7.5574719399942,2.44727541043347e-21,-0.0285887309900018,"spectral","brightness_n_pixels","spec_spca_mean"
"20m","mean_pixel_brightness","563 nm brightness","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.274493445441427,0.251971069028499,0.0753466515903056,35.3650877341589,5.62829825361011e-09,63.7579022116659,3.48098929205265,9.83167482590808e-20,0.173431328407941,"spectral","mean_pixel_brightness","spec_spca_mean"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.205269075029587,0.111662372580006,0.042135393163502,19.091174788632,1.56081439794655e-05,110.035113769787,4.93433537558934,4.88248886600158e-19,0.294087675282341,"spectral","mean_blue_pixel_brightness","spec_spca_mean"
"20m","mean_green_pixel_brightness","Green brightness","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.297752611296299,0.265207907876096,0.0886566175337652,42.220059694217,2.240755369421e-10,85.9932336775502,3.16821188832227,1.71309515789286e-19,0.18787515492168,"spectral","mean_green_pixel_brightness","spec_spca_mean"
"20m","mean_red_pixel_brightness","Red brightness","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.0600070845885922,-0.127683140563953,0.00360085020082246,1.5684166204597,0.211111544857812,-8.48278275217443,7.99819430976108,1.27163762829453e-21,-0.0846468429140067,"spectral","mean_red_pixel_brightness","spec_spca_mean"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.35699577654456,-0.441089884801684,0.127445984470654,63.3904105371725,1.49845551981445e-14,-11.3451718082399,12.4043042269553,3.31655045458493e-21,0.212492096955609,"spectral","mean_nir_pixel_brightness","spec_spca_mean"
"20m","env_elev","Mean elevation","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.0907087708207666,0.105334826550993,0.00822808110381435,3.60061333762085,0.058421672053686,6.4687986499615,1089.75849554212,7.093324418261e-21,-0.0238645169586904,"spectral","env_elev","spec_spca_convex"
"20m","env_tri5","TRI 5x5","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.0474846762420882,0.0478832047037804,0.00225479447781594,0.980792288407904,0.322555095219492,82.8711527082816,2393.14556483737,1.95671921016761e-20,0.0811143605621049,"spectral","env_tri5","spec_spca_convex"
"20m","env_tri11","TRI 11x11","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.028711609635247,0.032124932222445,0.000824356527846807,0.358065907053393,0.549894502198126,10.830560835273,2457.99625446848,1.54298689997027e-20,0.062576239247685,"spectral","env_tri11","spec_spca_convex"
"20m","env_tri21","TRI 21x21","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.0129306964443702,0.0126818773133955,0.000167202910536447,0.0725781984588416,0.787747296023964,1.46776100150706,2509.73522310394,1.288405631237e-20,0.038917167404938,"spectral","env_tri21","spec_spca_convex"
"20m","brightness_n_pixels","brightness_n_pixels","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.103297144763389,0.204920358547526,0.0106703001162685,4.68085639297473,0.0310456232426934,0.0318041346900158,1648.71070730516,3.27181135074648e-21,-0.0616910589262954,"spectral","brightness_n_pixels","spec_spca_convex"
"20m","mean_pixel_brightness","563 nm brightness","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.291726161117853,0.291330481548217,0.0851041530805597,40.370936824479,5.31495386041106e-10,61566.5792644865,-919.11992715213,9.94592488945985e-20,0.153732319445229,"spectral","mean_pixel_brightness","spec_spca_convex"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.359968851282265,0.407261699908134,0.129577573893473,64.6084767384945,8.74285900337066e-15,175323.567831737,-862.71600158533,4.99730821602543e-20,0.184205979064285,"spectral","mean_blue_pixel_brightness","spec_spca_convex"
"20m","mean_green_pixel_brightness","Green brightness","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.306017324346498,0.30761533767158,0.0936466028001896,44.8419189919166,6.6315096201558e-11,80301.2528917923,-1096.66124449225,5.84403647511029e-20,0.14736249619662,"spectral","mean_green_pixel_brightness","spec_spca_convex"
"20m","mean_red_pixel_brightness","Red brightness","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.201069255355936,0.242777645460225,0.0404288454493905,18.2853755470096,2.34034001732064e-05,25825.5210920584,-238.362708574487,2.39713929978881e-20,0.0843621175735726,"spectral","mean_red_pixel_brightness","spec_spca_convex"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_spca_convex","Std PCA convex hull","identity","identity",436,0.0152373305150072,0.0689191859888501,0.000232176241223568,0.100787889244314,0.751038855141471,439.971447397092,2349.92888373796,1.07624695399289e-20,-0.0353788009924132,"spectral","mean_nir_pixel_brightness","spec_spca_convex"
"20m","env_elev","Mean elevation","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.0739049908013605,0.0744654712720897,0.00546194766534919,2.3835038601056,0.123351058739279,120.250641557361,16115.0196386321,2.94114768820548e-23,0.0194074607454263,"spectral","env_elev","spec_spca_hull3d_v"
"20m","env_tri5","TRI 5x5","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.0494109872440983,0.0194249567635304,0.00244144566043645,1.06218067302417,0.303292349913971,1967.49081319887,39502.9896909415,5.31300889844338e-23,0.104152093084359,"spectral","env_tri5","spec_spca_hull3d_v"
"20m","env_tri11","TRI 11x11","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.0268863220069471,0.00595168374287024,0.000722874311061249,0.3139544005716,0.575552795618083,231.400388924259,41276.4593944327,3.67406221486661e-23,0.0756266434541092,"spectral","env_tri11","spec_spca_hull3d_v"
"20m","env_tri21","TRI 21x21","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.00983030787739923,-0.009797032917631,9.66349529644571e-05,0.0419436228065915,0.837823288350142,25.4589114757144,42569.4848037334,2.97140255930762e-23,0.0513520462481444,"spectral","env_tri21","spec_spca_hull3d_v"
"20m","brightness_n_pixels","brightness_n_pixels","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.0347324312520785,0.139110706854748,0.00120634178068036,0.524184678693979,0.469452132187699,0.243988712228587,36415.470360381,1.8316785963216e-23,-0.0601882636553886,"spectral","brightness_n_pixels","spec_spca_hull3d_v"
"20m","mean_pixel_brightness","563 nm brightness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.238818173024406,0.246175898048079,0.0570341197667152,26.2499508175531,4.52230101450384e-07,1149942.96877226,-21536.9921994074,2.23395952794017e-22,0.162976100180677,"spectral","mean_pixel_brightness","spec_spca_hull3d_v"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.303699202282295,0.353031547963343,0.0922332054669024,44.0963597850308,9.3673531771491e-11,3374879.8217024,-22437.150457374,2.97687301401557e-22,0.210525880611301,"spectral","mean_blue_pixel_brightness","spec_spca_hull3d_v"
