"scale","composition_cluster","quad_id","cluster_size","composition_type","mean_silhouette_width"
"10m","10m_C5","103_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1414_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1414_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","803_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1516_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1217_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1113_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1217_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1621_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","818_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1413_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","913_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","913_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1115_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1215_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","205_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1317_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1923_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1912_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1724_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1217_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","912_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","508_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1614_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1521_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","300_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","301_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","7_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","307_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1622_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1622_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1622_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1724_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1317_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","817_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1618_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1214_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","303_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1215_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1400_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","307_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","913_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1421_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1720_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1412_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1621_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","306_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1517_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","101_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1215_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1315_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1800_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1316_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1923_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","206_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1412_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","300_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","204_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","307_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1217_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","5_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1622_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1516_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1412_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","207_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1524_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C4","916_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","916_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1220_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1322_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","501_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1921_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1101_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1322_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1712_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1223_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1321_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1709_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1920_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1812_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","916_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1711_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1711_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1223_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","918_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1211_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1023_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1812_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1920_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","917_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1101_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1312_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1222_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1922_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1502_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1821_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1919_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1311_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","814_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1311_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1920_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1813_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1922_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1220_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","812_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1111_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1710_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","107_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","203_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1920_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","110_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1210_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1015_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1709_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1321_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1312_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1022_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1504_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1221_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1017_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1222_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1606_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","816_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1506_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1204_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1422_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","814_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1110_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1101_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","711_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","610_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1612_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","611_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1400_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","409_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1623_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","810_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1320_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","108_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","914_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1813_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1010_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1105_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1221_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1022_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1312_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1118_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1320_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1118_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1711_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1023_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1119_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1119_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1015_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1311_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","811_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1608_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","815_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1921_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1420_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1118_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1922_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1017_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1018_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","123_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1819_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","911_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","700_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1921_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1105_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","714_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1423_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1612_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1017_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","715_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","121_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1320_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1424_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1707_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1107_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1624_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1820_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1211_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1520_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1813_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1511_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1511_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1501_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","917_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1919_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","917_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","813_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","918_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","918_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","915_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","919_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1016_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1712_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1712_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1400_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","816_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1922_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1421_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1401_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1401_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1103_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1401_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","918_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1123_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1000_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1820_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1105_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1423_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1424_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","422_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1822_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1210_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1106_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","914_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","716_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","108_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1202_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1321_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","916_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","404_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1719_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1312_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1511_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","202_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","917_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1109_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1303_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","510_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","511_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1304_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1304_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1712_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1110_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1016_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","616_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1111_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1111_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1713_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1112_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1112_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1018_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1018_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1819_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1422_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1820_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1218_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1308_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","714_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1612_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","715_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1424_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1707_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","516_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","403_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","715_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","403_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1802_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","403_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1311_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1813_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1708_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","717_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1804_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","211_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1804_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1606_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1119_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1522_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1522_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1701_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1523_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","303_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1806_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1807_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1420_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","910_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1524_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1410_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","712_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1421_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1421_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","911_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1422_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1819_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1000_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1820_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1423_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1218_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","819_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1219_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1706_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","715_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1811_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1706_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","813_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1613_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1321_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1011_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","612_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1719_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","404_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","404_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","405_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1221_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1501_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1203_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1919_b",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","712_c",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","813_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","814_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","1119_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","616_a",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
"10m","10m_C4","814_d",374,"FRAMCO+AEFL+QUMU",-0.00216191318988872
