"scale","composition_cluster","cluster_size","species_metric","species_label","phylo_metric","phylo_label","n","mean_abs_phylo_residual_z","sd_phylo_residual","mean_species_value","mean_phylo_value"
"20m","20m_C3",96,"sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q",96,0.406198568511534,30.4506394702616,1.83527959370863,190.290690101426
"20m","20m_C3",96,"sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q",96,0.378024959369459,31.2661522441115,0.834728833761031,190.290690101426
"20m","20m_C3",96,"sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q",96,0.368587150101265,29.8730835441253,0.800243009709266,190.290690101426
"20m","20m_C6",34,"sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q",34,0.367988645062889,21.8665076835844,1.13127072057586,135.62220326792
"20m","20m_C6",34,"sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q",34,0.217731698553631,9.55971026538403,0.578134155586544,135.62220326792
"50m","50m_C3",19,"sp_rich","Species richness","phy_afaith","Abundance-weighted Faith's PD",19,1.02169743810358,2092.48174330435,16.1578947368421,5150.24937404034
"50m","50m_C3",19,"sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD",19,1.0059519337238,2010.5505303497,0.847591669562151,5150.24937404034
"50m","50m_C3",19,"sp_shannon","Shannon diversity","phy_afaith","Abundance-weighted Faith's PD",19,0.998629827588192,1983.46216181689,2.22650009742145,5150.24937404034
"50m","50m_C3",19,"sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD",19,0.942097957846698,1852.30076402789,0.800821818115467,5150.24937404034
"50m","50m_C1",40,"sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD",40,0.718184272347594,1300.28049118321,0.829269219210931,3197.80819122363
"50m","50m_C1",40,"sp_shannon","Shannon diversity","phy_afaith","Abundance-weighted Faith's PD",40,0.692501320074721,1193.0475407915,2.24301086927466,3197.80819122363
"50m","50m_C1",40,"sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD",40,0.684932210696209,1186.86881407519,0.852508581311416,3197.80819122363
"50m","50m_C1",40,"sp_rich","Species richness","phy_afaith","Abundance-weighted Faith's PD",40,0.665657637119759,1122.35346282352,15.325,3197.80819122363
"50m","50m_C2",21,"sp_rich","Species richness","phy_afaith","Abundance-weighted Faith's PD",21,0.644085133497925,1321.74515104608,15.1904761904762,3692.65575284822
"50m","50m_C2",21,"sp_shannon","Shannon diversity","phy_afaith","Abundance-weighted Faith's PD",21,0.631379169936725,1298.68499971937,2.202973034278,3692.65575284822
"50m","50m_C2",21,"sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD",21,0.629443921264637,1291.34245204551,0.833820942099715,3692.65575284822
"50m","50m_C2",21,"sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD",21,0.615842331844267,1246.38747255083,0.817326195949559,3692.65575284822
"50m","50m_C3",19,"sp_rich","Species richness","phy_faith","Faith's PD",19,1.18813721052268,280.69691350531,16.1578947368421,1553.07410157895
"50m","50m_C3",19,"sp_shannon","Shannon diversity","phy_faith","Faith's PD",19,1.08120578581483,297.283631033481,2.22650009742145,1553.07410157895
"50m","50m_C3",19,"sp_simpson","Simpson diversity","phy_faith","Faith's PD",19,0.955583426135806,272.532086204397,0.847591669562151,1553.07410157895
"50m","50m_C3",19,"sp_even","Species evenness","phy_faith","Faith's PD",19,0.912749428306101,277.938147081149,0.800821818115467,1553.07410157895
"50m","50m_C1",40,"sp_simpson","Simpson diversity","phy_faith","Faith's PD",40,0.900477674214199,338.189208925017,0.852508581311416,1275.1666278
"50m","50m_C1",40,"sp_even","Species evenness","phy_faith","Faith's PD",40,0.88164674819869,372.997381633207,0.829269219210931,1275.1666278
"50m","50m_C1",40,"sp_shannon","Shannon diversity","phy_faith","Faith's PD",40,0.862641575844362,280.957948423317,2.24301086927466,1275.1666278
"50m","50m_C1",40,"sp_rich","Species richness","phy_faith","Faith's PD",40,0.821661886143239,216.0524062515,15.325,1275.1666278
"50m","50m_C2",21,"sp_shannon","Shannon diversity","phy_faith","Faith's PD",21,0.620456655245513,215.034373833576,2.202973034278,1280.87819517619
"50m","50m_C2",21,"sp_even","Species evenness","phy_faith","Faith's PD",21,0.611018851306647,289.355546211668,0.817326195949559,1280.87819517619
"50m","50m_C2",21,"sp_simpson","Simpson diversity","phy_faith","Faith's PD",21,0.567723907347336,247.523749224036,0.833820942099715,1280.87819517619
"50m","50m_C2",21,"sp_rich","Species richness","phy_faith","Faith's PD",21,0.506644301204108,143.730562186696,15.1904761904762,1280.87819517619
"50m","50m_C3",19,"sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q",19,1.15686351332983,56.6643076484905,2.22650009742145,244.062706160898
"50m","50m_C3",19,"sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q",19,1.1317998953811,55.6665339213551,0.847591669562151,244.062706160898
"50m","50m_C3",19,"sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q",19,1.11051556435759,53.6786445016269,16.1578947368421,244.062706160898
"50m","50m_C3",19,"sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q",19,1.09792182643909,56.1132165597854,0.800821818115467,244.062706160898
"50m","50m_C1",40,"sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q",40,0.743124241349563,38.5086474875333,0.829269219210931,195.042996773169
"50m","50m_C1",40,"sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q",40,0.728357929312447,35.5899059214624,0.852508581311416,195.042996773169
"50m","50m_C1",40,"sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q",40,0.703860491293487,35.2339982468703,2.24301086927466,195.042996773169
"50m","50m_C1",40,"sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q",40,0.70165442803482,37.3803990402671,15.325,195.042996773169
